Standard_Bangla,dialect_speech,English_translation
আমার কোনো বন্ধু নেই,আমার কোন বন্ধু নাই,
আমার খিদে পাচ্ছে,আমার ক্ষুদা লাগরো,
আমার ভালো লাগে,আমার খাইতে ভালা লাগে,
আমার ভালো লাগে ,আমার খাইতে ভালা লাগে ,I like it.
আমার খারাপ লাগছে,আমার খারাপ লাগের,
আমার খালামুনির দুইটা ছেলে আছে,আমার খালামণির দুইগু ফুয়া আছে,
আমার খালামুনির বিয়ে হইছে ২০১৫তে,আমার খালামণির বিয়া ওইছে ২০১৫ ত,
আমার খিদে পেয়েছে,আমার খুদা লাগছে,
আমার খুব কষ্ট হয়,আমার খুব কষ্ট অয়,
আমার অনেক ভালো লাগে,আমার খুব বালা লাগে,
আমার অনেক ভালো লাগে,আমার খুব ভালা লাগে,
আমার গাডির রঙ লাল,আমার গাড়ি ওগুর রঙ অইল লাল,
আমার গাড়ির রঙ হলো লাল,আমার গাড়ি ওগুর রঙ ওইলো লাল,
আমার ঘড়ীটা খুজে পাচ্ছি না,আমার ঘড়িগুতা খুজিয়া পাইয়ার না,
আমার ছোট বোন বিদ্যালয়ে যেতে চায় না,আমার ছুটো বইন ইস্কুলো যাইতে চায় না,
আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,আমার ছোট ভাউ দুই মাস বাদে বিদেশ পড়ার লাগি যাইরো গি,
আমার ছোটো বোন নানার বাড়ীতে ঘুরতে গিয়েছে,আমার ছোটো বইন নানার বাড়িত ঘুরাত গেছে,
বিয়ে করেছে আমার ছোট ভাই,আমার ছোডভাই বিয়া করি লাইসে,
আম্র জন্মদিন,আমার জন্মদিন,
আমার জরুরি কথা আছে,আমার জরুরি মাত আছে,
আমার স্বামী আমাকে খুব ভালোবাসে,আমার জামাই আমারে খুব ভালা পায়,
আমার স্বামী তিন বছর ধরে বিদেশে আছেন,আমার জামাই ৩ বছর তনে বিদেশ আছোইন,
আমার স্বামী মদ খায় রাতের পর রাত বন্ধুদের সাথে আড্ডা দেয়,আমার জামাইয়ে মদ খাইয়া রাইত ওর পর রাইত বন্ধু ইতাইন্তোর লগে আড্ডা মারে,
আমার জীবনে কেউ নেই তুমি ছাড়া,আমার জীবনো তুমি ছাড়া খেউ নাই,
আমার প্রিয় সবজি টোমেটো,আমার টমেটো বেশি বালা লাগে,
আমার টাকা নাই,আমার টেখা নাই,
আমার ঠান্ডা লেগেছে,আমার ঠান্ডা লাগছে,I have a cold
আমার ঠান্ডা লেগেছে,আমার ঠান্ডা লাগছে,
আমার ঠান্ডা লেগেছে,আমার ঠান্ডা লাগছে,
আমার তো মনে হয় মেয়েদের একাধিক ডেট করা উচিত,আমার তো লাগে ফুরিন্তোর বউট্টি ডেট করা উচিত,
আমার দাঁত অনেক ব্যথা করছে,আমার দাঁতও বেশেবা বেদনা করের,
আমার দিকে তো আর তাকাও না চোখ থাকে অন্য মেয়েদের দিকে,"আমার দিকে তো আর চাও না, চউখ থাকে অইন্য ফুরিন্তোর ওবায়",
আমার দ্বিতীয় বিয়ে নিয়ে আমার নিজের কাকারা মামারা খোঁচা মেরে কথা বলে,আমার দুই নাম্বার বিয়া লইয়া আমার নিজ ওর কাকা-মামাইন্তে খোঁচা মারিয়া মাতোইন,
আমার দুই বিয়ে হয়েছে,আমার দুইগু বিয়া ওইছে,
আমার নানা সুস্থ,আমার নানা সুস্থ,
আমার নাম আরিফ,আমার নাম আরিফ,
আমার নাম নয়ন।,আমার নাম নয়ন।,
আমার আপন লোক গুলোই এমন,আমার নিজ ওর মানুষ ওকল ওউ ওলাকান,
আমার নীল আকাশ দেখতে অনেক ভালো লাগে,আমার নীল আকাশ দেখতে বাক্কা বালাউ লাগে,
আমার নৌকায় ঘুরতে অনেক ভালো লাগে,আমার নৌকা দিয়া ঘুরতে যে বালা লাগে,
আমার নৌকায় ঘুরতে অনেক ভালো লাগে,আমার নৌকা দিয়ে ঘুরতে যে ভালা লাগে,
আমার পরীক্ষা দিতে একদমই ভালো লাগে না,আমার পরীক্ষা দিতে একবারেউ বালা লাগে না,
আমার পিছন কি,আমার পিছনে কিতা,
আমার প্রিয় একটা বই হারিয়ে গেছে,আমার প্রিয় একগু বই হারাই গেছে,
আমার প্রিয় লেখক হুমায়ুন আহমেদ,আমার প্রিয় লেখক ওইলা হুমায়ুন আহমেদ,
আমার পা ব্যাথা করছে,আমার ফা-ও বেদনা করের,
আমার ফুফু চাচারাও আমাদের দেখতে পারত না,আমার ফুফু চাচাইন্তেও আমরার দেখতে পারতো না,
আমার ফেসবুক আইডিটা যদি চিড়িয়াখানা হতো,আমার ফেইসবুক আইডি ওগু যদি চিরিয়াখানা ওইতো,
আমার প্রথম বিয়ে আমাকে জোর করে দেয়,আমার ফয়লা বিয়া আমারে জোর করিয়া দিছে,
আমার বোন আমাকে অনেক ভালোবাসে,আমার বইনে আমারে খুব ভালা ফায়,
আমার স্ত্রী একদিনও সময়মতো টেবিলে খাবার দিতে পারে না অনেক সময় বাইরে গিয়ে নাস্তা করি,"আমার বউ একদিনও সময়মত খানি দিতো পারে না, বউত দিন বাইরে গিয়া নাস্তা খাই",
আমার অনেক খারাপ লাগছে,আমার বউত খারাপ লাগের,I feel very bad
আমার অনেক খারাপ লাগছে,আমার বউত খারাপ লাগের,
আমার অনেক খারাপ লাগছে,আমার বউত খারাপ লাগের,
আমার বন্ধু হয়ত আমাকে অনেক ভালবাসে,আমার বন্ধু ওকলতে মনয় আমারে খুব বালা ফাও,
আমার বন্ধুরা সপ্তাহের মধ্যে দুইটি ফুটবল ম্যাচ খেলতে পারে,আমার বন্ধু ওকলে সাপ্তার মাঝে দুইটা ফুটবল ম্যাচ খেলতো ফারে,
আমার বন্ধু আমার সব কথা খুবই মনোযোগ দিয়ে শুনে,আমার বন্ধু ওতায় আমার মাত খুব মন দিয়া হুনে,
আমার বড় বোন আমাকে অনেক ভালোবাসে,আমার বর বইনে আমারে খুব ভালা ফায়,
আমার অনেক দিন আগে একবার বিয়ে হয়েছিল,আমার বাক্কা আগে এখবার বিয়া অইছিল,
আমার বাবা পুলিশে আছেন তো মায়ের সাথে বিয়ের পর থেকেই তিনি পরকীয়ায় আসক্ত ছিলেন,আমার বাবা পুলিশও আছোইন তো মা'র লগে বিয়ার বাদে তাকি ওউ তাইনও পরকীয়াত মগ্ন আছলা,
আমার বাসায় গতকাল চুরি হয়েছে,আমার বাসাত গতকাইল চুরি অই গেছে,
আমার বাসায় গতকাল রাতে চুরি হয়েছে,আমার বাসাত গতকাইল চুরি ওইছে,
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,আমার বাসার ওবায় রাস্তার ধারো একটা ফুল ওর দোকান,
আমার বাসার কাজের মেয়েটি এখন ভাল মত কাজ করে নাহ,আমার বাসার কামর ফুড়িটায় এখন ভালা মত কাম করে না,
আমার বাসার দারওয়ান এখন তাঁর গ্রামে ঘুরতে গিয়েছে,আমার বাসার দারোয়ান এখন তার গ্রামো পাখানিত গেছে,
আমার দিকে তাকিয়ে একটি মেয়ে বলল,আমার বায়দি চাইয়া এক ফুরিয়ে কইলো,
আমার বিড়ালের নাম মিনু,আমার বিলাই ওর নাম মিনু,
আমি বিবাহ করেছি দশ বছর হয়,আমার বিয়ার দশ বছর অর,
আমার বড় বোনকে আমি অনেক ভালবাসি,আমার বড় বইনরে আমি খুব বালা ফাই,
আমার বর বোনকে আমি অনেক ভালোবাসি,আমার বড় বইনরে আমি খুব ভালা ফাই,
আমার বড় বোন আমাকে অনেক ভালবাসে,আমার বড় বইনে আমারে খুব বালা ফায়,
আমার বয়স বেশি না,আমার বয়স বেশি নায় কিতার লাগি,
আমার ভালো লাগে,আমার ভালা লাগে,
আমার ভাল লাগছে না,আমার ভালা লাগের না,
আমার ভালোবাসায় কম কি ছিলো,আমার ভালোবাসাত কিতার কমতি আছিল?,
আমার ভালোবাসায় কম কি ছিলো,আমার ভালোবাসাত কিতার কমতি আছিলো?,
মনে পড়ে যায় আমার ভালোবাসার মানুষটার কথা,আমার ভালোবাসার মানুষটার কথা মনো পড়ি যায়,
আমি মুরগির মাংস বেশি পছন্দ করি,আমার মরগ ওর মাংস বেশি ভালা লাগে,
আমার মায়ের রান্না অনেক মজার,আমার মা'র গাত ওর রান্দা খুব মজার,
আমার মা আমাকে ভালবাসে,আমার মা'য় আমারে বালা ফাইন,
আমি মাংস বেশি পছন্দ করি,আমার মাংস বেশি ভালা লাগে,
আমার মধ্যে সমস্যা আছে,আমার মাঝে বেজাল আছে,
আমার প্রশ্নের জবাব দিন,আমার মাত ওর জবাব দেউকা,Answer my question
আমার প্রশ্নের জবাব দিন,আমার মাত ওর জবাব দেউকা,
আমার প্রশ্নের জবাব দিন,আমার মাত ওর জবাব দেউকা,
আমার মাথা গরম থাকে,আমার মাথা গরম ওই থাকে,
আমার মাথা অনেক ব্যথা করছে,আমার মাথাত বেশেবা বেদনা করের,
আমার মামাতো বোনও যেতে চাইল,আমার মামাত্তো বইন-ও যাইতো চাইছিল,
আমি মুরগির মাংস বেশি পছন্দ করি,আমার মোরগ ওর মাংস বেশি বালা লাগে,
আমার অনেক ভালো লাগে,আমার যে ভালা লাগে,
আমার মাথায় অনেক ব্যাথা করছে,আমার যে মাথা বেদনা করের,
আমার সাথে এভাবে কথা বলতে পারেন না,আমার লগে ওলা মাত্তা ফারোইন না,
আমার সাথে তোমার কোনো সম্পর্ক নাই,আমার লগে তুমিতাইন ওর কোন মাত নাই,
আমার সঙ্গে আসুন,আমার লগে থাকোউকা,
আমার সাথে দেখা করতে এসেছিল,আমার লগে দেখা করাত আইছিল,
আমার সাথে নাচবা,আমার লগে নাচবায় নি?,
আমার জন্য বেশি চিন্তা কোরো না,আমার লাগি বেশি ভাবিও না,
আমার মনে হয় যে আমি কিছুই মনে রাখতে পারছি না,আমার লাগের আমি কুন্তাউ মনও রাখতে পারিয়ার না,
আমার মনে হচ্ছে এবার অনেক আম ধরবে,"আমার লাগের, এবার বউত আম ধরবো",
আমার লাল রঙের গাড়িটি গতকাল চুরি হয়ে গেছে,আমার লাল রঙ ওর গাড়ি ওগু গতকাইল চুরি ওই গেছে,
আমার সকালে উঠেই চা খাওয়ার অভ্যাস,আমার সকাইলকু উঠিয়াউ চা খাওয়ার অভ্যাস,
আমার সকালে কিছু খেতে ভালো লাগে না,আমার সকাইলকু কুন্তা খাইতে ভালা লাগে না,
আমার সকালে কিছু খেতে ভালো লাগে ,আমার সকালকু কুন্টা খাইতে ভালা লাগে,I feel like eating something in the morning.
আমার সকালে কিছু খেতে ভালো লাগে,আমার সকালকু কুন্টা খাইতে ভালা লাগে,
আমার সকালে কিছু খেতে ভালো লাগে,আমার সকালকু কুন্টা খাইতে ভালা লাগে,
আমার সকালে কিছু খেতে ভালো লাগে না,আমার সকালকু কুন্টা খাইতে ভালা লাগে না,I don’t feel like eating anything in the morning.
আমার সকালে কিছু খেতে ভালো লাগে না,আমার সকালকু কুন্টা খাইতে ভালা লাগে না,
আমার সকালে কিছু খেতে ভালো লাগে না,আমার সকালকু কুন্টা খাইতে ভালা লাগে না,
আমার সকালে খেতে ভালো লাগে,আমার সকালকু খাইতে ভালা লাগে,
আমার সকালে খেতে ভালো লাগে না,আমার সকালকু খাইতে ভালা লাগে না,
আমার প্রিয় ফল,আমার সব থাকি বেশি ভালা লাগে,
আমার সুখ দেখে আবার তাদের সহ্য হয়না,আমার সুখ দেখিয়া আবার ইতার সইহ্য ওয় না,
আমার সকালে উঠেই চা খাওয়ার অভ্যাস,আমার সোকাইলকু উঠাইয়া চা খাওয়ায় অভ্যাস,
আমার স্বপ্ন,আমার স্বপ্ন,
আমার হলুদ রঙ পছন্দ,আমার হইলদা রঙ ভালা লাগে,
আমার সন্ধায় কফি খাওয়ার অভ্যাস আছে,আমার হাঞ্জাবেলাত কফি খাওয়ার অভ্যাস আছ্র,
আমার হাতটা ধরুন,আমার হাত ধরক্কা,
আমার হাতটা ধরুন,আমার হাত ধরোউকা,
আমার শাশুড়িও নেই মারা গেছে অনেক আগে,আমার হড়িও নাই মারা গেছইন বাক্কা আগে,
আমাকে সেখানে নিয়ে চলো,আমারে অনো লইয়া চলো,
আমাকে অপমান করে,আমারে অফমান করে,
আমাকেে একটা গান শুনাবা,আমারে একখান গান হুনাইবায় নি?,
আমাকে একটি উপহার দিয়েছে,আমারে একগু উপহার দিছে,
আমাকে একটি বই উপহার দিও,আমারে একগু বই উপহার দিও তে,
আমাকে এখন ঘুমাতে দিন,আমারে ওখন ঘুমাইতে দেউকা,
আমাকে সেখানে নিয়ে চলো,আমারে ওনো লইয়া চলো,
আমাকে অনেক ভালোবাসে,আমারে খুব ভালা ফায়,
আমাকে চিনো,আমারে চিনো নি?,
আমাকে ডাকবেন না,আমারে ডাকবা না,Don't call me
আমাকে ডাকবেন না,আমারে ডাকবা না,
আমাকে ডাকবেন না,আমারে ডাকবা না,
আমাকে ঢুকতে দিন,আমারে ঢুকতে দেউকা,
আমাকেতো আর ভালো লাগবে না,আমারে তো আর বালা লাগতো নায়,
আমাকে দেখে খুব খুশি হলো,আমারে দেখিয়া খুব খুশি ওইলো,
আমাকে দয়া করে সঠিক পরার্মশ দিয়ে একটু সাহায্য করুন,আমারে দয়া করিয়া ভালা উপায় দেখাইয়া সাহায্য করোইন,
আমাকে বিশ্বাস করো,আমারে বিশ্বাস করো,
আমাকে বিশ্বাস করো,আমারে বিশ্বাস করো,
আমাকে যেতে দাও,আমারে যাইতে দেউকা,
আমাকে সবার সামনে মারতে মারতে বাসায় নিয়ে আসে,আমারে সবর সামনে মারতে মারতে বাসাত লইয়া আয়।,
আমাকে সবাই এক নামে চিনে,আমারে সবে এক নামেউ চিনে,
আমাকে ওখানে নিয়ে চলুন,আমারে হনো লইয়া যাউকা,
আমাকে সত্যি কথা বলুন,আমারে হাছা কথা কউকা,
আমাকে সত্যি কথা বলুন,আমারে হাছা কথা কৌকা,Tell me the truth.
আমাকে সত্যি কথা বলুন,আমারে হাছা কথা কৌকা,
আমাকে সত্যি কথা বলুন,আমারে হাছা কথা কৌকা,
আমাকে সত্যি বলুন,আমারে হাছা কৌকা,Tell me the truth.
আমাকে সত্যি বলুন,আমারে হাছা কৌকা,
আমাকে সত্যি বলুন,আমারে হাছা কৌকা,
আমার দুচোখ কিছু খোজেনা তোমায় ছাড়া,আমাার দুই চউক তুমারে ছাড়া আর কিচ্ছু খুঁজে না,
আমি অনেক মেধাবী ছিলাম,আমি  তোনেও মেধাবী আছিলাম,
আমি বিবাহিত,আমি  বিয়াতি,
আমি অন্যের সাথে কথা বলি না,আমি অইন্যের লগে মাতি না,
আমি অবাক,আমি অবাক,
আমি অবাক হয়ে গেছিলাম,আমি অবাক ওই গেছলাম,
আমি অবাক হয়ে গেছিলাম,আমি অবাক ওই গেছলাম,
আমি অসুস্থ হয়ে পরেছিলাম,আমি অসুস্থ ওই গেছলাম,
আমি অসুস্থ হয়ে পড়েছিলাম,আমি অসুস্থ ওই গেছিলাম,
আমি এলাম,আমি আইছি,
আমি আজকে কফি খাই নাই,আমি আইজ কফি খাইছি না,
আমি আজকে ঢাকায় যাবো,আমি আইজ ঢাকাত যাইমু,
আমি আজকে অনেকদিন পর তার সাথে কথা বলেছি,আমি আইজ বাক্কাদিন বাদে তার লগে মাতছি,
আমি আজ সকালে আমার বন্ধুর সাথে ঝগড়া করেছি,আমি আইজ সকাইলকু আমার বন্ধু ওগুর লগে ঝগড়া করছি,
আমি আজ সকালে চা খাই নাই,আমি আইজ সকাইলকু চা খাইছি না,
আমি আজকে সকালে তার সাথে কথা বলেছি,আমি আইজ সকাইলকু তার লগে মাতছি,
আমি আজ সকালে আমার বন্ধুদের সাথে ঘুরতে গিয়েছিলাম,আমি আইজ সকালে আমার বন্ধু ওকলতোর লগে ঘুরাত গেছলাম,
আমি আসব না,আমি আইতাম নাই,
আমি আসবো না,আমি আইতাম নায়,
আমি ছিলাম,আমি আচলাম,
আমি আছি,আমি আছি,
আমি আপেল পছন্দ করি,আমি আপেল ভালা ফাই,I like apples
আমি আপেল পছন্দ করি,আমি আপেল ভালা ফাই,
আমি আপেল পছন্দ করি,আমি আপেল ভালা ফাই,
আমি আপেল পছন্দ করি না,আমি আপেল ভালা ফাই না,
আমি আপনার সঙ্গে আছি,আমি আফনার লগে আছি,I am with you
আমি আপনার সঙ্গে আছি,আমি আফনার লগে আছি,
আমি আপনার সাথে আছি,আমি আফনার লগে আছি,
আমি আপনার সংগে আছি,আমি আফনার লগে আছি,
আমি আপনার সাথে পরে দেখা করব,আমি আফনার লগে বাদে দেখা করিয়ার,
আমি আপনার জন্য অপেক্ষা করছি,আমি আফনার লাগি অপেক্ষা করিয়ার,
আমি আপনাকে ধন্যবাদ জানাতে চাই,আমি আফনারে ধন্যবাদ জানাইতে চাই,
আমি আম খাবো ,আমি আম খাইতাম,i will eat mango
আমি আম খাবো,আমি আম খাইতাম,
আমি আম খাবো,আমি আম খাইতাম,
আমি আম খেতে ভালোবাসি,আমি আম খাইতে বালা ফাই,
আমি আমার গ্রামের বাড়ি যাব ঠিক করেছি,আমি আমার গ্রাম ওর বাড়ি যাইমু ঠিক করছি,
আমি আমার বিড়ালের সাথে খেলতে অনেক ভালবাসি,আমি আমার বিলাই ওর লগে খেলতে যে বালা ফাই,
আমি অন্যের সাথে কথা বলি,আমি আরেকগুর লগে মাতিয়ার,
আমি আর্জেন্টিনা ফুটবল দলকে সমর্থন করি,আমি আর্জেন্টিনার ফুটবল দলরে সমর্থন করি,
আমি এটা স্বাভাবিকভাবে নিয়েছিলাম,আমি ইগুরে একবারে স্বাভাবিক ওউ লইছলাম,
আমি একজন ছেলে বর্তমানে বাংলাদেশ নেভীতে কর্মরত আছি,আমি এক ফুয়া ওখন বাংলাদেশ নেভীত কাম করিয়ার,
আমি একজন মেয়ে মানুষ,আমি একগু ফুরি মানুষ,
আমি একটি বই পড়ছি,আমি একগু বই পড়ছি,
আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,আমি একজন প্রফেশনাল ব্লগার ওইয়া কাম করিয়ার,
আমি একজন সরকারি কর্মকর্তা,আমি একজন সরকারি কর্মকর্তা,I am a government employee
আমি একজন সরকারি কর্মকর্তা,আমি একজন সরকারি কর্মকর্তা,
আমি একজন সরকারি কর্মকর্তা,আমি একজন সরকারি কর্মকর্তা,
আমি একটা পাবলিক বিশ্ববিদ্যায়ের পড়াশোনা করছি,আমি একটা পাবলিক বিশ্ববিদ্যালয়ও পড়িয়ার,
আমি একজন খারাপ মানুষ,আমি একটা বাদ মানুষ,
আমি একা ছিলাম,আমি একলা আচলাম,
আমি একা ছিলাম,আমি এখলা আছলাম,
আমি একটি বই পড়ছি,আমি এগু বই পড়ছি,
আমি কেনো সবসময় কষ্ট পাই,আমি ও হকল সময় কষ্ট পাই কিওর লাগি?,
আমি কেন সবসময় কষ্ট পাই,আমি ওউ হকল সময় কষ্ট পাই কিওর লাগি?,
আমি ওদিকে যাব না,আমি ওবায় যাইতাম না,
আমি ওদিকে যাব,আমি ওবায় যাইমু,
আমি কাজে যেতে চাই না,আমি কামও যাইতাম চাই না,
আমি কাজে যেতে চাই,আমি কামো যাইতাম চায়,
আমি কাজে যেতে চাই না,আমি কামো যাইতাম চায়না,
আমি কী করতে পারি,আমি কিতা করতাম পারি?,
আমি কী অনেক মোটা,আমি কিতা খেচা মোটা নি?,
আমি কি দয়া করে এখানে আসতে পারি,আমি কিতা দয়া করি ওখন আইতে পারি নি?,
আমি কী বেশি বিরক্ত করি,আমি কিতা বেশি জ্বালাই নি?,
আমি কেক পছন্দ করি,আমি কেইক ভালা ফাই,
আমি কেক পছন্দ করি,আমি কেক ভালা ফাই,
আমি কেক পছন্দ করি না,আমি কেক ভালা ফাই না,
আমি কখনই তোমাকে ভুলবো না,আমি কোন সময় ওউ তোমারে ভুলতাম নায়,
আমি কখনো তোমাকে ভুলবো না,আমি কোনো সময়ও তোমারে ভুলতাম না,
আমি ক্রিকেট খেলব,আমি ক্রিকেট খেলমু,
আমি খাই,আমি খাই,
আমি খাবো,আমি খাইতাম,
আমি খাইয়ে দিলে রাজীব সময়মতো খায়,আমি খাওয়াইয়া দিলে রাজীব সময়মতোউ খায়,
আমি খুশি,আমি খুশি,
আমি খেলি,আমি খেলি,
আমি গল্পের বই কিনবো,আমি গল্প'র বই কিনমু,
আমি গান গাইতে চাই,আমি গান গাইতাম চাইয়ার,
আমি চা খেতে পছন্দ করি,আমি চা খাইতে বালা ফাই,
আমি চাই তুমি সবসময় আমার সাথে থাকো,আমি চাই তুমিতাইন হকল সময় আমার লগে থাকো,
আমি চাইছি,আমি চাইয়ার,
আমি চোখের মায়ায় পরেছি,আমি চোউখের মায়াত পরছি,
আমি ছবি তুলতে পছন্দ করি,আমি ছবি তুলতে বালা ফাই,
আমি ছোটবেলায় অনেক মেধাবী ছিলাম,আমি ছোটকাল তনেউ মেধাবী আছলাম,
আমি ছোটবেলায় অনেক মেধাবী ছিলাম,আমি ছোটকাল তোনেও মেধাবী আছিলাম,
আমি জানি তুমি এসেছো,আমি জানতাম তুমি আইবায়,
আমি ঠিক আছি,আমি ঠিক আছি,I'm fine
আমি ঠিক আছি,আমি ঠিক আছি,
আমি ঠিক আছি,আমি ঠিক আছি,
আমি ঠিকই বলেছি,আমি ঠিক ওউ কইছি,
আমি ঢাকার মিরপুরে থাকি,আমি ঢাকার মিরপর ও থাকি,
আমি ঢাকার মিরপুরে থাকি,আমি ঢাকার মিরপুর-ও থাকি,
আমি তার চোথের মায়ায় পড়েছি,আমি তাইর চউখ ওর মায়াত পড়ছি,
আমি তার চোখের মায়ায় পরেছি,আমি তাইর চোউখের মায়াত পরছি,
আমি তাদেরই একজন হতে চাই,আমি তারার ওউ একজন ওইতাম চাই,
আমি তাকে বললাম এটা করোনা,আমি তারে কইলাম ইতা কইরো না,
আমি তাকে দখতে পেলাম,আমি তারে দেখছি,
আমি তাকে ভালবাসি,আমি তারে বালা ফাই,
আমি তাকে ভালোবাসি,আমি তারে ভালা ফাই,
আমি তোমাকে ডাকব না,আমি তুমারে চাল্ল দিতাম নায়,
আমি তোমার সাথে পৃথিবী ঘুরে আসতে চাই,আমি তুমিতাইন ওর লগে পৃথিবী ঘুরতাম চাই,
আমি তোমাকে একটা উপহার দিতে চাই,আমি তুমিতাইন রে একটা উপহার দিতাম চাই,
আমি তো আসলে কিছুই পারি না,আমি তো আসলে কুন্তাউ পারি না,
আমি তো ভাবলাম শাশুড়ি আম্মা আমার জন্য রান্না করে পাঠিয়েছেন,আমি তো ভাবিয়ার হরি আম্মায় আমার লাগি রান্দিয়া পাঠাইছইন,
আমি তো মেকআপই দিতে পারি না,আমি তো মেকআপ ওউ দিতাম ফারি না,
আমি তোমার সাথে পরে কথা বলব,আমি তোমার লগে পরে কথা কইমু,
আমি তোমাকে দেখে নেবো,আমি তোমারে দেখিয়া নিমু,
আমি তোমায় ভালবাসি,আমি তোমারে বালা ফাই,
আমি তোমায় ভালবাসি না,আমি তোমারে বালা ফাই না,
আমি তোর পড়াশোনার কোনো খরচ দিবো না,আমি তোর পড়ার কোন খরচ দিতাম নায়,
আমি পারবো না না করতে,আমি না করতে ফারতাম নায়,
আমি নাস্তা করে স্কুলে যাই না,আমি নাস্তা খাইয়া বাদে স্কুল ও যাই না,I don’t have breakfast and go to school
আমি নাস্তা করে স্কুলে যাই,আমি নাস্তা খাইয়া বাদে স্কুল ও যাই না,
আমি নাস্তা করে স্কুলে যাই না,আমি নাস্তা খাইয়া বাদে স্কুল ও যাই না,
আমি পারবো,আমি পারমু,
আমি প্রতিদিন ফুটবল খেলতে যাই,আমি প্রতিদিন ফুটবল খেলাত যাই,
আমি পড়াশোনায় কাঁচা,আমি পড়াত বালা নায়,
আমি ফিরে এলাম,আমি ফিরিয়া আইছি,
আমি ফিরে এলাম,আমি ফিরিয়া আইছি,
আমি ফুটবলের বিশ্বকাপ দেখতে যাচ্ছি,আমি ফুটবল ওর বিশ্বকাপ দেখাত যাইয়ার,
আমি ফুটবল খেলতে ভালোবাসি,আমি ফুটবল খেলতে বালা ফাই,
আমি ফুটবল খেলতে আমার বন্ধুদের সঙ্গে যাচ্ছি,আমি ফুটবল খেলাত আমার বন্ধু ওকলতোর লগে যাইয়ার,
আমি ফুটবল খেলার জন্য প্রস্তুত,আমি ফুটবল খেলার লাগি প্রস্তুত,
আমি ফুটবল ম্যাচগুলি দেখতে ভালোবাসি,আমি ফুটবল ম্যাচ ওকল দেখতে বালা ফাই,
আমি ফুটবল ম্যাচ দেখতে খুব ভালোবাসি,আমি ফুটবল ম্যাচ দেখতে খুব বালা ফাই,
আমি ফুটবল ম্যাচে উপস্থিত হতে চাই,আমি ফুটবল ম্যাচ-ও থাকতাম চাই,
আমি ফুটবলে একটি গোল করেছি,আমি ফুটবলও একগু গোল দিছি,
আমি বই পড়ছি,আমি বই পড়ছি,
আমি খুব সমস্যায় আছি,আমি বউত সমস্যাত আছি,
আমি বদমেজাজি লোক,আমি বদ মেজাজ ওর মানুষ,
আমি বাংলাদেশ ক্রিকেট দলকে সমর্থন করি,আমি বাংলাদেশ ওর ক্রিকেট দলরে সমর্থন করি,
আমি অনেক কষ্টে আছি,আমি বাউট সমস্যায় আছি,
আমি খুব অসহায় বোধ করছি,আমি বাক্কা অসহায় বোধ কোরিয়ার,
আমি অনেক চিন্তার মধ্যে পড়ে গেছি আমি কি করব,আমি বাক্কা চিন্তার মাঝে পড়ি গেছি আমি কিতা খরতাম,
আমি বেশি লম্বা না,আমি বাক্কা লম্বা না,
আমি বেশি লম্বা,আমি বাক্কা লাম্বা,
আমি বেশ কিছুক্ষন তাঁর মুখের দিকে তাকিয়ে থাকলাম,আমি বাক্কা সময় তাঁর মুখ ওর দিকে চাই রইলাম,
আমি বাবাকে চিনি,আমি বাপরে ছিনি,
আমি ভালো আছি,আমি বালা আছি,
আমি ভালো নেই,আমি বালা নায়,
আমি বিদেশে গেছিলাম,আমি বিদেশ গেছলাম,I went abroad
আমি বিদেশে গেছিলাম,আমি বিদেশ গেছলাম,
আমি বিদেশে গেছিলাম,আমি বিদেশ গেছলাম,
আমি বুঝতে পারতাম তার অন্য কোথাও সম্পর্কে আছে,আমি বুঝতে ফারিয়ার তার অইন্য কোনকানও সম্পর্ক আছে,
আমি ব্রাজিল ফুটবল দলকে সমর্থন করি,আমি ব্রাজিল ফুটবল দলরে সমর্থন করি,
আমি ভাল আছি,আমি ভালা আছি,
আমি ভাল নাই,আমি ভালা নাই,
আমি ভালো নাই,আমি ভালা নাই,
আমি ভেতরে গেলাম,আমি ভিতরে গেলাম,
আমি মাঝেমধ্যে গান শুনি,আমি মাঝে মধ্যে গান হুনি,
আমি ক্ষমা চাইছি,আমি মাফ চাইয়ার,
আমি ক্ষমা চাইছি,আমি মাফ চাইয়ার,
আমি মায়ায় পরেছি,আমি মায়াত পরছি,
আমি মিরপুরে থাকি,আমি মিরপর ও থাকি,
আমি মেধাবী ছিলাম,আমি মেধাবী আছিলাম,
আমি যাবো না,আমি যাইতাম না,
আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়,আমি যে দুখ ফাইছি ওগু কিতা কুন্তা নায়?,
আমি রাজি না,আমি রাজি নায়,
আমি রিক্সা করে আসবো,আমি রিক্সা দিয়া আইমু,
আমি পাশে বসায়ে বলছি যে এই কাজের জন্য আমার খারাপ লাগছে,আমি লগে বওয়াইয়া কইছি যে অতা কামর লাগি আমার বাদ লাগছে,
আমি লম্বা না,আমি লম্বা না,
আমি সকালে ঘুমিয়ে উঠি,আমি সকাইলকু ঘুমাইয়া উঠি,
আমি সকালে দেড়ি করে ঘুম থেকে উঠি,আমি সকাইলকু দেরি করি ঘুম তনে উঠি,
