Standard_Bangla,dialect_speech,English_translation
চলোনা কিছু না মেনে ভালোবাসি,আডো না কিচু ন মানি বালবাসি,
হাত মুখ ধুয়ে সে নাশতা করতে বসল,আত মুখ দুইয়েরে হাইবেল্লাই বইসসে,
হাতে তালি দিয়ে দিয়ে কি পড়া যায়,আতত তালি মারিয়েরে ফড়া যায় না?,
হঠাৎ শীত করে উঠল আমার,আতিক্কা আত্তুন শিত গরি উইট্টিল,
হঠাৎ করে বিদ্যুৎ চলে গেল,আতিক্কা কাআরন গেইয়্যুই,
আমি ভালো লাগলো আপনার কথা পড়ে,আত্তুন গম লাইজ্ঞে অনর হতা ফরি,
আমার বিদ্যালয়ে যেতে অনেক ভাল লাগে,আত্তুন বিদ্যালয়অত যাইত বউত বালা লাগে,
আমি মনে হচ্ছে ভুল মানুষের সাথে সংসার শুরু করেছি,আত্তুন ভুল মানুষের ফোওয়ারিত সংসার গইজ্জি,
আমার মনে হচ্ছে আমি জেনে গেছি শুনে ওরা আমাকে খুন করতেও দুইবার ভাববে না,আত্তুন মনত অরদে ইতারা জানি গেইলই আরে মারিফেলিবেল্লাই ইতারা দুইবার চিন্তা নো গরিবো,
আমার মনে হচ্ছে এবার অনেক আম ধরবে,"আত্তুন মনত অরদে, এবারত বহুত আম দরিব",
আমি অপূর্ব বের নাটক অনেক পছন্দ করি,আত্তে অপূর্বর নাটক গম লায়।,
আমার কাছেতো উপস্থাপিকার দূধ ভালো লাগছে��,আত্তে উপস্থাপিকার দুধ গম লাইজ্ঞি।,
আমার এই ফরাসির আসামিদের দেখে খুব খুব আনন্দ হচ্ছে যেমন কর্ম তার তেমন ফল আল্লাহ সবাইকে হুসিয়ার করে দিলো,"আত্তে এই আসামী অক্কলরে দেহি ভালা লাগের, যেন হাম এইল্লে ফল আল্লাহ বেজ্ঞুনোরে হুশিয়ার গরি দিয়্যি।",
"আমার বড় জানতে ইচ্ছা কর আপনি জ্ঞানী না জ্ঞানপাপী, আর কত দালালি, চামচামি করবেন, নিজের বিবেক একবার জাগরত করুন।","আত্তে বেশি জাইন্তু ইচ্ছে গরের অনে জ্ঞ্যানী নাকি জ্ঞ্যানপাপী,আর হত দালালি ,চামচামি গরিবেন নিজুর বিবেক একবার জাগায় তুলন।",
আমার মনে হয় মহিলার দিকে কেউ তাকায় না সবাই বউয়ের দুধের দিকে তাকায়,আত্তে লাগেদ্দে বেডীড় মীক্কে কেঈ ণ চাঈ বেজ্ঞূণ বৌওর দুদুর মিক্কে চাই দে।,
মিন্নি কে রিমান্ডে আনলেই সব ঘটনা প্রকাশ হবে আমি মনে করি,আত্তে লাগেদ্দে মিন্নিরে রিমান্ডোত আনিলি ঘটনা বেজ্ঞিন ফকাশ অইবু।,
আমি যা দেখলাম রিফাত হত্যায় মেয়েটা ও জড়িত,আত্তে লাগেদ্দে রিফাত হত্যাত মেইফুয়া ইবেও জরিত।,
আমার মনে হয় এই দাড়িওয়ালা লোকটাকে যে থাপ্পড় মারতে পারবে তাকেই মাসুদ রানা হিসেবে করবে ।,আত্তে লাগেরদে এই দারিওলা মানুষ ইবেরে যে থাপ্পর মারিত ফারিবু ইতেরেই মাসুদ রানা বানাইবু ।,
আমারকাছেগান টি ভালো লাগে,আত্তে্তুন গান ইয়েন গম লাগে ।,
আমার মনে চাইতে এই সব সালাগো আর সালিগো মাগিগো হাতির গো আর কুততার মুত আর চিকার গো দিয়া জুস বানাইয়া ওদের মুখ দিয়া ডোকানো দরকার,"আত্তে্তে মনে হদ্দে এয় হালা হালি অক্কলরে হাতি,এদ্দের কুত্তার মুত এদ্দের চিয়ার গু দি জুস বানায় হাবাইবেল্লাই।",
আদালতের রায় জুতা মেরে গরু দান করার মত আমরা বাবরি মসজিদ ই চাই,"আদালতোর রায় ইবে যুতা মারিয়েনে গরু দান গরোনোড্ডইল্লে অইয়্যি, আঁরা বাবরি মসইদই সাই।",
আধুনিক সভ্যতাকে বিজ্ঞান উপহার দিয়েছে অনেক কিছু,আদুনিক সব্যতারে বিজ্ঞান বউত কিচু উফহার দিয়্যে,
আধা ঘন্টা কমেন্ট পড়লাম ভালো লাগলো ����� আপনারা,আধা ঘনাটা কমেন্ট ফরি গম লাইজ্ঞি,
আঙ্গুর আমার পছন্দ,আনকুর আঁত্তে মঅব্বত,
আনন্দ করার মানে কি? এখানে আনন্দ করার কারন দেখিনা। কারন সব দলগুলোর মালিকতো একজনই বিসিবি। দলের মালিকানা যদি আলাদা হতো তাহলে মজা ই হতো।,"আনন্দ গ্রিবের দরহার গান কি ? আই তো এন্ডে আনন্দ গরিবের হোনো হারন ন দেহির । হারন বেয়াক দলর৪ মালিক অয়্যি দে  উজ্ঞো ,ইবে অয়্যি দে বিসিবি ।দলর মালিকানা যদি আলাদা অইতু তইলে মজা আছিল।",
অানিস ও সাকিবের মতো বাটফার সারা নায়ক কে পাগল বলে অাসলে সেও পাগল সাকিব ফালতু নায়ক,"আনিস ও সাকিবওর মতো বাটপার সারা নায়কওরে পল হদে, আসলে ইতেও পল সাকিব ফালতু নায়ক।",
আপনি কি অন্যান্য বই পড়েছেন,আনে কি অন্যান্য বই ফরন নে?,
আনডা আরও মারো,আন্ডা আরো মারো,
আন্দোলন নিয়ে আপনি একমাত্র আগ্রহ হারিয়ে ফেলায় আজ আন্দোলন সফল হয়নি।। এই ক্ষতি থেকে ছাত্রসমাজ কিভাবে মুক্তি পাবে....!!,আন্দোলন লই অনে আগ্রহ ন অনে আজিয়ে আন্দোলন সফল ন অয় ।।এই হতি ইয়েন ছাত্র অক্কল কেনে ফুশাইবু।,
আন্দ্রে রাসেল কি ইঞ্জুরিতে নাকি,আন্দ্রে রাসেল কি ইঞ্জুরিত নাকি?,
অন্যের দোষ সহজেই খুঁজে পাওয়া যায়,আন্যের দুষ সহজত খুজি ফন যায়,
আপু চুদতে দিবেন তোমাকে চুদে অনেক মজা হবে,আপু চুদিতো দিবান নে তোয়ারে চুদিলে প্রচুর মজা ওইবো।,
ধন্যবাদ আপলোডদেয়ার জন্য।,আপ্লোড দিবেল্লাই শুক্রিয়া ।,
আপু আপনী কত মিথ্যা কথা কন বলেন,আফা অনে এত মিসে হতা ক্যানে হন।,
আপু কেমন আছেন আপনার সাথে কথা বলতে মনচায় ইমুু,আফা অনে ক্যান আসন? অনোর লগে হতা হইতু মন হর ইমুত।,
আপু আপনি কোথায থাকেন বলবেন,আফা অনে হডে থাহন হইত্তারিবেন না?,
আপু আপনি কোন জেলার মেয়ে জানতে পারি কি জানালে খুশি হতাম,আফা অনে হোন জেলার মাইয়্যে জানিত ফাইজ্জুমনে? যদি হইতেন তইলে খুশি অইতাম।,
আপা আপনাদের কোন ঠিকানা এবং দাম কতো পড়বে জানানো যাবে,আফা অনোরার ঠিকানা হডে আর দাম হত গরি ফরিবু হন যাইবুনা?,
আপু আমি নোতোন,আফা আঁই নতুন।,
আফিফ হোসেন খুব ব্যাট ও বল হাতে খুব ভালো। সৌম্য সরকার এর অনেক দিন পরে বেশি রান করেছে নিয়মিত ভালো রান পাই যে বল হাতে অনেক ভালো করতেছে।,আফিফ হোসেন বউত ব্যাট ও বল হাতে বউত ভালা ।সৌম্য সরকার এর বউত দিন পর বেশি রান গইজজি নিয়মিত ভালা রান পাই যে বল হাতে বউত ভালা গরের।,
আপেল আমার পছন্দ,আফেল আঁত্তে মঅব্বত,
আপেল পছন্দ,আফেল দেহিত,
আপেল পছন্দ না,আফেল দেহিত না,
আপেল পছন্দ করি,আফেল দেহিত ফারি,
আপেল পছন্দ করি না,আফেল দেহিত ফারি  না,
আবদুল মতিন,আবদুল মতিন,
আবরামখানজয়আমার বন্ধুহবে,আবরাম হান জয় আঁর বন্ধু অইবে না?,
আবশেষে আওয়ামিলীগের মন্ত্রী বাংলাদেশের সর্ববৃহৎ পাহাড় দুইটা কিনতে সক্ষম হলো��,আবশেষে আওয়ামিলীগের মন্ত্রী বাংলাদেশর সর্ববৃহৎ পাহাড় দুনুয়ো কিনতে  সক্ষম অইয়্যি ।,
অবশ্যই আপনি নিয়মিত নামাজ পড়ে আল্লাহর কাছে শান্তি প্রার্থনা করতে পারেন,আবশ্যই আল্লার হাসে নমাজ ফরিয়েরে দোয়া গরিবান শান্তির লাই,
আবার আসিব ফিরে ধানসিঁড়িটির তীরে এই এইসব আর নেই জীবনানন্দ দাশ। এখন আসলে কার কুপে প্রাণ যায় সেটার ঠিক নেই।এই বাংলা এখন আর আগের মত নেই।,"আবার আসিব ফিরে ধান্সিড়ির তীরে, ইন আর নাই জীবনানন্দ দাশ। এহন আসলে হার হইয়্যেত ফরান, যার ইয়েনর ঠিক নাই, এই বাংলা এহন আর আগর ডইল্লে নাই।",
আবার ওরা এক হয়ে যাক দোয়া করি,"আবার ইতারা এক ওই যক, দুয়া গরি",
আবার দেখা হবে,আবার দেহা অইব,
আবাল র্মাকা নায়ক আবালের মত অভিনয়,আবার মার্কা নায়ক আবালওর মতো অভিনয়।,
আবার যদি তাদের আনন্দ উতসব করে বিবাহ হয় তাহলে সারা বাংলাদেশ এবং কলকাত মিলিয়ে আমরা অনেক অনেক শুভেচ্ছা এবং অনেক দোয়া করি তারা দুজন আব্রাহামের জন্য সংসার করুক।শুধু জয়ের জন্য সবার মনে অনেক দুঃখ লাগে।,আবার যদি আনন্দ উতসব গরি ইতারার বিয়া অয় তইলি সারা বাংলাদেশ এদ্দের কোলকাতা মিলাইয়েনে আরা অনেক শুবেচ্ছা এদ্দের অনেক দোয়া গরি ইতারা দুইজন আব্রাহামর লাই অইলিউ সংসার গরক।উদু জ্যর লাই বেজ্ঞুনুর তুন দুঃখ লাগে ।,
আবার সেই রাস্তার মাঝ খানে ফেলে দিন,আবার সেই রাস্তার মাজওর তো ফেলাই দন।,
আবাল একটা। নিজে আকাম করে অন্যের নাম দেয়। শালা কুত্তার বাচ্চা।,আবাল ওগ্গো। নিজে আকাম গরি অন্যের নাম দেয়। আলা কুত্তার বাইচ্চে।,
অাবাল চোদা,আবাল চোদা।,
আবাল বিচারক দাঁড়ি আলা আর মম,আবাল বিচারক দাঁড়ি আলা আর মম।,
আবাল মার্কা বক্তা,আবাল মার্কা বক্তা।,
আবালনী একটা� ভাইরাল হওয়া জন্য কি না করতে পারে ।,আবাাল না হনো?ভাইরাল অইবেল্লাই কি গরের।,
আবে মাদারচোদ রা,আবে মাদারচোদ অক্কল।,
আবেগ প্রবন মানুষ খুব বোকা হয়ে থাকে,আবেগ ফ্রবন মানুষ বোত বোকা ওয় তাকে,
বাবা কি করেন,আব্বা কি গরে?,
আব্বাসি বন্ডামি আর কত করবি,আব্বাসি বন্ডামি আর কত গরিবি?,
আব্বাসি যদি মাজার পুজারি না হয় তুই জারজ।,আব্বাসি যদি মাজার পুজারি ন অয় তলি তুই জারজ।,
আব্বাসী মাজার পূজারী,আব্বাসী মাজার পুজারি।,
আব্বাসীর ওয়াগ শুনলে ঈমান থাকবে না,আব্বাসীর ওয়াজ পুলইলি ইমান ন থাকিবো।,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বু আঁর লাই লাল হঅর কিনি আইন্নে,
আব্বু আমার জন্য আকাশী জামা কিনে এনেছে,আব্বু আর লাই আকাশী জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য কমলা জামা কিনে এনেছে,আব্বু আর লাই কমলাজামা কিনি আইন্ন্যে,
আব্বু আমার জন্য কালো   জামা কিনে এনেছে,আব্বু আর লাই কালো  জামা কিনি আইন্ন্যে,Dad bought me a white dress
আব্বু আমার জন্য কালো জামা কিনে এনেছে,আব্বু আর লাই কালো  জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য কালো জামা কিনে এনেছে,আব্বু আর লাই কালো  জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য খয়েরি জামা কিনে এনেছে,আব্বু আর লাই খয়েরি জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য গোলাপি জামা কিনে এনেছে,আব্বু আর লাই গোলাপি জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বু আর লাই নীল জামা কিনি আইন্ন্যে,Dad bought me a purple dress
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বু আর লাই নীল জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বু আর লাই নীল জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য বেগুনি জামা কিনে এনেছে,আব্বু আর লাই বেগুনি জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য মেরুন জামা কিনে এনেছে,আব্বু আর লাই মেরুন জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বু আর লাই লাল জামা কিনি আইন্ন্যে,Bought me a red dress
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বু আর লাই লাল জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বু আর লাই লাল জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য সবুজ  জামা কিনে এনেছে,আব্বু আর লাই সবুজ  জামা কিনি আইন্ন্যে,Dad bought me a black dress
আব্বু আমার জন্য সবুজ জামা কিনে এনেছে,আব্বু আর লাই সবুজ  জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য সবুজ জামা কিনে এনেছে,আব্বু আর লাই সবুজ  জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য সাদা জামা কিনে এনেছে,আব্বু আর লাই সাদা জামা কিনি আইন্ন্যে,Dad bought me a blue dress
আব্বু আমার জন্য সাদা জামা কিনে এনেছে,আব্বু আর লাই সাদা জামা কিনি আইন্ন্যে,
আব্বু আমার জন্য সাদা জামা কিনে এনেছে,আব্বু আর লাই সাদা জামা কিনি আইন্ন্যে,
এটা শুনে আব্বু রেগে ফোন কেটে দিছে,আব্বু ইয়ান ফুনিয়েরে রাগি ফোন হাডি দিয়ি,
আব্বু কিনে এনেছে,আব্বু কিনি আইন্ন্যে,Dad bought me a green dress
আব্বু কিনে এনেছে,আব্বু কিনি আইন্ন্যে,
আব্বু কিনে এনেছে,আব্বু কিনি আইন্ন্যে,
আব্বু জামা কিনে এনেছে,আব্বু জামা কিনি আইন্ন্যে,Dad bought
আব্বু জামা কিনে এনেছে,আব্বু জামা কিনি আইন্ন্যে,
আব্বু জামা কিনে এনেছে,আব্বু জামা কিনি আইন্ন্যে,
আব্বু সারাদিন বাহিরে বাহিরে থাকত,আব্বু ফুরাদিন বাহিরোত তাকিতো,
আব্বু বিদেশ থাকে,আব্বু বিদেশ তাকে,
আব্বু লাল জামা কিনে এনেছে,আব্বু লাল জামা কিনি আইন্ন্যে,Dad bought a dress
আব্বু লাল জামা কিনে এনেছে,আব্বু লাল জামা কিনি আইন্ন্যে,
আব্বু লাল জামা কিনে এনেছে,আব্বু লাল জামা কিনি আইন্ন্যে,
বাবার মুখের দিকে তাকিয়ে কেমন জানি একটা শূন্যতা অনুভব করলাম,আব্বুর মুকর ইক্কা চাই কেন যানি হালি হালি লাগের,
অাবে হালা মাহফুজ রহমান মরলো কবে,আব্বে হালা মাহফুজ হত্তে মইরজ্জে।,
আম আমার প্রিয় ফল,আম আঁর ফ্রিয় ফল,
আম আমার প্রিয় ফল,আম আর ফ্রিয় ফল,
আমটি কে খেয়েছিল,আম ইবা হন হাইয়ে,
আমটি কে খেয়েছিল,আম ইবা হন হাইয়ে,
আম পাকে বৈশাখে কুল পাকে ফাগুনে,আম ফাকে বৈশাখত আর ফল ফাকে ফাগুনত,
আম প্রিয় ফল,আম ফ্রিয় ফল,
আমটি খেয়েছিল,আম হাইয়ে,
আম খাবো,আম হাইয়ুম,
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আমগাছর মিক্কে এক্কান মাইয়া ফোয়া সাইয়েরে হইলো,
আওয়ামীলীগ আর হাসিনা বাংলার ফেরাওন আর ছাগল কাদের কাওয়া ������,আমামিলিগ আর হাসিনা বাংলার ফেরাওন আর ছল কাদের হাওয়া।,
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাযন নদি দুনিয়ার বেজ্ঞুনরতুন বরা ডর নদি,
আমার সালা ওবাইদুল কাদের পোকির? মাগির চুদিয়া।,আমার আলা ওবাইদুল কাদের পোকির? মাগির চুদিয়া।,
আমার প্রথম বিয়ে আমাকে জোর করে দেয়,আমার ফইলদ্দা বিয়া জোর গরি দিয়ে,
আমার মতে পত্যক ক্রিকেটার এখন সাকিবের পাশে থাকা উচিত খেলাটা বন্ধ করে দেওয়া উচিতবলা দরকার সাকিব না থাকলে খেলা হবে না দেখি বিসিবি কি করতে পারে আবার অনেকে বলবেন এটা কি বিসিবির দোষ নিহে আমি বলব এটা বিসিবির দোস আর সেখানের মুল শয়তান হল পাপন মাগীর পুলায়,"আমার লগে মনে অয়, এখন সব ক্রিকেটারগো সাকিবর পাশে থাহা দরকার। খেলাডা বন্ধ কইরা দিবার দরকার, কইতে অয় সাকিব ন থাকলে খেলা ন অইব। দেইখি বিসিবি কি করে। অনেকে কইব ইডা বিসিবির দোষ ন। আমি কইমু  ইডা আসলে বিসিবির দোষ, আর ওখানে আস্তা  শয়তান  অ পাপন মাগীর ফুয়া।",
আমার সকালে কিছু খেতে ভালো লাগে না,আমার সকালত হিছু খাইত গম না লাগে,
আমার সকালে কিছু খেতে ভালো লাগে,আমার সকালত হিছু খাইত গম লাগে,
আমি ভারত থেকে বলছি যদি আমি মাহফিলে উপহ্স্তিত থাকলে শালার মাথা ফাটাইতাম,"আমি ভারত থেকে বলছি যদি আমি মাহফিলে উপহ্স্তিত থাকলে আলার মাথা ফাটাইতামআই ভারত্তুন হইদ্দি  মাফফিলুত থাগিলি, আলার মাথা ফাডায় ফেলাইতাম।",
আমি সইদি থেকে খুব সুন্দর নাটক,আমি সৌদি থেকে খুব সুন্দর নাটক,
আমির আলেম,আমির আলেম।,
আমির হামজা কিচু জানেনা,আমির হামজা কিছু ন জানে।,
আমির হামজা ভুল,আমির হামজা ভুল।,
আমির হামজা কে ধন্যবাদ,আমির হামজারে ওগ্গা টাইংকিও।,
আম্মু এসব দেখে খুব কষ্ট পাচ্ছেন যেহেতু আমার বাবা নেই,"আম্মা এইন দেখিনে বওত কষ্ট ফার,তার উদ্দি আর আব্বা ও নাই ",
আম্মা নানাকে একটা চিঠি লিখছেন,আম্মা নানার হাসে এক্কান চিঠি লিক্কে,
আম্মুর সামনে উনারা যা তা ঝগড়া করেন,আম্মার মুঅনে ইতারা হইজ্জা গরে,
আম্মু ঐদিন ঠিক কথাই বলেছিলও,আম্মু অইদিন টিক হতাই হইল,
আম্মুই আমাকে আর ভাইকে বড় করছে অনেক কষ্ট করে,আম্মু আরে আর বাইরে ডর হইজ্জে বোত কষ্টত,
আম্মু সব সময় আমার মনের কথা বুঝে,আম্মু এগাযা আঁর মনোর হতা বুজে,
আম্মু তখন উলটে বলছে আমি ও সারাদিন অনেক কাজ করি,আম্মু তহন উল্ডা হইয়ে আইও গোডা দিন বহুত হাম গোরে,
আম্মু অনেক সহ্য করে এতো বছর সংসার করে গেছেন,আম্মু বত সহ্য গরি এতো সংসয়ার গরি গিয়য়,
আম্মু খালা লেখাপড়ার জন্য ঢাকায় ফিরতে বলবে আমি যেতে পারবো না,আম্মু হালা লেহাফড়ার লাই ঢাহাত যাইতে হইলে আই যাইন্ন ফাইজ্জুম,
আম্মু কিছু হলেই আমাকে মার ধর করে,আম্মুর কিছু অইলে আরে মারে,
আম্মুর জন্য বেশি খারাপ লাগছে,আম্মুর লাই বেশি ফেট ফূরের,
আম্মুর কথা কয়দিন আগে আমি তাকে একটা কষ্টের কথা বলছি,আম্মুর হতা হয়েকদিন আগোদি আই তারে এক্কান হস্টের হতা হইয়ি,
আজ আমি রোগা তাই জন্য মানুষ আমাকে নিয়ে উল্টোপাল্টা সন্দেহ করে,আয আঁই লেডা বলি মানুষ আঁরে লই উল্ডা ফাল্ডা সন্দেহ গরে,
আজ গরিব বলে পৃথিবীতে থাকি বড়লোক হলে মঙ্গল গ্রহে থাকতাম,"আয গরিব বলি পিতিবিত তাকি , ডরমানুষ অইলে মঙগল গ্রহত তাকিতাম",
আজ সিঙ্গেল বলে কারো জন্য হাত কাটতে পারি না,আয সিঙ্গেল বলি হনিকার লাই আত হডিত ন ফারির,
আয় হালারপুত আওয়ামী লীগের পা চাটা গোলাম,আয় হালারপুয়া আওয়ামী লীগের পা চাটা গোলাম।,
হাজারো স্মৃতি জড়িয়ে আছে এই গানের মধ্যে,আযার সৃতি বেরাই আচে এ গানর মাযে,
হাজার কথার মাঝে ওই একটা কথা বুঝে নিতে হয়,আযার হতার মাযে অই এক্কান হতা বুযি ল ফরে,
হাজার কথার মাঝে একটা মনের কথা লুকিয়ে থাকে,আযার হতার মাযে এক্কান মন অর হতা লুকায় তাকে,
সারা জীবন তোমায় আমি ভালবেসে যাবো,আযিবন তোঁয়ারে আঁই বালবাসি যাইয়্যুম,
আজকে আমি ছাতা আনতে ভুলে গেছি,আযিয়া আঁই চাতি আইনতো বুলি গেইয়্যি ফেলায়্যি,
আজকে আমার জন্মদিন,আযিয়া আঁর জন্মদিন,
আজকে আমার খেতে ভালো লাগছে না,আযিয়া আঁর হাইতো মনো ন হর,
আজকে আমার মন ভালো নেই,আযিয়া আর মন বালা নাই?,
আজকে সারাদিন বৃষ্টি হয়েছে,আযিয়া আরাদিন যর ফরের,
আজকে জুম্মার দিন,আযিয়া জুমার দিন,
আজকে তোমার ভাইকে দেখলাম,আযিয়া তোঁয়ার বাইর দেইক্কি,
আজ তোমার কন্যাকে নিয়ে সারা বই মেলা ঘুরেছি কিন্তু কোনো আনন্দ পায়নি,"আযিয়া তোঁয়ার মাইয়্যারে লই আরা বইমেলা গুইরগি ,কিন্তু হনো আনন্দ ন ফাই",
আজকে তোমায় দেখতে আসবে,আযিয়া তোঁয়ারে চাইত আইবো?,
আজকে দুপুরে আমাদের দাওয়াত আছে,আযিয়া দুইরগা আঁরার দঅত আচে,
আজকে দেয়ালে পিঠ থেকে গেছে,আযিয়া দেয়ালত ফিট টেকি গেয়্যুই,
আজ অনেক মজা হল,আযিয়া বউত মযা অইয়্যে,
আজকে কত তারিখ,আযিয়া হত তারিক,
আজকের আবহাওয়টা অনেক সুন্দর,আযিয়ার আবহাওয়াওয়ান বউত সুন্দর,
আজকের এই দিনে বাংলাদেশকে খুব মনে পড়ে,আযিয়ার এই দিন অত বাংলাদেশঅরে কুব মনোত ফরের,
আজ ম মনে হলো কেনো ছেলে হয়ে জন্ম নিলাম চোখের পানি ধরে রাখতে পারলাম না,আযিয়ে মন অদ্দে কিয়া ফুয়া অইয়েনে জনম লোই। সোগুর ফানি ধরি রাহিত ন ফারি।,
আজ চট্টগ্রাম মানুষের অবস্থার কারন আমাদের মাজে প্রিয় নেতা নেই,আযিয়ে সিটাং অর মানুষুর এই অবস্তার হারন ফ্রিয় নেতা আঁরার মাজে নাই।,
আমার ঘুরতে অনেক ভালো লাগে,আর  ঘুড়িত বহুত বালা লাগে,
আমার ঠান্ডা লেগেছে,আর  তুন টান্ডা লাইজ্ঞে,
আমার স্বামী মদ খায় রাতের পর রাত বন্ধুদের সাথে আড্ডা দেয়,আর  স্বামী মদ খাইয়েরে ফ্রতি রাতোত আড্ডা দে,
আমার হয়ে প্রতিবাদ করে আরো কত গুন,আর অইয়েরে ফ্রতিবাদ গরে আরো হত গুন,
আমার শ্বশুরবাড়ির লোকজন এটা একেবারেই পছন্দ করে না,আর অররবাডির মানুষ তারা আরে এক্কেরে ফোছন্দ নো গরে,
আমার অসুস্থতার কারণে আমার এক বছর গ্যাপ গিয়েছে,আর অসুস্ততার লাই আর ১ বছর  গ্যাপ অই গেইল,
আমার হাত ব্যাথা করছে,আর আত টনটন গরের,
আমার আপন লোক গুলোই এমন,আর আফন লোক ইন এরিম্মা,
আমার আব্বু যে এত খারাপ কখনো ফুলের টোকাও দেয় নাই,আর আব্বার এরিম্মা হারাপ দে ফুলের টোকাও নো দে,
আমার আব্বু বিদেশ থাকে,আর আব্বু বিদেশ তাকে,
আমার আব্বু রাজি ছিল না তবুও আমি আর আম্মু জোর বিয়ে করাই,আর আব্বু রাজি নো আসিন কিন্তু আই আর আম্মু মিলিয়েরে জোর গরি রাজি গরাইয়ি।,
আমার আম্মুর সাথে ঝগড়া করে আমার ভাইয়ের বউ,আর আম্মু ফোয়ারিত ঝগড়া গরেদে আর ভাইয়র বউ,
আমার ইচ্ছা আমি ভাব্বো,আর ইচ্ছে আই ভাইব্বুম,
আমার ইমু নাম্বার,আর ইমু নাম্বার,
আর এবছর সে বিশাল করে সারপ্রাইজ দিয়েছে আমাকে,আর এই বছরত যেই বিশাল গরিয়েরে সারপ্রাইজ দিয়ে আরে,
একটা কথাও আর বলবা না,আর এককান হতাও ন হইবা,
আর এক জন ক্রিকেট খেলোয়াড়দের যে মুল্য তা কোন নায়ক নায়িকা জীবনেও পাবে না ওদের পায়ের কাছে যাবারও যোগ্যতা নেই নায়ক নায়িকাদের ঠিক আছে,আর একজন ক্রিকেট খেলুয়াড়র দাম হোনো নাওয়ক নায়িকা হোনোদিন ন ফাইবু ইতারার ঠ্যাঙ্গর ধারে হাছেও যাইবের যোগ্যতা নাই।,
একটা কথাও আর বলবে না,আর এক্কান হতাও ন হইবা,
আমার একটুও কষ্ট হচ্ছে না,আর এক্কানউ হস্ট নো অর,
আমার একদমই ভালো লাগে না,আর এফফোডাও গম ন লাই,
আমার ও খুব প্রিয় মিজানুর রহমান আজহারির।,আর ও এন ন প্রিয় মিজানুর রমান আজাহারি ওজুর,
অামার কল ধরছে.অামার সাথে কথাও বলছে/./,আর কল ধরজ্জি।আর অঙ্গ হতা ওইয়ে।,
আমার কাজ আছে,আর কাম আছে,
"আর কাওকে পেলো না হিজড়া jaky, souvik দের নিয়ে natok বানিয়েছে. Tisarনামটা দেখে প্লে করছিলাম. কিন্তু হিজড়া, আবাল চোদাদের দেখে মেজাজ খারাপ হয়ে গেলো। play করাটা ভুল হলো","আর কেয়ারে ন ফায় দে না হিজারা জ্যাকি,সৌভিক অক্কলরে লই নাটক বানাইয়্যি টিজার নাম দেহি প্লা গরিলাম কিন্তু হিজারা আবাল আবালচোদা অক্কলরে দেহি মাথা টাথা গরম হই গেইয়্যি ।প্লে গরাউয়্যো উদ্দো ভুল অইয়্যি।",
আমার ক্ষমতা থাকলে সব কয়টারে ধইরা মুখে পলিথিন দিয়া ম্যানহোলের ভিতরে ঢুকায়ে দম বন্ধ করে মেরে ফেলতাম বিশ্ববিদ্যালয়ের পরিবেশ নষ্ট করতাছে সব সালারা���,আর ক্ষমতা থাগিলি বেজ্ঞুনুরে ধরি মুখুত ফলিথিন বাধি ম্যানহোলর ভুতুরে ঘলায় দম বন্ধ গরি মারি ফেলাইতাম বেজ্ঞুন বিশ্ববিদ্যালয়ের ফরিবেশ নষ্ট গরের,
আমার ক্ষমতা থাকলে ওই শয়তানকে সবার সামনে পাথর নিক্ষেপ করে মারতাম আর যে কি কি করতাম।।।। আমাদের প্রধানমন্ত্রী ওই শয়তানকে কিছু বলেন না কেন?,আর ক্ষমতা থাগিলে ওই শতানরে বেজ্ঞুনুর সামনে ফাত্রত মারি মারি ফেলাইতাম আর যে কি কি গইততাম।আরার প্রধানমন্ত্রী ওই শতানরে  কিছু ন হয় কিল্লাই?,
আমার খুব কষ্ট হয়,আর খুব কষ্ট অয়,
আমার গাডির রঙ লাল,আর গাড়ির রঙ লাল,
আমার গাড়িটা গতকাল চুরি হয়ে গেছে,আর গাড়িয়ান গতো হালিয়া চুরি ওইয়ে,
