Standard_Bangla,dialect_speech,English_translation
গরমের সময় শশা বেশি পাওয়া যায়,গরমের সময়ে হোয়া বেমালা পাওয়া যায়,
,গরু বান্দা লাগবে না,We don’t need the cow.
গরুর বাঁধা দরকার নেই,গরু বান্দা লাগবে না,
গলা অনেক ভালো,গলা মেলা ভালো,
গাইতে পারবে না,গাইতে পারবা না,
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,গাছগুলানের দিক চাইলেই হ্যার কান্দোন পাইয়া যায়,
গাডির রঙ লাল,গাডির রঙ হইলে লাল,
গান গাইতে পারবে না,গান গাইতে পারবা না,
গানটা শুনে চোখে পানি চলে আসলো সত্যি খুব ভালো লাগলো,গানডা শুইন্যা চোখে পানি চইল্যা আইছে হাছাইও ম্যালা ভালো লাগলো,
গানটি শুনে আমার অনেক ভালো লেগেছে,গানডা হুইননা মোর বেমালা ভালো লাগছে,
গানটা শুনলেই পুরাতন ইতিহাস মনে পড়ে,গানডা হুনলেই পুরান কথা মনে পড়ে,
গানের গলা অনেক ভালো,গানের গলা মেলা ভালো,
গাড়িটা গতকাল চুরি হয়ে গেছে,গাড়িডা গতকাইল চুরি হইয়া গেছে,
ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না,গুরাগারারা ম্যালা কাম করে যেইডি বড়রা পছন্দ করেনা,
ছোটবেলার স্মৃতিগুলো মনে পরে যায়,গেদাকালের সৃতি মনে পইড়া যায়,
শিশুরা প্রধানত গল্প শুনতে খুব ভালোবাসে,গেদুরা আসলে কেসসা হোনতে একছের ভালোবাসে,
সন্তানকে একমাত্র তার মায়ের কোলেই মানায়,গেদুরে খালি হ্যার মার কোলেই মানায়,
আর চুলগুলো অনেক লম্বা,গের চুলগুলান মেলা লম্বা,
গ্রাম থেকে শহরে আসার সময় অনেক গুলা জাম্বুরা কিনে আনবা,গেরাম গোনে শহরে আওয়ার কালে ম্যালা গুলা ছোলোম কিন্যা আনবা।,
গ্রামের প্রকৃতি অনেক সুন্দর,গেরামের প্রকৃতি ম্যালা সুন্দর,
গ্রামের মানুষরা লাকড়ির চুলা ব্যবহার করে,গেরামের মানে লাকড়ির চুলা ব্যবহার করে,
চলে গেছে,গেসিগ্গা,
কয়েকজন লোক ফিতা নিয়ে মাপজোখ করছে,গোডাচাইরে মানু ফিতা লইয়া মাপামাপি করতেয়াছে,
গোলাপ কিনে দিয়েছে,গোলাপ কিন্ন্যা দেছে,
গোলাপ ফুল দিবো আমি তোমার হাতে,গোলাপ ফুল দিমু মুই তোমার হাতে,
মাংস বেশি পছন্দ করি,গোস্তো বেশি পছন্দ করি,
গত এক মাস আগে স্ত্রীর সাথে ঝগড়া করে স্বামী দেশে চলে আসে,গ্যাছে এক মাস আগে বউর লগে কাইজ্জা কইরা জামাই দেশে চইল্যা আহে,
গত কাল না খেয়ে রোজা ছিলাম,গ্যাছে কাইল না খাইয়া রোজা আল্লাহম,
গত নয় বছরে একটানা নয় দিনের জন্যও তারা আমার সাথে কথা বলেনি,গ্যাছে ৯ বছর একটানা ৯ দিনের লইজ্ঞাও হ্যারা মোর লগে কথা কয় নাই,
গতকাল একটা ছোট বিষয় নিয়ে বলেন বিয়ের পর ছেলেরা কেমন বদলে যায়,গ্যাছেকাইল এউক্কা ছোডো বিষয় লইয়া কইছে বিয়ার পর পোলারা ক্যামন পাল্ডাইয়া যায়,
গতকাল রাতে আমাকে বলে দিলো আমি নাকি বেইমান,গ্যাছেকাইল রাইতে মোরে কইয়া দেলে মুই বোলে বেইমান,
ঘরে আলো হাওয়া তেমন ঢুকতে পারে না,ঘরে আলো বাতাস হেইরহম ঢোকতে পারে না,
আমার বাসার কাজের মেয়েটি এখন ভাল মত কাজ করে নাহ,ঘরের কামের সেম্রি আহন থিক্কইর্রা কাম হরে না,
ঘরের ফ্লোর পরিষ্কার করতে হবে,ঘরের খাডাল পরিষ্কার করতে হইবে,
ঘরের আসবাবপত্র রেখে দেওয়ার জন্য স্টোররুম দরকার,ঘরের জিনিসপাতি থুইয়াদেওয়ার লইজ্ঞা উগোইর দরকার,
ঘামে শরীর থেকে যে পানি ও খনিজ লবণ বের হয়ে যায় তার অনেকটাই পূরণ করতে পারে লাউ,"ঘামে শরীল দিয়া যেই পানি আর খনিজ নুন বাইর হইয়া যায় ,হেইয়ার ম্যালাই পূরণ করতে পারে কদু",
ঘুড়ি উড়াই,ঘুড্ডি উড়াই,
ঘুম আসে কেন,ঘুম আয় কির লইগ্গা?,
ঘুমাও কেন,ঘুমাও কির লইগ্গা?,
ঘুম থেকে তাড়াতাড়ি উঠে যাও ,ঘুমে গনে হায়ালে উঠাই যাও,Wake up early.
ঘুম থেকে তাড়াতাড়ি উঠে যাও,ঘুমে গনে হায়ালে উঠাই যাও,
ঘুম থেকে তাড়াতাড়ি উঠে যাও,ঘুমে গনে হায়ালে উঠাই যাও,
ঘুরতে অনেক ভালো লাগে,ঘুরতে বেমালা ভালো লাগে,
ঘুরতে যাওয়া আমার স্বপ্ন,ঘোরতে যাওয়া মোর স্বপ্ন,
ঘড়িতে কয়টা বাজে? ,ঘড়িতে কয়ডা বাজে?,What time is the clock?
ঘড়িতে কয়টা বাজে,ঘড়িতে কয়ডা বাজে?,
ঘড়িতে কয়টা বাজে,ঘড়িতে কয়ডা বাজে?,
চলে যাবে,চইল্যা যাইবে,
চা খাওয়ার অভ্যাস,চা খাওনের অভ্যাস,
চা অথবা কফি কোনটা বেশি পছন্দ,চা নইলে কফি কোনডা বেশি পছন্দ?,
চাই না,চাই না,
চারপাশে কত বড়ো বড়ো গাছ,চাইরদিক কত্ত বিশাল বিশাল গাছ,
চাকরি করছ,চাকরি করতেয়াছেন?,
চাকরি করেন,চাকরি করে?,
চাপাবাজি টা একটু কমাও,চাপামারা ডা এক্টুহানে কমাও,
চাবি দিয়ে তালা খোলার পর সব দেখতে পাবে,চাবি দিয়া তালা খোলার পর বেবাক দ্যাখতে পাবা,
চিঠি সাধারণত খামে ভরে পাঠানো হয়,চিঠি সাধারণত খামে ভইররা পাডানো হয়,
,চিন্তা হরছি কিছু এউক্কা হরমু,I'm thinking of doing something like that
চিন্তা করছি কিছু একটা করবো,চিন্তা হরছি কিছু এউক্কা হরমু,
চলে আসবি,চিল্যা আবি,
চুপ ছিলাম বুঝাইছি অনেক লাভ হয়নি,চুপ আল্লাহম বুঝাইছি বেমালা লাভ হয় নাই,
চুরি হয়ে গেছে,চুরি হইয়া গেছে,
চুল পরার সমস্যা নিয়ে ডাক্তারের কাছে গেছিলাম গিয়ে দেখি ডাক্তার নিজেই টাক,"চুল পড়ার সমেস্যা লইয়া ডাক্তারের ধারে গেল্লাম, যাইয়া দেহি ডাক্তার নিজেই টাকলা",
চুল পাকে বয়সে,চুল পাহে বাতাসে,
চুলগুলো অনেক লম্বা,চুলগুলান মেলা লম্বা,
রেগে গেলেন তো হেরে গেলেন,চেইত্যা গ্যাছেন ত্যায় ঠইজ্ঞা গ্যাছেন,
চিনেন না,চেনেন না,
চোখ মেললেই দেখি তোমাকে চোখ বুজলেই পাই আরো কাছে,"চোখ খুললেই দেহি তোমারে, চোখ বোঝলেই পাই আরো ধারে",
চোখের কান্না মুছে দেব তোমায় হাসি,চোখের পানি মুইচ্ছা দিমু তোমারে হাসি,
চোখের আড়াল হয়ে গেছে,চোখের বায়ড়ায় গ্যাছে,
চোখের সামনে যাদেরকে দেখছেন তাদেরকে আগামিকাল সকালবেলা আর দেখতে পাবেন কিনা তার কোনও নিশ্চয়তা নেই,চোখের সামনে যাগো দেখছেন হ্যাগো কাইলগো বেইননাকালে আর দ্যাখতে পাইবেন নিহি হ্যার কোনো ঠিক নাই,
চোখের মায়ায় পরেছি,চোহের মায়ায় পরছি,
ছবি তোলার পর আমাকে কেমন লাগে,ছবি তোলার পর মোরে ক্যামন লাগে?,
স্পর্শ করবেন না,ছুইবেন না,
ছুটি কাটাবো,ছুটি কাডামু,
ছোট খালার বাসায় তার বাসায় থেকেই পড়ালেখা করে এইচএসসি পরীক্ষা দিয়েছি,ছোডো খালার বাড়িতে হ্যার বাড়ি গোনে পড়ালেহা কইররা ইন্টার পরীক্ষা দিছি,
ছোটো বাচ্চারা গ্রামের বাড়ীর উঠানে খেলছে,ছোডো গেদুরা গেরামের বাড়ির উডানে খেলতেয়াছে,
ছোটো বোন চিৎকার দিয়ে উঠল দারুণ,ছোডো বুইন চিল্লান দিয়া ওঠছে দারুণ,
ছয় ঋতুর দেশ বাংলাদেশ,ছয়ডা ঋতুর দেশ বাংলাদেশ,
ভাল করে কাজ হয়েছে,জম্মের কাম হইছে,
জরুরি সভা হবে,জরুলি সভা হইবে,
জেলেরা মাছ ধরছে,জাইলারা মাছ ধরতেয়াছে,
জেলেরা ধরছে,জাইলারা রতেয়াছে,
জেলেরা মাছ ধরছে,জাইল্লারা মাছ ধরতেয়াছে,
,জানডা ঘরে রাইখখ্যা,Keep the things in the room.
,জানডা ঘরে রাইখখ্যা,Keep things in the room.
প্রানটা ঘরে রেখে,জানডা ঘরে রাইখখ্যা,
জানিনা পানি পাবো নাকি পাবো না,জানিনা পানি পামু কি পামু না,
জামা কিনে এনেছে,জামা কিন্ন্যা আনছে,Bought
জামা কিনে এনেছে,জামা কিন্ন্যা আনছে,
জামা কিনে এনেছে,জামা কিন্ন্যা আনছে,
শাড়ি কিনে দিয়েছে,জামা কিন্ন্যা দেছে,
স্বামী হিসেবে একদম নিখুঁত,জামাই হিসাবে এককালে নিখুঁত,
স্বামীর প্রতি আমার বিন্দুমাত্র কোন অভিযোগ নেই,জামাইর উপরে মোর একটুও কোন বিচার নাই,
স্বামীর অভিযোগ স্ত্রী তার সংসারের দায়িত্ব পালন করছে না,জামাইর বিচার বউ হ্যার সংসারের দায়িত্ব ঠিকমতো পালন করতেয়াছে না।,
যাব না,জামু না,
জাম্বুরা ঠান্ডা সর্দি জ্বর জনিত সমস্যার জন্য খেলে ভাল ফলাফল পাওয়া যায়,"জাম্বুরা ঠাণ্ডা ,সর্দি জ্বর এর নাহান সমেস্যার লইজ্ঞা খাইলে ভালো উপকার পাওয়া যায়",
জীবন থেকে কি করে এত তাড়াতাড়ি দিনগুলো কেঁটে গেল হিসাব মিলাতে পারিনা,জীবন দিয়া ক্যাম্নে এত হওালে দিন গুলান কাইট্টা গ্যালে হিসাব মিলাইত পারিনা,
জীবন থেকে রঙ হারায় গেছে,জীবন হইতে রং হারাইয়া গ্যাছে,
জীবনে উন্নতি করতে গেলে অনেক সময় অনেক বাঁধার সম্মুখীন হতে হয়,জীবনে উন্নতি করতে গ্যালে অনেক সময় ম্যালা বাঁধার সামনে পরতে হয়,
জীবনে অনেক গান শুনি তারপরেও কেন জানি না এই গান গুলোর মত এত ভালো লাগে না,জীবনে বেমালা গান হুনি হেরপরেও কির লইজ্ঞা জানি না এই গানগুলার নাহান এত ভালো লাগে না,
জীবনেও ভুলতে পারব না,জীবনে ভুলতে পারমু না,
জীবনের আলো,জীবনের আলো,
অল্পবয়সী একটি ছেলে বাইরে ফুটপাতে দৌড়াচ্ছে,জুয়ান এউক্কা পোলা বায়রায় ফুটপাতে দৌড়াইতেয়াছে,
টমেটোর বাজারে যে আগুন সাধারণ মানুষের কাছে তা এখন আর নতুন কোনো খবর নয়,"টমাটুর বাজারে যেই আগুন, সাধারণ মানের ধারে হেইয়া এহন আর নতুন কোনো খবর না",
ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত,টাহা ওয়ালা মানেরা ঘোড়া আর হাতির খ্যালা দ্যাখতে,
টিভি দেখছিলাম,টিভি দেখতেয়াছিলাম,
টেলিভিশনে কথা শোনা যায় ছবিও দেখা যায়,টিভিতে কথা হুনা যায় ছবিও দ্যাহা যায়,
টুকটাক টিউশনি করে যেটুকু আয় হয় তা দিয়ে নিজের হাতখরচই ঠিকমতো চলে না,টুকটাক টিউশানি কইররা যেইকয়ডা টাহা হয় হেইয়া দিয়া নিজের হাতখরচই ঠিক্মতো চলেনা,
টুপি বিক্রেতা ছিলেন,টুপি বিক্রেতা ছেলো,
টেবিলে নাশতা দেওয়া ছিল,টেবিলে নাস্তা দেওয়া আল্লেহ,
তেতুল এর টক দিয়ে ফুসকা খাবো,ট্যাঙ্গা এর চুক্কা দিয়া ফুচকা খামু,
তেতুল খেলে বুদ্ধি কমে যায়,ট্যাঙ্গা খাইলে বুদ্ধি কইম্মা যায়,
তেতুল খেলে রক্ত পানি হয়ে যায়,ট্যাঙ্গা খাইলে রক্ত পানি হইয়া যায়,
তেতুল নিয়ে শুধুমাত্র আমাদের দেশে নয় সারা উপমহাদেশেই প্রচুর ভুল ধারনা আছে,ট্যাঙ্গা লইয়া খালি মোগো দেশে না হারা উপমহাদেশেই বেমালা ভুল ধারণা আছে,
তেতুলের কচি পাতা সিদ্ধ করে পানি সেবন করলে সর্দি কাশি ভাল হয়,ট্যাঙ্গার কচি পাতা সেদ্ধ কইরা পানি খাইলে ঠাণ্ডা কাশি ভালো হয়,
সর্দি হলে গরম রং চা খেলে ভালো লাগে,ঠাণ্ডা হইলে গরম রং চা খাইলে ভালো লাগে,
ঠান্ডা লেগেছে,ঠান্ডা লাগযে,
ঠিক আছি,ঠিক আছি,
ঠিক করা হলো সবাই মিলে যাব,ঠিক করা হইছে হগলডি মিললা যামু,
ঠিক করা হলো সবাই মিলে সেখানে যাব,ঠিক করা হইছে হগলডি মিল্লা হেইহানে যামু,
পা ব্যথা,ঠোঙ্গে ব্যথা,
ডিসেম্বর মাসে সে তার পরিবারকে জানায় আমার কথা,ডিসম্বর মাসে হ্যায় হ্যার পরিবাররে জানায় মোর কথা,
ঢাকায় এসেছি এসএসসি পরীক্ষা দিয়ে,ঢাকায় আইছি মেট্টিক পরিক্ষা দিয়া,
ঢাকায় আমার চাকরি হয়েছে,ঢাকায় মোর চাকরি হইছে,
ঢাকা বাংলাদেশের রাজধানী,ঢাহা বাংলাদেশের রাজধানী,
ঢাকার মিরপুরে কাল থেকে বিদ্যুৎ যাচ্ছে না কেন,ঢাহার মিরপুরে কাইলগো গোনে কারেন্ট যাইতেয়াছেনা কির লইজ্ঞা?,
ঢাকার মিরপুরে থাকি,ঢাহার মিরপুরে থাহি,
ঢাকায় থাকি,ঢাহায় থাহি,
ততোদিনে আমি তার প্রতি অনেকটাই দুর্বল হয়ে গেছি,ততদিনে মুই হ্যার উপরে অনেক দুর্বল হইয়া গ্যাছি,
তোমার গলা অনেক ভালো,তমার গলা মেলা ভালো,
তোমার গানের গলা অনেক ভালো,তমার গানের গলা মেলা ভালো,
তোমাকে আমি কল দিবো না,তমারে মুই কল্ দিমুনা,
তুমি কি করো,তমি কি হরো,
তুমি কোথা থেকে আসছ,তমি কোম্মে দিয়া আইছো,
তখনো মেয়েরা আঁচল টেনে ঘোমটা দিত,তহন মাইয়ারা আঁচল টাইন্না ঘোমটা দেতে,
তখন সময়মতো পড়বে ঘুমাবে আর খেলবে,"তহন সময়মত পড়বে, ঘুমাইবে, আর খ্যালবে",
তাদেরকে অনেক ধন্যবাদ যারা গান গুলো উপহার দিয়ে গেছেন,তাগো বেমালা ধন্যবাদ যারা গান গুলা উপহার দিয়া গ্যাছেন,
তিশার জন্য সিন্দুক খোলা হলো,তিশার লইজ্ঞা সিন্দুক খোলা হইবে,
,তুই আইজগো স্কুলে গেছিলি,Did you go to school today?
তুই আজকে স্কুলে গিয়েছিলি,তুই আইজগো স্কুলে গেছিলি,
তুই কসাই,তুই কসাই,
,তুই কাইল আইস,You come tomorrow
,তুই কাইল আইস,You should come tomorrow
তুমি কাল এসো,তুই কাইল আইস,
তুই কি আর পড়ালেখা করবি নাহ,তুই কি আর পড়াল্যাহা করবি না?,
তুই কি এই স্কুলে পড়তে আসতে চাস,তুই কি এই ইস্কুলে পড়তে আইতে চাও?,
তুই কি এই গানটি শুনতে ভালোবাসবি,তুই কি এই গানডা হোনতে ভালবাসবি?,
তুই কি এই সিনেমা দেখতে চাস,তুই কি এই সিনেমাডা দ্যাকতে চাও?,
তুই কি কখনো কবিতা লিখতে পারিস,তুই কি কহনো কবিতা ল্যাখতে পারো?,
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি,তুই কি কহনো বাংলাদেশ ঘোরতে গ্যাছো?,
তুই কি পড়ালেখা ছেড়ে দিতে চাস,তুই কি পড়াল্যাহা ছাইড়া দেতে চাও?,
তুই কি এই বইটি পড়তে পারিস,তুই কি বইডা পড়তে পারো?,
তুই কি আমার জন্য কিছু লিখতে পারবি,তুই কি মোর লইজ্ঞা কিছু ল্যাখতে পারবি?,
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি,তুই কি মোর লগে বাংলায় কথা কইতে পারবি?,
তুমি কোথায়,তুই কোই,
,তুই ক্যামোন আছ,How are you?
তুমি কেমন আছ,তুই ক্যামোন আছ,
তুই আমার কাছে এসব কিছু শিখতে চাস,তুই মোর ধারে এইয়া কিছু শেখতে চাও?,
তুই আমার জন্য কী ভালোবাসতে পারবি,তুই মোর লইজ্ঞা কী ভালোবাসতে পারবি?,
তুই আমার জন্য কোনো সুন্দর উপহার কিনতে পারবি,তুই মোর লইজ্ঞা কোন সুন্দর উপহার কেনতে পারবি?,
তুই আমার সঙ্গে একটি গান গাইতে পারবি,তুই মোর লগে এউক্কা গান গাইতে পারবি?,
তুই আমার সঙ্গে কী ছবি তোলতে পারবি,তুই মোর লগে কি ছবি তোলতে পারবি?,
তুই আমার পাশে থাকতে চাস,তুই মোর লগে থাকতে চাও?,
তুই রঙ মিস্ত্রি,তুই রং ম্যাস্তুরি,
তুমি আর কথা বলবা না,তুমি আর কথা কবা না,
তুমি আর আমার নেই আমি এটা মানতে পারছি না,তুমি আর মোর নাই মুই এইডা মানতেই পারতেয়াছি না,
,তুমি এইহানে থাকলে মুই খুশি,I’m happy if you stay here.
তুমি এখানে থাকলে আমি খুশি,তুমি এইহানে থাকলে মুই খুশি,I'm glad you're here
তুমি এখানে থাকলে আমি খুশি,তুমি এইহানে থাকলে মুই খুশি,
তুমি এখানে থাকলে আমি খুশি,তুমি এইহানে থাকলে মুই খুশি,
তুমি একটা বোকা মেয়ে,তুমি এউক্কা গোঙ্গা মাইয়া।,
তুমি এত ঘুমাও কেন,তুমি এত্ত ঘুমাও কির লইগ্গা?,
তুমি এতো কিছু বুঝো কিভাবে,তুমি এত্তো কিছু বোঝো ক্যামনে?,
তুমি এত ঘুমায় কেন,তুমি এত্তো ঘুমাও কির লইজ্ঞা?,
তুমি বলছো যে থাকার সে এমনিই থেকে যাবে,তুমি কইছো যে থাহার হ্যায় এমনিতেই থাকবে,
তুমি কথা বলবা না,তুমি কথা কবা না,
তুমি বলবা না,তুমি কবা না,
তুমি অল্প কথা বলো,তুমি কম কতা কও,
তুমি কি এখন খেতে বসবা,তুমি কি এহন খাইতে ববা?,
,তুমি কি কাম হরো,what do you do
তুমি কি কাজ করো,তুমি কি কাম হরো,
তুমি কি গল্প লেখো,তুমি কি কেসসা লেহো?,
তুমি কি খেতে পছন্দ করো,তুমি কি খাইতে পছন্দ কর?,
তুমি কি খেতে পছন্দ করো,তুমি কি খাইতে পছন্দ করো?,
তুমি কি গিয়েছিলে,তুমি কি গ্যাছেলা?,
তুমি কি চাও আমি চলে যাই,তুমি কি চাও মুই চইল্লা যাই?,
তুমি কি চাও,তুমি কি চাও?,
তুমি কি চাকরি করছ,তুমি কি চাকরি করতেয়াছ?,
তুমি কি চাকরি করছো,তুমি কি চাকরি করতেয়াছো?,
তুমি কি দেখছো,তুমি কি দ্যাখছো?,
তুমি কি বাইরে বের হবে,তুমি কি বাইরাই বাইর হোবা?,
তুমি কি বিয়েতে রাজি,তুমি কি বিয়াতে রাজি?,
তুমি কি আমার সাথে প্রেম করবা,তুমি কি মোর লগে পেরেম করবা?,
তুমি কি আমাকে আগে দেখেছো,তুমি কি মোরে আগে দ্যাখছো?,
তুমি কি আমাকে বোকা মনে করো,তুমি কি মোরে গোঙ্গা মনে হরো?,
তুমি কি আমায় ঘুরতে নিয়ে যাবে,তুমি কি মোরে ঘোরতে লইয়া যাবা?,
তুমি কি আমাকে চিনো ?,তুমি কি মোরে চেনো?,Do you know me
তুমি কি আমাকে চিনো,তুমি কি মোরে চেনো?,
তুমি কি আমাকে চিনো,তুমি কি মোরে চেনো?,
তুমি কি আমায় ভালোবাসো না,তুমি কি মোরে ভালোবাসো না?,
তুমি কি আমায় ভালবাসো,তুমি কি মোরে ভালোবাসো?,
তুমি কি রাতে খেয়েছো,তুমি কি রাইতে খাইছো?,
তুমি কি রাতের বেলা বাইরে বের হবে,তুমি কি রাইতের কালে বাইরাই বাইর হোবা?,
তুমি কি রাতের বেলা বাহিরে বের হবে,তুমি কি রাইতের কালে বায়রায় বাইর হবা?,
তুমি রান্না করতে পারো,তুমি কি রানতে পারো?,
তুমি কি জামরুল খাও,তুমি কি লকট খাও?,
তুমি কি সরকারি চাকরি করছ,তুমি কি সরকারি চাকরি করতেয়াছেন?,
তুমি কি সরকারি চাকরি করছো,তুমি কি সরকারি চাকরি করতেয়াছো?,
তুমি কি কর,তুমি কি হরো,What do you do?
তুমি কি করো,তুমি কি হরো,
তুমি কি কর,তুমি কি হরো,
তুমি কি সাঁতার জানো,তুমি কি হাতোর জানো?,
তুমি কোন ক্লাসে পড়ো,তুমি কোন কেলাসে পড়ো?,
তুমি কোন বিষয় পড়াশোনা করছো,তুমি কোন বিষয় লইয়া পড়াশুনা করতেয়াছো?,
তুমি কোন স্কুলে পড়,তুমি কোন স্কুলে পড়ো,
তুমি কোথায়,তুমি কোম্মে,
তুমি কোথায় চাকরি করছো,তুমি কোম্মে চাকরি করতেয়াছো?,
,তুমি কোম্মে থাহো,where do you live
তুমি কোথায় থাক,তুমি কোম্মে থাহো,
তুমি কোথায় যাচ্ছ?,তুমি কোম্মে যাও,Where are you going?
তুমি কোথায় যাও,তুমি কোম্মে যাও,
তুমি কোথায় যাচ্ছ,তুমি কোম্মে যাও,
তুমি কেমন আছো,তুমি ক্যামোন আছ,
তুমি শুধু মনে রেখো আমায় সারা বেলা,তুমি খালি মনে রাইখো মোরে হগল সময়,
তুমি গান গাইতে পারবে না,তুমি গান গাইতে পারবা না,
তুমি বোকা একজন মানুষ,তুমি গোঙ্গা এউক্কা মানু,
তুমি বোকার মতো তাকে নিয়ে ভেবে বসে থাকবে কেন,তুমি গোঙ্গার নাহান হ্যারে লইয়া ভাইব্বা বইয়া থাকপা কির লইজ্ঞা,
তুমি ঘুমাও,তুমি ঘুমাও,
তুমি ঘুমাও কেন,তুমি ঘুমাও কির লইগ্গা?,
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও ,তুমি ঘুমে গনে হায়ালে উঠাই যাও,You wake up early.
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুমি ঘুমে গনে হায়ালে উঠাই যাও,
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুমি ঘুমে গনে হায়ালে উঠাই যাও,
তুমি ঘুম থেকে উঠে আমাকে কল দিও,তুমি ঘুমে গোনে উইটঠা মোরে ফোন কইররো,
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুমি ঘুমে গোনে হওয়ালে উইটঠা যাও,
তুমি চলে যাওয়ার পর তোমার মেয়ে কেমন যেন শান্ত হয়ে গেছে,তুমি চইল্যা যাওয়ার পর তোমার মাইয়া কিরহম যানি ঠাণ্ডা হইয়া গ্যাছে,
তুমি চাকরি করছ,তুমি চাকরি করতেয়াছেন?,
তুমিহীন সময়টা নিজেদের মতো করে গুছিয়ে নেওয়ার চেষ্টা করছি,তুমি ছাড়া সময়ডা মোর নাহান কইরা গুছাইয়া লওয়ার চেষ্টা করছি,
তুমি জানো সত্যিই খুব কঠিন বাবা হয়ে মায়ের দায়িত্ব পালন করা,তুমি জানো হাছাইও বেমালা কঠিন বাপ হইয়া মায়ের দায়িত্ত্ব পালন করা,
তুমি ঢাকার কোথায় থাকো,তুমি ঢাকার কোম্মে থাহো?,
তুমি দুপুরে কি দিয়ে ভাত খেয়েছ,তুমি দুফারে কিদ্যা ভাত খাইছেলা?,
তুমি দুপুরে কি খেয়েছ,তুমি দুফুরে কিডা খাইছেলা?,
তুমি দুপুরে কি দিয়ে ভাত খেয়েছ,তুমি দুফুরে কিডা ভাত খাইছেলা?,
তুমি নেই এই কঠিন সত্যিটা আমি আজও বিশ্বাস করতে পারছি না,তুমি নাই এই কঠিন সত্যডা মুই আইজও বিশ্বাস করতে পারতেয়াছি না,
তুমি বিয়ে করবে কতো বছর বয়সে,তুমি বিয়া কবা কত বছর বয়সে?,
তুমি বিয়ে করছো না কেন,তুমি বিয়া করতেয়াছোনা ক্যান?,
তুমি অনেক যত্নশীল,তুমি বেমালা যত্নশীল,
তুমি অনেক চালাক,তুমি বেমালা শেয়ান,
তুমি বেশী কথা বলো,তুমি বেশী কতা কও,
তুমি বুঝো না কেন,তুমি বোঝো না ক্যা?,
তুমি ভাত খেয়েছো,তুমি ভাত খাইছো,
তুমি ভালো আছ জেনে খুশি হলাম,তুমি ভালো আছো জাইন্না খুশি হইলাম,
তুমি ভালো আছো,তুমি ভালো আছো?,
তুমি আমার জীবনের আলো,তুমি মোর জীবনের আলো,You are the light of my life
তুমি আমার জীবনের আলো,তুমি মোর জীবনের আলো,
তুমি আমার জীবনের আলো,তুমি মোর জীবনের আলো,
তুমি আমার প্রথম বন্ধু,তুমি মোর পরথোম দোস্ত,
তুমি তোমার কন্যাকে নিয়ে ব্যস্ত সময় পার করছ,তুমি মোর মাইয়ারে নিয়া ব্যস্ত সময় পার করতেয়াছো,
,তুমি মোর লগে আর কথা কবা না,Don’t talk to me anymore.
তুমি আমার সাথে আর কথা বলবা না,তুমি মোর লগে আর কথা কবা না,You don't talk to me anymore
তুমি আমার সাথে আর কথা বলবা না,তুমি মোর লগে আর কথা কবা না,
তুমি আমার সাথে আর কথা বলবা না,তুমি মোর লগে আর কথা কবা না,
তুমি আমাকে আর কত অবাক করবা,তুমি মোরে আর কত অবাক করবা,
তুমি আমাকে চিনো,তুমি মোরে চেনো?,
তুমি আমাকে দোষ দিচ্ছ কেন,তুমি মোরে দোষ দেতেয়াছো কির লইজ্ঞা?,
তুমি যদি কাউকে ভালোবাসো তবে তাকে ছেড়ে দাও,"তুমি যদি কাউরে ভালোবাসো,হ্যালে হ্যারে ছাইড়া দেও",
তুমি যদি চাও বৃষ্টি হবে আজ,তুমি যদি চাও বইশ্যা হইবে আইজগো,
তুমি যাও একা একা,তুমি যাও এল্লাহ এল্লাহ,
তুমি যাবে,তুমি যাবা,
তুমি রেঁধেছো,তুমি রানছো?,
তুমি সরকারি চাকরি করছ,তুমি সরকারি চাকরি করতেয়াছেন?,
তুমি তাড়াতাড়ি উঠে যাও ,তুমি হায়ালে উঠাই যাও,You get up early.
তুমি তাড়াতাড়ি উঠে যাও,তুমি হায়ালে উঠাই যাও,
তুমি তাড়াতাড়ি উঠে যাও,তুমি হায়ালে উঠাই যাও,
তোমরা কি গল্পের বই পড়তে পছন্দ কর,তোমরা কি কেসসার বই পড়তে পছন্দ কর?,
তোমরা ভালো আছ জেনে খুশি হলাম,তোমরা ভালো আছো জাইন্না খুশি হইলাম,
তোমাদের কথা শুনে হাসছি,তোমাগো কথা হুইননা হাসতেয়াছি,
তোমাদের কারো বিশ্বাস হবে না,তোমাগো কারো বিশ্বাস হইবেনা,
তোমাদের গ্রামের বাড়ি কোথায়,তোমাগো গেরামের বাড়ি কোম্মে?,
তোমাদের পরীক্ষা কবে,তোমাগো পরিক্ষা কবে?,
তোমাদের প্রিয় লেখক কে,তোমাগো পিরিয়ো লেখক কেডা?,
তোমাদের বাসা কোথায়,তোমাগো বাড়ি কোম্মে?,
