Standard_Bangla,dialect_speech,English_translation
অনেক দেরি করে ফেলছে পুলিশ!পুলিশকে এর কাফফারা দিতে হবে,"বউত দেরি করি লাইছে পুলিশে, পুলিশরে ইতার লাগি কাফফারা দেওয়া লাগবো",
ভাইরে কোন দেশে বাস করি,ভাইরে কোন দেশো যে বাস করি,
তথ্য মন্ত্রীর মুখে শুনতে পাড়লে ভাল লাগত ।,তথ্য মন্ত্রীর মুখে শুনতে পাড়লে ভালা লাগত ।,
খারাপ এর উপর এবং নিকৃষ্টতম এর ডিগ্রি অর্জন করেছে দেশের পুলিশ...,খারাপ ওর উপ্রে আর নিকৃষ্টতমর ডিগ্রি অর্জন করি লাইছে পুলিশে,
ধন্যবাদ জানতাম এই রকম ই হবে। কেজি এফ এর পর সেই পুরনো মুভিতেই ফিরলাম,"ধন্যবাদ,জানতাম ইলাউ অইবো। কেজি এফর বাদে আবার অউ পুরান মুভিত ফিরলাম",
সবকিছুতেই কারণে-অকারণে বিরোধী দলকে এভাবে আসামি করে দায়ী করা প্রকৃত আসামিদের আড়াল করার শামিল। এরকম সস্তা মামলার কোন মানে হয়না।,সবতাত কারণ-অকারণে বিরোধী দলরে এম্নে আসামি করিয়া দায়ী করা আসল আসামী অক্লরে আড়াল করার শামিল। ইলা সস্তা মামলার কোন মানে অয় না,
জিয়াউর রহমান এখানে উপস্থিত ছিল৷ নুর ও ছিল৷,"জিয়াউর রহমান ইনো উপস্থিত আস্লা,নূরও আছিল",
দেশটা আজ মগের মুল্লুক,দেশ ইকান আইজ মগের মুল্লুক,
এরচেয়ে বেশি আশা করাটাই বোকামি। রোজা তাই গালি দিলাম না।,এরথাকি বেশি আশা করাউ আড়ুয়ামি। রোজা এরলাগি গাইল দিলাম না,
খালেদা জিয়া ও তারেক রহমানকে বাদ দেওয়া ঠিক হয় নি!,খালেদা জিয়া আর তারেক রহমানরে বাদ দেওয়া ঠিক অইছে না,
"জিয়াউর রহমান নেতৃত্ব দিয়েছিলেন,তাকে দ্রুত গ্রেফতার করা হোক","জিয়াউর রহমানে নেতৃত্ত দিস্লা,তানরে গ্রেফতার করা অউক",
বিএনপি এদেশের নন্দ ঘোষ।,বিএনপি ইদেশর নন্দ ঘোষ,
অনেক টাইম লেগে গেছে প্রশাসনের সঠিক দলের নাম টা ঘোষনা দেওয়া।ধন্যবাদ উপকমিশনার সাপ,বউত টাইম লাগি গেছে প্রশাসনর সঠিক দলর নাম ঘোষণা দেওয়াত। ধন্যবাদ উপকমিশনার সাব,
"এটাই হবার কথা ছিল! আমরা ধন্য।
চমৎকার গোয়েন্দা তথ্য প্রমান।",ইকান অউ ওয়ার কথা আছিল। আমরা ধন্য। চমৎকাত গোয়েন্দা তথ্য প্রমাণ,
"আবারো সেই পরিচিত ভাষণ,,
যে অবস্থা কিছু দিন পর যদি বাংলাদেশ খেলায় হেরে যায় তাও বলবে বিএনপি এর চক্রান্ত",আবার অউ পরিচিত ভাষন। যে অবস্থা কয়দিন বাদে বাংলাদেশ যদি খেলাত আরি যায় তাও কইবো ইতা বিএনপির চক্রান্ত,
এই ঘটনা প্রমান করে কথিত যুদ্ধ আর পুলিশের নিস্কৃয়তা একটা গেম প্লান ছিল!,ই ঘটনা প্রমাণ করে কথিত যুদ্ধ আর পুলিশর নিষ্ক্রিয়তা একটা গেইম প্লান আছিল,
"নিজেকে জৌতিষী জৌতিষী মনে হচ্ছে!! মামলাটি ঠিক এটাই হবে মন্তব্য করেছিলাম, বৌ বিশ্বাস করেনি। যাক শেষ পর্যন্ত ধারণা সঠিক হয়েছে!!","নিজরে জৌতিষী জৌতিষী লাগের। মামলা অগু ঠিক অউ রকম অউ অইবো মনো করছিলাম,বউয়ে বিশ্বাস করছেনা। যাউ অউক শেষ পর্যন্ত ধারণা ঠিক অইছে",
এই পুরা ঘটনার নেতৃত্ব দিয়েছের খালেদা জিয়া তাকেও আসামি করার জোর দাবি জানাচ্ছি,"ই পুরা ঘটনাত নেতৃত্ব দিছইন খালেদা জিয়ার,তানরেও আসামী করার জোর দাবি জানাইয়ার",
তদন্ত করে রাষ্ট্রের সময় আর অর্থ নষ্ট না করে একটা ফিকফকা পরিষ্কার সরকারি রিপোর্ট দিয়ে দিলে যদি উপর থেকে বাহবা পাওয়া যায় তাহলেতো সেটাই ভাল!,তদন্ত করিয়া রাষ্ট্রর সময় আর অর্থ নষ্ট না করিয়া একটা ফিকফকা পরিষ্কার সরকারি রিপোর্ট দিয়া দিলে যদি উপ্রে থাকি বাহ বাহ পাওয়া যায় তাইলে তো অটাউ ভালা,
"খালেদা জিয়া কে প্রধান এবং তারেক কে ২ নম্বার আসামি করার জোর দাবি জানাচ্ছি।
বিএনপি পুরো দেশটাকে রাজনৈতিক ইসু বানিয়ে নিচ্ছে।",খালেদা জিয়ারে প্রধান আর তারেকরে ২ নমবর আসামি করার জোর দাবি জানাইয়ার। বিএনপি পুরা দেশটারে রাজনৈতিক ইস্যু বানাইলার,
আপনেরা নিউজ করার আগে থেকেই সবাই জানে। বাসি খবর দিতাছেন,আপ্নারা নিউজ করার আফে থাকিউ জানি। বাসি খবর দিরা,
"সবকিছুর মূলে ঐ জিয়া 
বানীতে হাসাও'মাহমুদ",সবতার মূলে অউ জিয়া। বানীতে হাসাও মাহমুদ,
"অবাক হওয়ার কিছু নেই,এইটা নতুন কিছু না,আরো প্রমান আছে ৭২ টিভির কাছে প্রকাশ হতে পারে।","অবাক অওয়ার কিচ্ছু নাই,ইটা নতুন কিচ্ছু নায়,আরো প্রমাণ আছ্র ৭২ টিভির গেছে প্রকাশ অইতো পারে",
ভাগ্য ভালো যে জিয়াউর রহমানকে আসামী করা হয় নাই,ভাগ্য ভালা যে জিয়াউর রহমানরে আসামী করা অইছে না,
আমি বুঝি না ভাই কোথাও কিছু হলে বিএমপি ছাড়া আর লোক নেই.....,আমি বুঝি না ভাই কোন যেগাত কিচ্ছু অইলে বিএনপি ছাড়া আর লোক নাই,
"লে হালুয়া..
বিএনপি নেতাদের বাদ দিয়ে মামলা হয় কি করে??
সাবাস প্রিয় পুলিশলীগ… তোমাদের জন্যই বাংলাদেশ।
জয়………… বাংলা।",লে হালুয়া। বিএনপি নেতা অক্লরে বাদ দিয়া মামলা কেম্নে অয়। সাবাস প্রিয় পুলিশ লীগ। তোম্রার লাগিউ বাংলাদেশ।  জয়...  বাংলা,
আমার মাঝে মাঝে মনে হয় আম্লীগ নেতাদের বাবা হওয়ার পিছনে ও বিএনপি/জামাতের হাত আছে।,আমার মাঝে মাঝে মনো অয় আম্লিগ নেতা অকলর বাবা অওয়ার পিছে বিএনপি/জামাতর আত আছে,
তারমানে সরকার এখন বলতে চান বিএনপি'র কথায় ঢাকা কলেজে গুলি ছুঁড়েছেন পুলিশ কর্মকর্তারা,এরমানে সরকারে এখন কইতো চার বিএনপি'র কথায় ঢাকা কলেজো গুলি ছুড়ছে পুলিশর কর্মকর্তা অক্লে,
"যাক ভাবছিলাম সরকার তৃতীয় পক্ষ কোন ইসলামিক জংগী দলকে বুঝাবে২-১ আলেম ডুকাবে, এখন বিএনপি , এরা (বিএনপি) আর মানুষ হল না, নাহ এদের কে মানুষ করতে হলে ভোট দিতে হবে বুঝছি।","যা অউক ভাবছিলাম  সরকারে তৃতীয় পক্ষ কো ইস্লামী জংগী দলরে বুঝাইবো,২-১ আলীম ডুকাইবো,এখন বিএনপি এরা (বিএনপি) মানুষ অইলো না। ইতারে মানুষ করতে অইলে ভোট দেওয়া লাগবো বুচ্ছি",
"বরাদ্দকৃত দোকান ভাড়া দিয়েছে,কিন্তু মকবুলের নামে মামলায় বুঝতে পারলাম যে সঠিক বিচার হবে।","বরাদ্দকৃত দোকান ভাড়া দিছে,কিন্তু মকবুলর নামে মাম্মায় বুঝতে পারলাম যে সঠিক বিচার অইবো",
"খুব ভাল হয়েছে। মানুষ ভেবেছিল সব সরকার দলের লোক।
এবার জনগণ আসল দোষী দেখতে পেল।",খুব ভালা অইছে। মানুষে ভাবছিল এরা সব সরকার দলর লোক। ইবার জনগনে আসল দোষী দেখলো,
সুন্দর সৎ মহৎ উদ্যোগ কে সাধুবাদ জানাচ্ছি ঢাকা উত্তর ও ঢাকা দক্ষিণের সর্বস্তরের সাধারণ জনগণের পক্ষ থেকে।,"সুন্দর,সৎ, মহৎ উদ্যোরে ঢাকা উত্তর আর ঢাকা দক্ষিনর সব মানসর তরফ থাকি সাধুবাদ জানাইয়ার",
"মামু, তা হলে অবশ্যই বর্তমান সভাপতি নির্দোষ।","মামু, তে তো এখনের সভাপতি একবারে নির্দোষ",
কপাল ভালো জিয়াউর রহমানের বিরুদ্ধে মামলা করেনি।,কপাল ভালা যে জিয়াউর রহমানের খিলাপ মামলা করসে না।,
"সব কিছুতেই বি,এন,পি এর সম্পৃক্ততা খুজে পায় পুলিশ...সব ঝামেলা...বি এন পিই করে... আর সব ধোয়া তুলসী পাতা...সব দালালের দল","সবতাত বিএনপির ঢুকাই দেয় পুলিশে। যত গেঞ্জাম সব বিএনপি করইন, বাকি সব ধুয়া তুলসী পাতা, সব দালালর দল",
এই না হলে বাংলাদেশ পুলিশ!!!পুলিশ মানে ওয়াও ওয়াও তদন্ত।,ইলা না হইলে পুলিশ নি!! পুলিশ মানেই ওয়াও ওয়াও তদন্ত।,
যাক শায়েস্তা করার একটা মওকা পাওয়া গেছে!,যাউক ঠিক করার একটা সুযুগ পাওয়া গ্যাসে,
"এটা পুলিশের দুটি জঘন্য দিক ফুটে উঠেছে
১। রাজনৈতিক দেউলিয়াত্ব অথবা
২। চরম অপেশাদারিত্ব।","ইকানো পুলিশের দুইটা জঘন্য দিক ফুটিয়া উঠছে — ১। রাজনৈতিক দেউলিয়াত্ব, নায়য় ২। চরম অপেশাদারিত্ব",
এটাই আমাদের ডিজিটাল বাংলাদেশ,ওগুই আমরার ডিজিটাল বাংলাদেশ,
"যাক অবশেষে প্রতিবেদন জমা পরল!!!!!

 রাজনীতি বাংলাদেশের সংজ্ঞা, যার কোনো নীতি নেই।",যাউক শেষমেশ প্রতিবেদন জমা পড়লো!!! রাজনীতিত বাংলাদেশর সংজ্ঞা অইলো যার কোনো নীতি নাই।,
"বিএনপি এখনো এতো বড় কাজ করার শক্তি পায় কোথা থেকে, ধিক্কার জানাই ।।।","বিএনপি অখনো অতো বড় কাম করার শক্তি পাইন কই থাকি, ধিক্কার জানাই।।",
"কত বড় ........চো..... দ.....
এমনভাবে আসামি করতে পারে",কত বড় … ইলা আসামি করত পারে,
"কাম করলো মুচ ওয়ালা, বাইজ্জা গেলো দাড়িওয়ালা।","কাম করলো মুচওয়ালা, ধরা খাইল দাড়িওয়ালা",
প্রধান আসামি মির্জা ফখরুল ইসলাম আলমগীর হলে মামলা টা আরো ও বেশি গ্ৰহণ যোগ্য হতো।,প্রধান আসামি মির্জা ফখরুল ইসলাম আলমগীর অইলে মাম্লাডা আরো বেশি গ্রহণযোগ্য অইতো।,
"কিছুই বলার নাই, শুধু বলব আবার তোরা মানুষ হ।","কিচ্ছু খওয়ার নাই নাই, খালি খইমু এখন তোরা মানুষ হই যা।",
এককারে মনের কথা কইসস। বিএনপি না থাকলে দেশে কুনো অপরাধ রাহাজানি হয়তো! দেশটি কবে সুইজারল্যান্ড হইয়া যাইতো,একবারে মনর কথা কইসস। বিএনপি না থাকলে দেশো কুনো অপরাধ রাহাজানি অইলয় নায়! দেশটা কত আগে সুইজারল্যান্ড ওই গেলোয় নে,
বিএনপি ধরার জন্যই মুলত পুলিশ নিরব ভুমিকা পালন করেছিল।,বিএনপিরে ধরার লাগিই পুলিশে চুপ মারি বইরইসিন।,
ক্ষমতার অপব্যবহার। এ আচরণ দৃষ্টান্ত হয়ে থাকবে।,ক্ষমতার অপব্যবহার। ই আচরণ ইতা দৃষ্টান্ত ওই থাকবো।,
বাহ জেনে বড় আনন্দিত হলুম,বাহ জানিয়া খুশি অইলাম,
এমনটাই হবার কথা ছিল,ওটাও অওয়ার কথা আসিন,
পয়লা যেদিন ইটাইটি অদিনই আমি কইসি ইটা বিম্পি-জামাত ছাড়া কেউ করত নায়,পয়লা যেদিন ইটাইটি অদিনই আমি কইসি ইতা বিম্পি-জামাত,
আগামীতে আওয়ামীলীগ নেতাদের বৌ প্রেগনেন্ট হইলেও বিএনপি নেতাদের নামে মামলা হবে!,সামনে আওয়ামীলীগর নেতা অকলতের বউ প্রেগেনেন্ট অইলেও বিএনপির নামে মামলা অইবো!,
রোজার দিন তা-ও সয়তানি ছাড়ে না কিছু লোক।,রোজার দিন এর বাদে শয়তানি ছাড়োইন না কিছু মাইনষে।,
মির্জা ফখরুল ইসলাম কেন বাদ পড়লো!,মির্জা ফখরুল ইসলাম কিতার লাগি বাদ পড়লো!,
প্রত্যাশিত বিপথে এগিয়ে চলুক বিচারকার্য! প্রকৃত দোষীরা পকেটে থাকুক।,প্রত্যাশিত বিপথে আগাই যাউক বিচারকাম! প্রকৃত দোষীরা ফকেটো থাকুক।,
আওয়ামী লীগ বিএনপির নেতারা দোকান বরাদ্দ পায় যে যখন ক্ষমতায় থাকে। এরা একবার ক্ষমতায় থাকলে আজীবন বসে খায়। গরিব শ্রমিক মরে,আওয়ামী লীগ বিএনপির নেতারা দোকান লিজ পায় যে যখন ক্ষমতাত থাকউন। এরা একবার ক্ষমতাত থাকলে আজীবন বইয়া খাইন। গরিব শ্রমিক মরে,
মজা পাইলাম নিউজ পড়ে। এ-ই রকম নিউজ আর ও চাই।,মজা পাইলা নিউজ পড়িয়া। ইরকম নিউজ আরোও চাই।,
পুলিশ ইচ্ছা করে গন্ডোগোল আয়ত্বের বাইরে যাওয়ার জন্য সময় নিয়েছে তখনই বোঝা গিয়েছে যে নতুন কোনো ষড়যন্ত্র আটছে আওয়ামী পুলিশ।,পুলিশ ইচ্ছা করিয়া গন্ডোগোল আয়ত্বের বাইরে যাওয়ার লাগি সময় নিছে তখনই বুঝা গেছে যে নতুন কোনো ষড়যন্ত্র বানাইসে আওয়ামী পুলিশ।,
"""উদোর পিন্ডি বুধোর ঘাড়ে""",উদোর পিন্ডি বুধোর ঘাড়ো,
দলাদলির কারনে সঠিক বিচার কেউ পায় না।,দলাদলির লাগি ঠিক বিচার কেউ ফায় না।,
"জনগণ সব জানে, বুঝে। বিএনপির নাম দেয়া অর্থাৎ নৌকাতো ডুবছে পুলিশ আরো ভাল করে ডুবাচ্ছে।","জনগণ সব জানইন, বুঝোইন। বিএনপির নাম দিয়া মানে নৌকাতো ডুবছেওই পুলিশ আরো ভালা করি ডুবাইরো।",
ঝামেলা শুরু করলো ২ দোকানদার। পরে গিয়ে মারপিট করলো ছাত্রলীগের ৩ কর্মী। সিসি টিভি ফুটেজ ও রইছে। আর মামলা খায় কে..?,ঝামেলা শুরু করলো ২ দোকানদার। ফড়ে গিয়া মাইর করলো ছাত্রলীগের ৩ কর্মী। সিসি টিভি ফুটেজ ও রইছে। আর মামলা খাইল কে..?,
"এই মামলায় ইলিয়াস আলীকে আসামি করার জোর দাবী করছি..
আসামি হিসেবে হলে তার পরিবার তাকে দেখতে পেতো..",এই মামলাত ইলিয়াস আলীরে আসামি করার জোর দাবী কররাম.. আসামি হইলে তানের পরিবার তানড়ে দেখতো পারলয় নে..,
প্রতিহিংসার রাজনীতি আর করবেন।,প্রতিহিংসার রাজনীতি আর করবাইন?,
"ঠিক আছে, বাংলাদেশের যে কোনো সমস্যায় জামাত বি এন পি জড়িত।","টিক আছে, বাংলাদেশর যেছা সমস্যাত জামাত বি এন পি জড়িত।",
"পুলিশ এর কাজ পুলিশ করেছে, রিপোর্ট দিয়েছে তদন্ত করে, তাই বলে কি পুলিশ কে গালা গালি করা মানুষ এর শোভা পায়","পুলিশর কাজ পুলিশ করেছইন, রিপোর্ট দিছোইন তদন্ত করিয়া, এর লাগি কিতা পুলিশ রে গালা গালি করা মানুষর শোভা পায়নি?",
শুরু হইলো,ওঊ শুরু অইলো,
"আমি কনফিউসড যে, মামলাকারী ঐ পুলিশ কর্তা উবায়দুল চাচা নাকি হাসান ভাইয়ের ঔরসজাত....","আমি কনফিউসড, মামলা করছইন যে পুলিশে হে কিতা উবায়দুল চাচা না কিতা হাসান ভাইয়ের ঔরসজাত....",
আগে থেকেই ভাবছিলাম ভোট চোর ভন্ডরা এরকম কিছু করবে,আগেই ভাবছিলাম ভোট চুর ভন্ডরা ইলা কিচ্ছু একটা করবো,
"কোটি কোটি টাকা প্রতারণা করে কয়েকমাস জেল খেটে জামিনে বের হওয়া যায়, কবে রায় হবে বিচার শেষ হবে তারও ঠিক নাই। মানুষ তো অপরাধ করবেই।।","কোটি কোটি টেকা প্রতারণা করিয়া কয়েকমাস জেল খাটিয়া জামিনো বারই যায়, কোনদিন রায় অইবো বিচার শেষ অইবো ইতারও কোনো ঠিক নাই। মানুষ তো অপরাধ করবোই।।",
আমার এই ঘটনার মূল ষড়যন্ত্রকারী তারেক রহমান।,আমার ই ঘটনার মূল ষড়যন্ত্রকারী তারেক রহমান,
ওই হামলায় তারেক রহমান ঘটনাস্থলে উপস্থিত থেকে নেতৃত্ব দিয়েছেন।,ই হামলাযত তারেক রহমান ঘটনাস্থলো উপস্থিত থাকিয়া নেতৃত্ব দিছৈন।,
"প্রবাদ আছে, যত দোষ নন্দ ঘোষ।বর্তমান বাংলাদেশে সেটা হয়েছে, যত হামলা বিএনপি খাবে মামলা।","প্রবাদ আছে, যতো দুষ নন্দ ঘুষ। বর্তমান বাংলাদেশর অইসে ইটা, যতো হামলা বিএনপি খাইবো মামলা।",
জংগলের পশুগুলোও তোমাদের দেখে হাসে,জংগলের পশুগুলোও তোমারারে দেখিয়া হাসে,
‌কে ব‌লে স‌ঠিক বিচার নেই। এটাই তার প্রমান।‌বিএ‌নপি,‌কে কয় স‌ঠিক বিচার নেই। এটাই তার প্রমান।‌বিএ‌নপি,
এমন কিছুর অপেক্ষায় ছিলাম এটা এখন মুখস্থ হয়ে গেছে,এমন কিছুর অপেক্ষায় আছিলাম এটা এখন মুখস্থ হই গেছে,
খালেদা জিয়াকে এক নাম্বার এবং তারেক রহমানকে দুই নাম্বার আসামি করা হোক।,খালেদা জিয়ারে এক নাম্বার এবং তারেক রহমানরে দুই নাম্বার আসামি করা হোক।,
"অবাক হওয়ার কোন কারণ নাই
নিরাপদ মানুষ কে মামলায় জড়া, হয়রানি করা, এগুলো তো আর এদেশের আইনের নতুন সিস্টেম নয়..!","অবাক হওয়ার কোন কারণ নাই নিরাপদ মানুষ কে মামলায় জড়া, হয়রানি করা, ইতা তো আর এদেশের আইনের নতুন সিস্টেম নায়..!",
"আবারও বিএনপি, আবারও ঘটনা ভিন্ন খাতে নিয়ে প্রকৃত দোষিদের আড়াল করার চেষ্টা!!","আবারও বিএনপি, আবারও ঘটনা ভিন্ন খাতে নিয়ে প্রকৃত দোষিদের আড়াল করার চেষ্টা!!",
আল্লাহ সবাইকে হেদায়েত দান করুক।,আল্লাহ সবাইরে হেদায়েত দান করুক।,
"পুলিশের কাজে কোন সন্দেহ করা উচিৎ না, কারণ ওনারা আমাদের দেশের সুনাম ধন্য পুলিশ।","পুলিশের কাজে কোন সন্দেহ করা উচিৎ না, কারণ ওনারা আমরার দেশের সুনাম ধন্য পুলিশ।",
"তদন্ত ফদন্তের ঝক্কি ঝামেলা নেয়ার চেয়ে এটা সুন্দর উদ্যোগ, ঢাকা কলেজের ছাত্রদলের ৫/১০ জনের নাম ও থাকা চাই!","তদন্ত ফদন্তের ঝক্কি ঝামেলা নেয়ার থাকি এটা সুন্দর উদ্যোগ, ঢাকা কলেজের ছাত্রদলের ৫/১০ জনের নাম ও থাকা চাই!",
এসব লোকদের বাচ্চা জদি জমজ হয় তাহলেও এরাবলবে এটা বিএনপির কাজ।,এসব লোকদের বাচ্চা জদি জমজ হয় তাহলেও এরা কইব এটা বিএনপির কাজ।,
জাতীকে ন্যায়বিচার উপহার দেওয়া ধন্যবাদ।,জাতীকে ন্যায়বিচার উপহার দেওয়া ধন্যবাদ।,
আরে ভাই জোক বোঝেন না,আরে ভাই জোক বোঝেন না,
বঙ্গবন্ধু শেখ মুজিবুর রহমান ১ নম্বর আসামি বঙ্গবন্ধু শেখ মুজিবুর রহমানের কঠিন শাস্তি দেওয়া হোক জোর দাবি জানাচ্ছি।,বঙ্গবন্ধু শেখ মুজিবুর রহমান ১ নম্বর আসামি বঙ্গবন্ধু শেখ মুজিবুর রহমানের কঠিন শাস্তি দেওয়া হোক জোর দাবি জানাচ্ছি।,
আমরা চাই এই সরকার আজীবন ক্ষমতায় থাকুক',আমরা চাই এই সরকার আজীবন ক্ষমতায় থাকুক,
"এটা শুনবার অপেক্ষায় ছিলাম, আজ ৩/৪ দিন,...,লেট আপলোড","এটা শুনবার অপেক্ষায় আছিলাম, আজ ৩/৪ দিন,...,লেট আপলোড",
কিছু ছেড়া জুতার ছবি দরকার,কিছু ছিড়া জুতার ছবি দরকার,
শুধু বিএনপি নেতা মুকবুল হোসেন কেন সাথে তারেক রহমান ও জিয়াউর রহমানকে ও আসামি করা করলেও আর্শ্চাযের কিছু নেই।।,শুধু বিএনপি নেতা মুকবুল হোসেন কেনে লগে তারেক রহমান ও জিয়াউর রহমানকে ও আসামি করা করলেও আর্শ্চাযের কিছু নেই।।,
নিউ মার্কেটের ঘটনায় ভিডিও ফুটেজ ভালভাবে যাচাই করলে মূল হোতা তারেক রহমানকেও হেলমেট পরা অবস্থায় পাওয়া যেতে পারে।।,নিউ মার্কেটের ঘটনায় ভিডিও ফুটেজ ভালভাবে যাচাই করলে মূল হোতা তারেক রহমানরেও হেলমেট পরা অবস্থায় পাওয়া যাইতে পারে।।,
নাহ হলে তো তাদের ভাত হজম হবে নাহ।,নাহ হলে তো তাদের ভাত হজম হইব নাহ।,
বিএনপির পরিবারের পক্ষ থেকে তীব্র নিন্দা ও প্রতিবাদ জানায়,বিএনপির পরিবারের পক্ষ থাকি তীব্র নিন্দা ও প্রতিবাদ জানায়,
যে বা যারা অপরাধ করছে। শাস্তি নিশ্চিত হোক।,যে বা যারা অপরাধ করছে। শাস্তি নিশ্চিত হোক।,
"আমি নিন্দা জানাচ্ছি শুধু সাবেক সভাপতিকে আসামি করার জন্যে, ঢাকা জেলার সকল থানার সাবেক বর্তমান সকল বিএনপির নেতার বিরুদ্ধে মামলা না করার জন্যে।। ধিক্কার","আমি নিন্দা জানাচ্ছি শুধু সাবেক সভাপতিরে আসামি করার লাগি, ঢাকা জেলার সকল থানার সাবেক বর্তমান সকল বিএনপির নেতার বিরুদ্ধে মামলা না করার লাগি।। ধিক্কার",
"বঙ্গবন্ধু শেখ মুজিবুর রহমান, শেখ হাসিনা, সজীব ওয়াজেদ জয় এবং আওয়ামী লীগ সরকার, ছাত্র লীগ,যুবলীগ, ইত্যাদি আসামি করার জন্য জোর দাবি জানাচ্ছি।","বঙ্গবন্ধু শেখ মুজিবুর রহমান, শেখ হাসিনা, সজীব ওয়াজেদ জয় এবং আওয়ামী লীগ সরকার, ছাত্র লীগ,যুবলীগ, ইত্যাদি আসামি করার লাগি জোর দাবি জানাচ্ছি।",
"সাথে জিয়াকেও, মরোনত্তর বিচার করা যেতে পারে!","সাথে জিয়াকেও, মরোনত্তর বিচার করা যাইতে পারে!",
"মারামারি প্রথমে লাগছে তার দোকানে, যদিও অন্য দোকানের লোক ঢাকা কলেজের ছাত্রদের ডেকে এনেছে, তারপরও দোকানের কর্মীদের দোষ আছে।
আর আপনার একটা দোকানে একটা ঘটনা ঘটলে এটার দায় ভার আপনার!","মারামারি প্রথমে লাগছে তার দোকানে, যদিও অন্য দোকানের লোক ঢাকা কলেজের ছাত্রদের ডাকিয়া আনছে, তারপরও দোকানের কর্মীদের দোষ আছে। আর আপনার একটা দোকানে একটা ঘটনা ঘটলে এটার দায় ভার আপনার!",
"স্যার কি আর বলবো, আপনার লেখা পরে, হাসতে হাসতে সব হাসপাতালে।","স্যার কিতা আর কইতাম, আপনার লেখা পরে, হাসতে হাসতে সব হাসপাতালে।",
আমরা যদি বলি হিন্দুদের উস্কানিতে এমন সংঘর্ষ বেঁধেছে ।কারন তারা তো এটাই চায় রমজান মাসে একটা সংঘর্ষ বাঁধুক ।,আমরা যদিন কই হিন্দুদের উস্কানিতে এমন সংঘর্ষ বাধছে ।কারন তারা তো এটাই চায় রমজান মাসে একটা সংঘর্ষ বাঁধুক ।,
"দেশে যা হচ্ছে, জনগণ বুঝে।","দেশে যা হচ্ছে, জনগণ বুঝে।",
যে দলটা এক যুগের বেশি সময় ধরে ক্ষমতা নেই অথচ সে দলের নেতা কর্মীদের সরকারদলীয় এবং প্রশাসন টানাটানি করে এটা খুবই দুঃখজনক,যে দলটা এক যুগের বেশি সময় ধরে ক্ষমতা নেই অথচ সে দলের নেতা কর্মীদের সরকারদলীয় এবং প্রশাসন টানাটানি করে এটা খুবই দুঃখজনক,
"এইবার বুঝতে পারলাম, পুলিশ কেন দেরিতে ঘটনাস্থলে গেল। গায়েবি মামলার উপাদানগুলো সঠিক ভাবে পালন করে বিরোধী দলের নেতাকর্মীদের গ্রেপ্তার বানিজ্য হবে।","এইবার বুঝতে পারলাম, পুলিশ কেন দেরিতে ঘটনাস্থলে গেল। গায়েবি মামলার উপাদানগুলো সঠিক ভাবে পালন করে বিরোধী দলের নেতাকর্মীদের গ্রেপ্তার বানিজ্য হবে।",
কথা খারাপ বলেন নাই,কথা খারাপ কোইসেন না,
"ঈদ পর্যন্ত মুখটা বন্ধ রাখুন, কোন ঈদ তা এখনই বলার সময় হয়নি.........","ঈদ পর্যন্ত মুখটা বন্ধ রাখেন, কোন ঈদ তা এখনই বলার সময় হয়নি.........",
"এমন কিছু হবে সেটা নতুন কিছু নয়, গত এক যুগ ধরে এটা মোটামুটি নিয়মে পরিনত হয়েছে।
তাই এই ধরনের খবরে এখন আর আশ্চর্য হবার কোন কারন নেই।","এমন কিছু হইব সেটা নয়া কিছু নয়, গত এক যুগ ধরে এটা মোটামুটি নিয়মে পরিনত হইছে। তাই এই ধরনের খবরে এখন আর আশ্চর্য হবার কোন কারন নেই।",
২ দিন ধরে এই চিন্তাই করছিলাম। ভাবছিলাম এত বড় একটা সংঘর্ষ হলো আর এতে বি এন পি জামাত জড়িত নেই তা কিভাবে হয়। যাক অবশেষে আমার চিন্তার অবসান হলো। জাতি এখন নিশ্চিন্ত। জয় বাংলা।,২ দিন ধরে এই চিন্তাই করছিলাম। ভাবছিলাম এত বড় একটা সংঘর্ষ হলো আর এতে বি এন পি জামাত জড়িত নেই তা কিলা হয়। যাক অবশেষে আমার চিন্তা শেষ হলো। জাতি এখন নিশ্চিন্ত। জয় বাংলা।,
"মাশা-আল্লাহ..
ন্যায়বিচার প্রতিষ্ঠা হলো",মাশা-আল্লাহ.. ন্যায়বিচার প্রতিষ্ঠা হইলো,
যাক অবশেষে বিশেসায়িত বাহিনীর পবিত্র ঈদ-উল ফিতর এর বকশিষ এর ব্যবস্থা হলো,যাক অবশেষে বিশেসায়িত বাহিনীর পবিত্র ঈদ-উল ফিতর এর বকশিষ এর ব্যবস্থা হলো,
মামলার তদন্তকারী কর্মকর্তা-কে ২০২২ প্রেসিডেন্ট এবং আইজি পুরস্কারে ভূষিত করার হউক। যদি সম্ভব হয় ২০২৩ স্বাধীনতা পুরস্কার!!,মামলার তদন্তকারী কর্মকর্তারে ২০২২ প্রেসিডেন্ট এবং আইজি পুরস্কারে ভূষিত করার হউক। যদি সম্ভব হয় ২০২৩ স্বাধীনতা পুরস্কার!!,
ওটাও আছে মনে হয়...টোটাল ১৪০০ আসামি,ওটাও আছে মনে হয়...টোটাল ১৪০০ আসামি,
