Standard_Bangla,dialect_speech,English_translation
আমাদের চার পাসে নাম না জানা কতো ফুল ফুটেআছে তাই বলে সব ফুলকি ফুলডানিতে সাজায়,আমাগোর চার পাসে নাম না জানা কতো ফুল ফুটেআছে তাই বলাই বেক হুলকি হুলডানিতে সাজায়?,
আমাদের মোজি ছাই,আমাগোর মোজি ছাই।,
আমাদের রাষ্ট্রপতি আমাদের গর্ব তিনি খুব রসিক মানুষ,আমাগোর রাষ্ট্রপতি আমাগোর গর্ব তিনি খুব রসিক মানুষ।,
আমার একটা বন্ধু আছে এরকমই বুদ্ধি প্রতিবন্ধী,আয়র ইগ্গা বন্ধু আছে এরকমই বুদ্ধি প্রতিবন্ধী।,
আমার গায়ের রক্ত টকবগিয়ে উঠেছে,আয়র গায়ের রক্ত টকবগিয়ে উঠেছে।,
আমার চাই অপু ওশাকিব আবারো এক হুক,আয়র চাই অপু ওশাকিব আবারো এক হুক।,
আমার চোখে পানি চলে আসছেকিছু বলতে পারছিনা,আয়র চোখে হানি চলি আসছেকিছু কইতে হরিয়ের না।,
আমার নাম জসীম আমি একজন ভালো ভনদু চাই টাকার বিনিময় করা জায় বন দুহওয়া জায় না এটা আমার নাবার,আয়র নাম জসীম আই একজন ভালো ভনদু চাই টাকার বিনিময় করা জায় বন দুহওয়া জায় না এটা আয়র নাবার।,
আমার নামে থানাই কোনো কেস নেই কিন্তূ একে সামনে পেলে আমার নামে থানাই কেস হয়ে যাবে,আয়র নামে থানাই কোনো কেস নাই কিন্তূ একে সামনে হেলে আয়র নামে থানাই কেস হয়ে যাবে।,
আমার পক্ষ থেকে ওদের জন্য শুভ কামনা রইল আশা করব ওরা ভালো থাকুক,আয়র পক্ষ থেকে ওদের জন্য শুভ কামনা রইল আশা করি ওরা ভালা থাকুক।,
আমার প্রশ্ন হলমানুষ শিক্ষা দীক্ষা নিয়েও মাতাল অমানুষ হিসেবে জীবন যাপন করে থাকে,আয়র প্রশ্ন হলমানুষ শিক্ষা দীক্ষা নিয়েও মাতাল অমানুষ হিসেবে জীবন যাপন করি থাকে।,
আমার প্রিয় মানুষ,আয়র প্রিয় মানুষ।,
আমার বস সাকিব খানকে ছারা ছবি বানালে দেখবোনা সাকিব ভাইতুমি এগিয়ে যাও আমরা তুমার সাথে আছি,আয়র বস সাকিব খানকে ছারা ছবি বানাইলে দেখতানন সাকিব ভাইতুমি এগিয়ে যাও আন্ডা তুমার সাথে আছি।,
আমার বাবরি মসজিদ চাই,আয়র বাবরি মসজিদ চাই।,
আমার বাবা দুনিয়াতে থেকে চলে গেছেন না পেরার দেশে আমি বুজি বাবা কি জিনিস বাবা বেচে থাকলে বাবাকে মাথায় করে রাখতাম আর সামান্য একটা মিষ্টি জন্য বাবাকে মারলো,আযার বাবা দুনিয়াতে থেকে চলি গেছেন না পেরার দেশে আই বুজি বাবা কি জিনিস বাবা বেচে থাইকলে বাবারে মাথায় করে রাইখতাম আর সামান্য একটা মিষ্টি জন্য বাবাকে মারলো।,
আমার মত কে কে কমেন্ট পড়তে আসছেন নারা চারা দেন,আয়র মত কে কে কমেন্ট হড়তে আইছেন নারা চারা দেন।,
আমার মতে সবচেয়ে সেরা মানুষ,আয়র মতে সবচেয়ে সেরা মানুষ।,
আমার শরীর এ আগুন ধরে গেছে ওরে পাইলে খুন কইরা জেলে যাওয়া লাগলে তাই যেতাম,আয়র শরীর এ আগুন ধরি গেছে ওরে হাইলে খুন করি জেলে যাওয়া লাইগবে হিরলাই যাইতাম।,
আমার সিলেটি পুইরাইন কোব ভালা,আয়র সিলেটি পুইরাইন কোব ভালা।,
আমার হাত সুর সুর করছে কেলানর জন্য,আয়র হাত সুর সুর কইরছে কেলানর লাই।,
আমার হাতের কাছে যদি ওকে পাইতাম তাহলে মেরে ফেলতাম কত্তার বাচ্ছা,আয়র হাতের কাছে যদি হেতেরে হাইতাম তাইলে মারি হেলতাম কত্তার বাচ্ছা।,
আমারা এই রায় কোনোদিন মেনে নেব না,আন্ডা এই রায় কোনোদিন মানি নিব না।,
আমারা বাবরিমাসজিত চাই,আন্ডা বাবরিমাসজিত চাই।,
আমি আওয়ামী লীগ করি,আই আওয়ামী লীগ করি।,
আমি আপনার জন্য দুওয়া করি আললাার কাছে আল্লা আপনাকে হেদায়েত দান করুন,আই আমনের লাই দুওয়া করি আললাার কাছে আল্লা আমনারে হেদায়েত দান করুন।,
আমি আবারো অপু কে আর সাকিব কে এক দেখতে চাই সুধু তার ছেলের জন্ম,আই আবারো অপু কে আর সাকিব কে এক দেখতে চাই সুধু তার হলার লাই।,
আমি আমু,আই আমু।,
আমি আল্লাহা র কাছে দোয়া করি অপু ইসলাম ও শাকিব খান এক সংগে সংসার করুক আমিন,আই আল্লাহা র কাছে দোয়া করি অপু ইসলাম ও শাকিব খান ওরতোর সংসার করুক আম...,
আমি এই দেশে যাইতে চাই,আই এই দেশে যাইতে চাই।,
আমি এক আল্লাহ তে বিশ্বাসী বহু ভগবানে বিশ্বাসী না আল্লাহর উপর ভরসা করে বলছি কাশ্মীরা একদিন স্বাধীন হবে ইনশাআল্লাহ বাংলাদেশ যেভাবে হয়েছে আমি পাকিস্তানের পক্ষে বর্তমানে,আই ইগ্গা আল্লাহ তে বিশ্বাসী বহু ভগবানে বিশ্বাসী না আল্লাহর উপর ভরসা করি কইছি কাশ্মীরা একদিন স্বাধীন হইবে ইনশাআল্লাহ বাংলাদেশ যেভাবে হইছে আই পাকিস্তানের পক্ষে বর্তমানে।,
আমি এক জন ভারতীয় মুসলিম আমি চাই কাশ্মীর ভারতের মধ্যে থাক,আই এক জন ভারতীয় মুসলিম আই চাই কাশ্মীর ভারতের মধ্যে থাক।,
আমি এটা বিশ্বাস করিনা যে রাম মন্দির ভেঙে বাবরী মসজিদ নির্মাণ করা হয়েছে কারণ আমাদের ধর্মীয় গ্রন্থে আছে যে কোনো মন্দির ভেঙে মসজিদ তৈরি করলে সেই মসজিদে নামাজ হবে না,আই এডা বিশ্বাস করিনা যে রাম মন্দির ভেঙে বাবরী মসজিদ নির্মাণ করা হইছে কারণ আয়গোর ধর্মীয় গ্রন্থে আছে যে কোনো মন্দির ভেঙে মসজিদ তৈরি কইরলে হেই মসজিদে নামাজ হইত না।,
আমি এড হতে চাই কি ভাবে হবো,আই এড হইতে চাই কি ভাবে হইবো।,
আমি ওই ছেলেটার ফাশি চাই,আই ওই হোলাটার হাশি চাই।,
আমি কশ্মীরের পক্ষে,আই কশ্মীরের হক্ষে।,
আমি চাই জিতের সাথে বই,আই চাই জিতের লগে বই।,
আমি চাই তার যেন কঠিন শাস্তি হয়তার শাস্তি দেখে যেন আর কেউ এরোকম আন্যায় না করে,আই চাই হের যেন কঠিন শাস্তি হয় হের শাস্তি দেখে যেন আর কেউ এরোকম আন্যায় না করে।,
আমি চাই মুসলিমরা জয় হোক,আই চাই মুসলিমরা জয় হোক।,
আমি চায় দুজন একসাথে সাংসা করোক,আই চাই দুজন একলগে সাংসা করোক।,
আমি ছাই ছেলেকে যেন আইনের আয়াতায় আনে পুলিশ পশাশোন,আই ছাই হলারে যেন আইনের আয়াতায় আনি হুলিশ হশাশোন।,
আমি জাবে মোবাইল নামবার দাও আমার মোবাইল বাড়ি আমার বকখালি,আই জাবে মোবাইল নামবার দাও আয়র মোবাইল বাড়ি আয়র বকখালি।,
আমি টাকা,আই টেয়া।,
আমি তো মুন্নিকে পেলে শাদি করতাম,আই তো মুন্নিরে হইলে শাদি কইরতাম।,
আমি তোমাকে করতে চায় তোমাকে করতে কত টাকা লাগবে,আই তোয়ারে করতে চাই তোযারে করতে কত টেয়া লাইগব।,
আমি তোমার শূুত কথা বোলতে চাই তোমাট নামবার পাটঠ,আই তোয়র শূুত কতা কইতে চাই তোযার নামবার পাটঠ।,
আমি তোমার সাথে কি করে কথা বলতে পারি,আই তোয়ার লগে কি করি কতা কইতে হারি।,
আমি দেখতে চাই সিনেমাতেই,আই দেখতে চাই সিনেমাতেই।,
আমি দেবকে খুব পছন্দ করি,আই দেবকে মেলা হছন্দ করি।,
আমি পাকিস্তান কে ভালোবাসি কখনো যদি কোন দেশের সাথে বাংলাদেশের কোন যুদ্ধ হয় তাহলে পাকিস্তান বাংলাদেশ কে সাহায্যে করবে আমার বিশ্বাস,আই পাকিস্তান রে ভালোবাসি কখনো যদি কোন দেশের লগে বাংলাদেশের কোন যুদ্ধ হয় তাইলে পাকিস্তান বাংলাদেশ রে সাহায্যে কইরবো আয়র বিশ্বাস।,
আমি পাড়া প্রতিবেশী বলবো ওকে ধরে জবাই করে দিন,আই হাড়া প্রতিবেশী কইবো ওকে ধরি জবাই করি দে।,
আমি প্রশাসক এর কাছে বিনীত ভাবে অনুরোধ করছি যে এই প্রদিপ বিশসাস কে এমন ভাবে দিষ্টান্ত মূলক শাস্তি দেওয়া হোক যে কেউ এমন কাজ করার শাস্তির কথা মনে করে ওর বুকটা কেপে উঠে,আই প্রশাসক এর কাছে বিনীত ভাবে অনুরোধ করিয়ের যে এই প্রদিপ বিশসাস রে এমন ভাবে দিষ্টান্ত মূলক শাস্তি দেওয়া হোক যেন কেউ এমন কাজ করার শাস্তির কতা মনে করে ওর বুকটা কপি উঠে।,
আমি ফাঁসি চাই মিনৃকে,আই হাসি চাই মিনৃকে।,
আমি বলি এক সাত হলে অনেক ভাল হবে,আই বলি এক সাত হইলে বহুত ভালা হইব।,
আমি বাবরি মজিদ চাই,আই বাবরি মজিদ চাই।,
আমি বাংলাদেশ সরকার এর কাছে অনুরোধ করি যে সে জানো এই সব ছেলে দের কে আইনের মাদ্দোমে সাজা দেওয়া হয়,আই বাংলাদেশ সরকার এর কাছে অনুরোধ করি যে হে জানো এই সব হোলা দের কে আইনের মাদ্দোমে সাজা দেওয়া হয়।,
আমি বিরোধিতা করিআমি বিরোধিতা করিআমি বিরোধিতা করি,আই বিরোধিতা করি আই বিরোধিতা করি আই বিরোধিতা করি।,
আমি বুঝি না ভারতের নিউজ এমন ভাবে প্রচার করে যেন বাংলাদেশের নিউজ বাংলাদেশ কি ভারত হয়ে গেল এটা ত বিদেশি নিউজ কিন্তু ভারতের নিউজটা বছর পর হবে বাংলাদেশের জন্য ডুকুমেন্ট,আই বুঝি না ভারতের নিউজ এইচ্ছা করি প্রচার করে যেন বাংলাদেশের নিউজ বাংলাদেশ কি ভারত হয়ে গেল এটা ত বিদেশি নিউজ কিন্তু ভারতের নিউজটা বছর হর হবে বাংলাদেশের জন্য ডুকুমেন্ট।,
আমি বোলছি তাদের ছেলের জন্য একহোক,আই কইছি হেগুনের হলার লাই একহোক।,
আমি ভাদাইমা দেখি তাও বেডা তোর মুভি দেখি না ভাদাইমা তোর থেকে ভালো অভিনয় করে,আই ভাদাইমা দেখি তাও বেডা তোর মুভি দেখি না ভাদাইমা তোর তুন ভালা অভিনয় করে।,
আমি মনে করি তাহাসান একজন পাপীষ্ট মহিলা মিথিলার হাত থেকে রক্ষা পেয়েছেন তাই তাকে মহান আল্লাহর কাছে শুকরিয়া আদায় উচিৎ,আই মনে করি তাহাসান একজন পাপীষ্ট মহিলা মিথিলার হাত তুন রক্ষা হাইছে হিরলাই তারে মহান আল্লাহর কাছে শুকরিয়া আদায় উচিৎ।,
আমি মনে করি যেহেতু ভারত সরকার ভারত তেকে মুসলিম ইতিহাস মুছে দিছ্ছে সেই কারণে বিশ্বের কোন মুসলমান যেন ভারত ভ্রমনে না আশে যদি তোমরা মুসলিম হও,আই মনে করি যেহেতু ভারত সরকার ভারত তুন মুসলিম ইতিহাস মুছে দের সেই কারণে বিশ্বের কোন মুসলমান যেন ভারত ভ্রমনে না আশে যদি তোয়ার  মুসলিম হও।,
আমি মনে করিরিয়াজশাবনুর জুটি আমাদের চলচ্চিত্রে শ্রেষ্ঠ জুটি কারন এ দুজনের রোমান্টিক অভিনয়টা সেই রকম,আই মনে করিরিয়াজশাবনুর জুটি আমগোর চলচ্চিত্রে শ্রেষ্ঠ জুটি কারন এ দুজনের রোমান্টিক অভিনয়টা সেই রকম।,
আমি মানিনা আমার বস থাকতে হবে,আই মানিনা আয়র বস থাইকতে হইব।,
আমি মিন্নির দায়িত্ব নিতে চাই সে যদি রাজি থাকে,আই মিন্নির দায়িত্ব নিতে চাই হে যদি রাজি থায়ে।,
আমি মুলিমের পক্ষে,আই মুলিমের হক্ষে।,
আমি মুসলিম তাই পাকিসতানের সাফট,আই মুসলিম হেরলাই পাকিসতানের সাফট।,
আমি মোদির কে বিশ নেতা বানাতেচযায়,আই মোদির রে বিশ নেতা বানাতেচযায়।,
আমি মোদী কে সমর্থন করি,আই মোদী রে সমর্থন করি।,
আমি যদি পারতাম তাহলে হাজার হাজার লাইক দিতাম,আই যদি হারতাম তাইলে হাজার হাজার লাইক দিতাম।,
আমি যাইতে চাই,আই যাইতে চাই।,
আমি রানু দিদি কে কাছে পেল কেটে ফেলবো,আই রানু দিদি রে কাছে হাইলে কাটি ফেলমু।,
আমি শাকিব খানের সাথে একমত ও যা বলেছে উচিত কথা বলেছে এসব মেয়েদের ধরে পাড়িয়ে নারীর ছেড়ে দেয়া উচিত লোক জ্বালা মিটাতে পারে না মেয়েটা,আঁই শাকিব খানের লগে একমত হেতে যা কইছে উচিত কতা কইছে এসব মাইয়াগোরে ধরি পাড়িয়ে নারীর ছাডি দেয়া উচিত লোক জ্বালা মিটাতে হারে না মাইয়াটা।,
আমি সেয়ার করেছি,আঁই সেয়ার ক‌ইচ্ছি।,
আমি হিন্দু হয়েবলচি মদিচাআলা ফাসিচাই,আমি হিন্দু হয়েবলচি মদিচাআলা ফাসিচাই।,
। গরুর বাচ্চা কুকুরের বাচ্চা,গরুর বাইচ্ছা কুত্তার বাইচ্ছা,
অন্যায় দাবি করছে ক্রিকেটাররা অথচ দোষ নাকি বোর্ডের ? বাংলাদেশ মাতালের কারখানায় পরিনত হয়েছে।,অন্যায় দাবি কইচ্ছে ক্রিকেটারেরা হেও দোষ বলে বোর্ডের! বাংলাদেশ মাতালের কারখানায় পরিণত হয় গেসে।,
আইসিসিকে এই তথ্য দিলো কে?শুওরের বাচ্চা পাপন,আইসিসিরে এই খবর দিসে কনে? শুয়োরের বাইচ্ছা পাপইন্না। ,
আগারওয়াল পিউর বাস্টার্ড এর কিছু হবে না???,আগারওয়াল পুরা বাস্টার্ড এর কিসু ঐতোনো?,
আবাল তুই,আবাইল্লা তুই।,
আবাল দিয়ে দেশটা ভরে গেছে,আবাল দি দেশগা ভরি গেসে,
আমার মতে পত্যক ক্রিকেটার এখন সাকিবের পাশে থাকা উচিত খেলাটা বন্ধ করে দেওয়া উচিতবলা দরকার সাকিব না থাকলে খেলা হবে না দেখি বিসিবি কি করতে পারে আবার অনেকে বলবেন এটা কি বিসিবির দোষ নিহে আমি বলব এটা বিসিবির দোস আর সেখানের মুল শয়তান হল পাপন মাগীর পুলায়,"আঁর মতে প্রত্যেক ক্রিকেটার অন সাকিবের পাশে থাকন উচিত খেলাগা বন্ধ করি দেওন উচিত বলা দরকার সাকিব না থাইকলে খেলা অইতো ন  সাই বিসিবি কি ক‌ইরতে হারে আবার বহুত জনে ক‌ইবো— ইগা কি বিসিবির দোষ নি আঁই কমু— ইগা বিসিবির দোস, আর হিয়ানের মুল শতান অইলো পাপ‌ইন্না মাগীরহুতের।",
আমিও এক বছরের জন্ন ক্রিকেট খেলা দেখার বিরতি নিলাম।পাপনেরে জুতার বারি দাও।অর পদত্যাগ চাই,আঁই এক বছরের লাই ক্রিকেট খেলা দেখার তুন বিরতি লইলাম। পাপইন্নারে জুতার বাই দেও। হেতের পদত্যাগ চাই।,
আরে এদের মত পেলেয়ার দের রিজেক্ট দিয়ে দেন। নতুন করে টিম তৈরী করা হোক। শালারা ভাত পাই না চা চোদাই। পাপন ভাই রাইট কথা,আরে এগুনের মতো পেলেয়াররে  রিজেক্ট দি দন। নতুন করি টিম তৈরি করা অক। হালারা ভাত হায় না। চা সোদায়।  পাপন ভাই রাইট কতা।,
আরে মুশফিক মাদার চোদ,আরে মুশফিক্কা মাদারচোদ।,
আসুন আমরা সবাই মিলে এই চেনেল এর মালিকের মারে গিয়ে নিজ দায়িত্বে চুদে আসি,আইয়েন আমরা বেকে মিলি এই চ্যানেলের মালিকের মারে যাই নিজ দায়িত্বে হোন্দাই আই।,
উড়ছে লুঙ্গি লাগছে বেশ চুদে গেছে কাঙলাদেশ। ��,"উড়ের লুঙ্গি লাগের বেশ, চুদি গেছে কাঙলাদেশ।",
"এ কুত্তারবাচ্চা, রুবেল গান গাইলো কখন??","এ কুত্তারবাইচ্ছা, রুবেল গান গাইলো কত্তে?",
এ খানকির পুলা গান কই,এ খানকিরহুত গান কই?,
এই ইউটিওবার যে গরু চোর এতে কোনো সন্দেহ নেই তোর চোখে কি দেওয়ান বাগি মাজার পুজারি চেখে পড়েনা গরু চোরের মতো ওয়াজের পিছনে লাগছোত এসব বন্দ করো তুইতো মেহনত ছাড়া ইউটিওবে টাকা ইনকামের দান্দায় এসেছিস এটার কথা বলবে কে শুনি পাগল ছাগলের দল,এই ইউটিউবার যে গরু চোর ইয়ানে  কোনো সন্দেহ নাই। তোর চোকে কি দেওয়ান বাগি মাজার পুজারি চোকে হড়েনা গরু চোরের মতো ওয়াজের হিছনে লাইগছত। এগিন বন্দ কর। তুইতো মেহনত ছাড়া ইউটিউবে টাকা ইনকামের দান্দাত আইসোস। ইগার কতা ক‌ইবো কনে হুনি হাগল ছাগলের দল,
এই কুত্তা পাপনকে সভাপতি থেকে সরানো হক।তাহলে বাংলাদেশ ক্রিকেট অনেক উপরে যাবে।,এই কুত্তা পাপইন্নারে সভাপতি তুন সরাই দন। তাইলে বাংলাদেশ ক্রিকেট অনেক ওসে যাইবো।,
এই খানকির পোলা খেলা পারে নাহ। মাদারচোদ আবার টাকা বাড়াতে কয় শালা। সাকিব তামিম মুশফিক কাউরে আর দেখতে চাই নাহ।,এই খানকিরহুত খেলা পারে না। মাদারচোদ আবার টেঁয়া বাড়াইতো কয় হালা। সাকিব্বা তামিম্মা মুসফিক্কা কেউরে আর দেখতাম চাই না।,
এই খানকির পোলা রুবেল কই গান গাইছে শুনা মাগির বাচ্চা তর মায়রে তুর বাপের কান্দে ফালাই চুদি ভোদার পোলা....next time no sorry mind it,"এই খানকিরহুত রুবেইল্লা কই গান গাইছে, হুন মাগিরহুত তোর মারে তোর বাপের কাঁন্দে হালাই চুদি হেডালিরহুত। ",
এই খানকির পোলারে মাশরাফির অনুরোধে দলে নিছে আমার বাল ফালাইছে।।,"এই খানকির হুতেরে মাশরাফির অনুরোধে দলে লইসে, হেতে আঁর বাল হালাইসে।",
এই দোষ এত দিন কোথায় ছিল।পাপন হালার পোলা। আজ কেন এই কোথা উঠবে।পাপন সালা মানুষ এর চোদা না।।,"এই দোষ এতদিন কোনাই আসিলো, পাপইন্না হালারহুত । আইজ্জা কিল্লে এই কতা উঠসে। পাপইন্না হালা মানুষের চোদা না।",
এই বুড়া জাহিল জঙ্গী জানোয়ার কে সাক্ষাতকার নিল।সাংবাদিকদের খাইয়া কোন কাজ নাই। বেকার কি করব।,এই বুইড়া জাহিল জঙ্গি জানোয়ারের সাক্ষাৎকার লইসে। সাংবাদিক গোর খাই দাই কোনো কাম-কাইজ নাই। বেকার কি কইরবো।,
এই ময়ে একটা মাগি মেয়েরার কারন দেশের এই অবেছতা এই দরনের মেয়েরার প্রাসি ছাই নাসিরের কুনু দুস নাই সব মেয়ের দুস নাসিরকে দলে ছাই,"এই মাইয়া ইয়া  ইগ্গা মাগী। এই মাইয়ার কারণে দেশের এই অবস্থা। এই ধরনের মাইয়ার ফাঁসি চাই। নাসিরের কোনো দোষ নাই, বেক এই মাইয়ার দোষ। নাসিরেরে দলে চাই।",
এই মাগি ত বিয়ে করছে,এই মাগী তো বিয়া কইচ্ছে ।,
এই শালা একটা গ্রেট বানঞ্চুদ,এই হালা ইগ্গা গ্রেট বাইনচোদ।,
এই শালার পো শালা তোর কি না খাইয়া কাম নাই,এই হালারহুত হালা তোর কি খাই দাই কম নাই ?,
এই সমস্ত বান্দির পোলা দের জন্য খেলোয়াড়দের ইমেজ নষ্ট হয়,এই সমস্ত বান্দির হুতেরগো লাই খেলোয়াড় গো ইমেজ খারাপ ওয়।,
"এই সাব্বির, তোকে কি ছোট থাকতে মানুষের পোন্দাইছে ?? তুই তো একটা খাসা মাল তোরে তো পোন্দানো যায়। তোর পুটকিমারতে তো মেয়েদের চেয়ে আরো বেশি মজা লাগবে আমার।","এই সাব্বিররা, তোরে কি ছোট থাইকতে মানুষে হোন্দাইসে? তুই তো একটা খাসা মাল তোরে তো হোন্দানো যায়। তোর ফুটকি মাইরতে তো মাইয়াগো তুন আরো বেশি মজা।",
এই সালা <br /> জুতা মারো,"এই হালা, জোতা মারো।",
একটা লাইক মানে পাপনের গালে একটা করে জুতার বাড়ি ���,ইগ্গা লাইক মানে পাপইন্নার গালে ইগ্গা করি জুতার বাই।,
এখনো সময় আছে পাপন খানকির পড়ে ক্রিকেট বোর্ড থেকে সরিয়ে ফেলা হোক,অনো সময় আসে পাপইন্না খানকিরহুতেরে ক্রিকেট বোর্ডের তুন সরাই হালন।,
এবার ঠেলা সামলা পাপন সাহেব শালা তুই সব লুটেপুটে খাচ্ছে তাহলে কইয়া দিমু,"অন ঠেলা সামলা পাপন সাব। হালা তুই বেক লুডি খাওরি, তাইলে কই দিমু।",
এর জন্য দায়ি শেই পাপনতার ওইনইতিক রাজনিতির কারনেআজ সাকিবের এই হাল। পাপনের দুই গালে জুতা মার তালে তালে,"এটারলাই দাই হেতে নিজেই, পাপইন্না অনৈতিক রাজনীতির কারণে আইজ সাকিবের এই অবস্তা। পাপইন্নার দুই গালে জুতা মারো তালে তালে।",
এর মারে আর এর বেনেরে সবাই মিলি চোদেন জাতে এই মাগির পোলা ভাল ভাল নিউচ করে খান কি মাগির পোলা ভাল হয়ে জা,এতের মারে আর এতের বইনেরে বেকে মিলি হোন্দেন যাতে এই মাগিরহুত বালা বালা নিউজ করে। খানকিরহুত বালা ওই যা।,
এসব আচোদা হুজুরেরা আমাদের ধর্ম ইসলাম কে হাইজ্যাক করছে,এইসব আসোদা হুজুরেরা আঙ্গো ধর্ম ইসলাম এরে হাইজ্যাক কইচ্ছে ।,
ওই শালা ওই শালা বাইনচোদ তোর কি কুত্তা দিয়ে জন্মদিনে যারা বানায় মানুষের মরা লাশ,"ওই হালা ওই হালা বাইনচোদ তোরে কি কুত্তা দিয়া জন্ম দিসে, যেগুন বানায় মাইনষের মরা লাশ।",
"ওর ধন কেটে দিয়ে,খেলাতে দেওয়া দরকার।তানাহলে আবার মাগিগো নিয়া আবার মাগি খেলা করবে।",হেতের সোনা কাডি খেলাতে দি দন। তা নইলে আবার মাগী গোরে লই আবার মাগী খেলা খেলবো।,
ওরা জন মিলে তাসকিনের থাপ্রাইলে ভিডিওটি আরো ভাল হত।আবালের দলগুলো।,এগুন কয়জন মিলি তাসকিন্নারে সোবাইলে ভিডিওগা আরো বালা ওইতো। আবাইল্লার দল।,
ওরে এভাবে অত্যাচার করার অধিকার কে দিয়েছে আমার কাছে তুই আয় তোর নেতামি তোর হুগার মদ্ধে ধুকাবো সালারপুত ��,"হেতেরে এইভাবে অত্যাচার করার অধিকার কনে দিসে? আঁর কাছে আয় তুই, তোর নেতাগিরি তোর হোন্দের বিত্তে ঢুকাই দিমু হালারহুত।",
কথা একটাই এই আবাল পাপন রে ক্রিকেট থেকে আগে সরাতে হবেকারন এই খবর ও কোথায় থেকে শুনেছে সেটা বের করলেই সে ধরা,"কতা ইগ্গাই এই আবাল পাপইন্নারে ক্রিকেট তুন আগে সরাইতে অইবো কারণ এই খবর হেতে কোনান তুন হুইনছে, হেটা বার করলেই হেতে ধরা।",
কাংকির পোলার দরকার নেই,খানকীরহুতের দরকার নাই।,
কাংখির ফোলার রাস্তায় জন্ম হয়সে,খানকীরহুতের রোডে জন্ম ওইসে।,
কালা পাঠা তুই একটা মেয়েৱ জীবন নিয়ে খেলাটা ঠিক হয় নাই,"কালা হাঁডা তুই, ইগ্গা মাইয়ার জীবন লই খেলা ঠিক অয় নো।",
কুণ্ডার বাচ্চাকে আজীবন নিষিদ্ধ করা হোক।হালার পো কোন ভাল খেলা খেলতে পারেনি।মাঙ্গের পোরে বাদ দেওয়া হোক,কুত্তার বাইচ্ছারে আজীবনের লাই নিষিদ্ধ করন। হালারহুত কোনো বালা খেলা খেলতো হারে না। হেডালির হুতেরে বাদ দি দন।,
কুমিল্লায় দেশি কয়টা বলদ খেলে তারা কুমিল্লাকে ডুবাইছে।,কুমিল্লায় দেশী কোগা বলদ খেলে হেগুনেই কুমিল্লারে ডুবাইসে।,
কোন কুত্তার বাচ্চায় ভিডিওটা ছাড়ছে????,কোন কুত্তার বাইচ্ছা ভিডিও ইয়া ছাইরসে?,
কোন মাগির ছেলের জন্য সকলেই নিষেধাক্কা দুর্ঘটনা এখনকার মাধ্যমে প্রকাশ হলো সেটাই জানেন না এই ঘটনা আমাদের বাংলাদেশ অনেক বড় ক্ষতি হবে না থাকাতে,"কোন মাগীর হুতেরলাই বেকে নিষেধাজ্ঞা, কোন মাধ্যমে প্রকাশ করা ঐসে হেটাই জানেন না। এই ঘটনা আনগো বাংলাদেশের লাই অনেক ব ক্ষতি ওইবো না থাকনে।",
কোয়াব সভাপতি শালায় বলে পদত্যাগ করবে না��,কোয়াব সভাপতি হালায় বলে পদত্যাগ কইরতোনো।,
ক্রিকেটারদের আগে জনগনের কাছে চলে আসছে তুমি শালাবাবু চোর। তুমি এবং তোমার ছেলা পেলার পদত্যাগই বিসিবির উন্নতি। বাংলাদেশ ক্রিকেটের উন্নতি।,ক্রিকেটারগোর আগে পাবলিকের কাছে চলি আইসে তুই হালারহুত চোর।,
খানকি মাগি,খানকি মাগী।,
খানকিপোলা এতো গালি খাস তার পরও ভিডিও ছাড়স কেন মাগির পুত,খানকিরহুত এতো গালি খাস হেয়ার হরেও ভিডিও ছারস কেন মাগীর হুত?,
খানকির ছেলে পাপন।,খানকীরহুত পাপইন্না,
খানকির পােলা গানকই,খানকীর হুত গান কই,
খানকির পুত মালাউন তর বুন কে গাইর মারি মালাউন তুরা আর কি হবি কুকুর ও চুদে তর বুনকে আর গরু চুদে তর মা কে আর মহিশ চুদে তর বাবা কে কুকুর চুদে তকে মালাউন সুওরের বাচ্চা এই রকম মিত্যা নিউজ কেন দেস মালাউন,খানকীরহুত মালাউন তোর বইনেরে গাইল্লাই। মালাউন তোরা আর কিয়া ওইবি। কুত্তাও চুদে তোর বইনরে আর গরু চুদে তোর মারে। আর মহিষ চুদে তোর বাপরে। কুত্তা চুদে তোরে মালাউন। শুয়োরের বাইচ্ছা এইচ্ছা মিসা খবর দস কা মালাউন ,
খানকির পো তো বাট বাট চোদাস ক্যন বসি বাট বাট করলে তোর পাছায় দিমু পেপে গাচের ডাট,খানকীরহুত তো বাট বাট চোদাস কা বেশি বাট বাট কইরলে তোর হোন্দে দি পেঁপে গাছের ডাট ভরি দিমু।,
খানকির পোলা তোর মারে চোদি কৈ রুবেল গান কৌছে,খানকীরহুত তোর মারে চুদি। কত্তে রুবেইল্লা গান গাইছে!,
খানকির পোলা পাপুন্না,খানকীরহুত পাপইন্না ,
খানকির পোলারা একটা খেলা জিততে পারে না । জনগনের টাকায় বিদেশ ঘুরোস গাড়ি বাড়ি কিনোস । জার্সি খানকির পোলারে খুব শিগগিরই রাস্তায় পাঠানো হবে । কেন্টিনে কাজ করে হলায় ।,"খানকীর হুতেরা ইগ্গা খেলাও জিততো হারে না। মাইনষের টেঁয়ায় বিদেশ ঘুরোস, গাই - বাই কিনস। জার্সি খানকীর হুতেরে শিগগির রোডে হাডানো অইবো। ক্যান্টিনে কাম করে হালায়।",
