Standard_Bangla,dialect_speech,English_translation
এরা ছাত্র নামের কুলাঙ্গার,ইতারা ছাত্র নাম অর হলংক,
ওরা ছাএ নামের কলজ্ঞ,ইতারা ছাত্র নামর কলঙ্ক,
"এরা ছাত্র নামের কলঙ্ক, কলেজের আশপাশের দোকানিদের যেই রকম জ্বালায়, মনে হয় এদের বাপ মা কে ও এই রকম জ্বালায় না।","ইতারা ছাত্র নামর কলঙ্ক, কলেজের আশেপাশের দুয়ানি-অলরে যেন গরি জ্বালায়, মনে অয় যে ইতারার বাপ মা রে ও এইরহম ন-জ্বালায়।",
এরা ছাত্র লেবাস ধারি সন্ত্রাস,ইতারা ছাত্র লেবাস ধারি সন্ত্রাস,
এরা চাত্তর লগে চুলকায় কেনাে,ইতারা ছাত্রর লই চুল্কায় ক্যায়া,
তারা জন্ম থেকে বর্ণান্ধ,ইতারা জন্ম তুন বর্ণান্ধ,
তারা জাগলে চুরি করার সুযোগই নেই,ইতারা জাগলে চুরি গরিবের সুজুগই নাই,
এরা চায় জাতিকে অপমান করতে।,ইতারা জাতী রে অপমান গইতু আয় ।,
তাদের জানার কথা নয়,ইতারা জানিবের হতা নো,They are not supposed to know
তারা জাপান যাওয়ার আগে,ইতারা জাপান যনঅর আগে,
"এরা জামিন পাবেন, জামিন পাবেন না শুধু আকেম রা","ইতারা জামিন পাইবু,জামিন পাইতু ন উদা আকাইম্মা অলে",
এরা টাটকা শয়তান,ইতারা টাটকা শতান।,
তারা টাকা দিয়ে যাবার পরে আম্মু চিন্তা করে,ইতারা টিয়া দি যায়বের ফরে আম্মু চিন্তা গরে,
তারা তখন রাজার কাছে যেয়ে সবকিছু বলল,ইতারা তহন রাজার হাছে য্যাই বেক্কিছু হইলো,
তারা তিন ভাই ছিল কিন্তু তাদের মদ্ধে মিল ছিলো না,ইতারা তিন বাই আচিল কিন্তু তারার মাযে মিল ন আচিল,They were three brothers but they had nothing in common
তারা তিনভাই ছিলো,ইতারা তিন বাই আছিলো,
তারা তিনভাই ছিলো,ইতারা তিন বাই আছিলো,They were three brothers.
তারা তিনভাই ছিলো কিন্তু তাদের মধ্যে মিল ছিলো,ইতারা তিন বাই আছিলো কিন্তু তারার মাঝে মিল আছিলো,"They were three brothers, but there was no harmony among them."
তারা তিনভাই ছিলো কিন্তু তাদের মধ্যে মিল ছিলো না,ইতারা তিন বাই আছিলো কিন্তু তারার মাঝে মিল ন আছিলো,"They were three brothers, but there was no harmony among them."
তারা তো গরিব দেখলে থুতু ফেলে,ইতারা তো গরিব চ্যাঁইলে ছেপ ফেলায়,
তারা তো গাছের দিকে ফিরেও না,ইতারা তো গাছর মিক্কে ফিরিও ন,
এরা তো জাহান্নামে যাবে,ইতারা তো জান্নামওত যাইবো,
এগুলো তো মুসলমানদের মধ্যে পড়ে না এগুলো নাস্তিক,ইতারা তো মুসল্মানর মইধ্যে ন ফরে ইতে তো নাস্তিক।,
ওরা চাইবো কেন তোর কাছে? তুই বিসিবি প্রেসিডেন্ট হয়ে কি বাল ফালাস। তোর তো খেয়াল রাখা দরকার ছিল ক্রিকেটারদের ফিসিলিটিস নিয়ে।,ইতারা তোর তুন কিল্লাই চাইবু ? তুই বিসিবির প্রেসিডেন্ট অইয়্যরে কি বাল্লান ফালাইয়্যুস।টর তুন ইতারার সুবিধা লইয়্যেরে চিন্তা গরার দরহার আছিল।,
দুদু বড় কড়ে রা�,ইতারা দুদ ডর গরে,
তারা একটি দূর পাহাড়ের দিকে যাবার পথে একটি পুকুর দেখল,ইতারা দুরে ওজ্ঞা ফাআরর ইক্কা যাইবার ফতত ওজ্ঞা ফইর দেইক্কে,On their way to a distant hill they saw a pond
তারা দয়া করে লেকচার দেবে না,ইতারা দয়া গরে লেকচার ন দিব্যু,
তারা জানে না এখন,ইতারা ন জানে এহন,
এরা নবির দুস মান,ইতারা নবির দুশশন,
"এরা তথাকথিত নামধারী ব্যবসায়ী, এরা একেকটা মানুষরূপী দানব, আমাদেে মা বোনরা যখন নিউমার্কেটে কিছু কিনতে যায় তখন তাদের যৌন আচরণ থেকে মা বোনরা রক্ষা পায় না, আর এর প্রতিবাদ করলেই ছাত্রসমাজের উপর নেমে আসে এ রকম বর্বর হামলা","ইতারা নাম অর ব্যবসায়ী, উন উজ্ঞা উজ্ঞা মাইনষের মত দানব, আরার মা বোইন অল যেত্তে নিউমার্কেট কিছু কিনতু যায় এত্তে ইতারার হারাপ ব্যবহার অর তুন রক্ষা ন পা, আর ইন অর প্রতিবাদ গইরলি ছাত্র অলর উদ্দি নামি আইয়ি এরিম্মাত হামলা",
ওরা নাস্তিক নয়। ওরা মুসলিমই শুধু হেফাজত কওমি জামাতিদের ইসলাম ধর্মের অপব্যবহার শাপলা চত্ত্বরে কোরআন পোড়ানো সহ নানা প্রশ্ন করেছেন। আর ওই নামধারী ভন্ড মৌলভী মূর্খের পরিচয় দিয়েছে।,ইতারা নাস্তিক ন।ইতারা মুদলিমই। উদু হেফাজত কউমি জামাতি অক্কলর ইস্লামর অপব্যবহার শাপলা চত্বরত কুরান ফফান লই পশ্ন তুইল্লি। আর ইতারা নাম ধারী ভন্ড মলইর ফরিচয় দিয়্যি।,
"এরা নিউমার্কেটের ব্যবসায়ী, এদের কাজই মিথ্যা বলা।","ইতারা নিউ মার্কেট অর ব্যবসায়ী, ইতারার কাজ অইলদি মিছিতা হন",
তারা নিজের মত,ইতারা নিজর নান,
তারা নিজের মত দেখবে,ইতারা নিজর নান চ্যাঁইবে,
"তারা নিজেদের বদনাম নিজেরাই করার লোক তাতে আমাদের কি,,, আমরা তো শেষে সত্যের জন্য অষ্ঠ হাসি দেওয়ার লোক।","ইতারা নিজেরার বদনাম নিজেরাই গরইন্না মানুষ,এন্ডে আরার কি,,,আরা ত শেষে হাচার লাই অষ্ঠ হাসি দইন্না মানুষ।",
এরা বংগ বনদু টেবলেট খাইচে আর কিচুনা,ইতারা বঙ্গবন্ধু ট্যাব্লেট হাইয়্যি আর কিছু নয়,
এরা নাকি আবার শক্তিশালী বিরোধী দল চাই,ইতারা বলে আবার দঁঅরো বিরোধী দল চার,
তারা অনেক কষ্ট পেয়েছে তার কথা শুনে,ইতারা বহুত কষ্ট পাইয়্যে ইতারা হথা শুনি,
এরা সবাই বেনচোদ,ইতারা বেজ্ঞুন বাইঞ্চোদ।,
তারা বেশি কাজ করার সুযোগ হবে,ইতারা বেশি কাম গরিবের সুজুগ অইব্যু,
উনাদের সবাইকে খাদ্য মন্ত্রণালয়ের দায়িত্ব দিলে ঠিক হত,ইতারা বেয়াজ্ঞুনরে খাইদ্য মন্ত্রণালয়র দাইত্ব দিলি টিক অইতু,
এরা অনেক বাজে আচরণ করে মানুষের সাথে,ইতারা বোত হারাপ আচরণ গরে মাইনষর লই,
তারা মনে মনে ভাবে লাগে,ইতারা মনত মনত ভাবে,
তারা যুবকের ঘর তল্লাশি করল কিন্ত কিছু নেই,ইতারা মরতফোয়ার ঘর তল্লাশি গরিল কিন্ত কিসু নেই,
তার মা চলে যায়,ইতারা মা চলি যায়,
তারা মেয়ের সামনে আছে,ইতারা মাইয়্যার সামনে আছে,
"এরা মাদ্রাসার শিক্ষার্থী
৭১ এরা জংগি",ইতারা মাদ্রাসার শিক্ষার্থী ৭১অর জংগি,
", এরা মানুষ হবার নয়।",ইতারা মানুষ অইবার ন।,
এরা জানোয়ার মানুষ না,ইতারা মানুষ ন জানুয়ার।,
এরা মিথ্যুক। এদের ব্যবহার ভালো না।,"ইতারা মিছতা হইন্না, ইতারার ব্যবহার ভালা ন",
"এরা মিথ্যুক এরা ব্যাবসাহিক না,এরা কসাই এরা চুর এদের কে হঠাও ব্যাবসা বাচাঁ","ইতারা মিছতাবাদি,ইতারা ব্যবসায়ী ন,ইতারা হসাই,ইতারা চুর,ইতারা রে দুরাই ব্যবসা বাচাই ল",
তারা যে কাজ করচে তা টিক হয় নাই,ইতারা যে হাম গইগে ইয়ান ঠিক নইয়ো,
তারা রাজি হল না আর,ইতারা রাজি ন অইল আর,
ওরে রিমান্ডে নিলে আরো তথ্য বাহির হবে।,ইতারা রিমান্ড অত নিলি আরো তথ্য বাইর অইবু,
তারা লুকিয়ে রেখে তার নাম,ইতারা লুয়োই রাহি ইতার নাম,
"এরা শিক্ষার্থী নয়,এরা সন্ত্রাসী।","ইতারা শিক্ষার্থী ন, ইতারা সন্ত্রাসী",
এরা শুধু নাস্তিক নয় স্পষ্ট মুসলিম বিদ্ধেশী এদের মুসলিম প্রধান দেশে থাকতে দেওয়া আর নিজের পায়ে কুড়াল মারার মধ্যে কোন তফাত নেই ।,ইতারা শুধু নাফরমান নয় মারহা মাইজ্জা মুসলমান বিদ্দেশি ইতারারে মুসলাম প্রধান দেশওত থাকিতো দন আর নিজর ট্যাংওত কুরুইল মারনওর মাঝে হন তপাত নাই,
তারা কলেজে পড়া নামে সন্ত্রাসী করে বেড়ায়,ইতারা হলেজ অত পড়ার নাম দি,
এরা কলেজে লেখাপড়া করে ডাকাতই হবে!!!,ইতারা হলেজ অত পড়ি ডাহাইত ই অইবু,
ওরা খারাপ তোমরা দুধে ধোয়া।,ইতারা হারাপ তুয়ারা দুধে ধুয়া।,
"এরা সোনার ছেলে, যা ইচ্ছা তাই করবে।
এদের উচিৎ রোলার দিয়ে ডলা দেয়া। লেখাপড়া করতে এসে সন্ত্রাসী করবে ক্যান।","ইতারা হোনার পোয়া, যেন ইচ্ছা এন গরিবু। ইতারারে রোলার দি ডলা দন দরহার। লেহাপড়া গইরতু আয় সন্ত্রাসী গরিবু কিল্লাই",
তারাই আবার অন্যজন করলে মুখ বন্ধ করে দিতে চায়,ইতারাই আবার অন্যজন গইল্লি মুক বন্ধ গরে দন চায়,
এরাই দেশের মানুষের জন্য অর্থ ভূতর্কি দিচ্ছেন যা সচক্ষে দেখা যাচ্ছে। আর অন্যরা তো মুখের কথায়,ইতারাই দেশ অর মাইনষর লাই ভূর্তুকি দের যিয়ান সচোক্ষে দেহা যার। আর অইন্যগুন ত মুখ অর হথাত,
এরাতো সবাই খালি হাতে ঐ দিকে দেখলাম অন্য কিছু.,ইতারাতো বেজ্ঞুন হালি হাতে উইক্কাদি দেইলাম অইন্য কিচু,
এদের অভিনীত নাটক সিনেমা টেলিফিল্ম বয়কট করা উচিত,ইতারার অভিনীত নাটক সিনেমা টেলিফিল্ম বয়কট গরা উচিত ।,
এরাই সত্যিকারের মানুষের বন্ধু।,ইতারার আচা মাইনশর বন্দু,
ওদের হাতে মাইর খাও আবার ওদের পক্ষেই নিউজ কর হালার সাংবাদিক।টাকায় মাইর ভুলাইয়া দিছে।,ইতারার আত অত মাইর খস আবার ইতারার পক্ষত নিউজ গরর হালার সাম্বাদিক। টেয়ায় মাইর ভুলাই দিয়ি,
তাদের হাতে অস্ত্র ছিল তাই কেউ সামনে আগাতে সাহস পায় নাই। যদি সবাই মিলে চেষ্টা করতো তাহলে ছেলেটা মৃত্যুবরণ করত না।আর রিফাতের স্ত্রীকে ভালভাবে জিজ্ঞেস করা উচিত। তাহলে ঘটনা আরো পরিস্কার হবে।,ইতারার আতত অস্তর আছিল। এতাল্লাই কেই ইতারার সাম্মদি আইত ন ফারে।যদি বেজ্ঞুন মিলি চেষ্টস গইত্তু তইলি ফুয়াউয়্যো আজিয়ে ন মইত্তু।আর রিফাতর বউরে ভালা গরি ফুছর গরা দরহার।তইলি ঘড়না আরো ফরিষ্কার অইবু।,
তাদের উঠান সাগর ধারে,ইতারার উডোন সাগর ধারত,
তাদের এসব দেখে বলল,ইতারার এগিন চ্যাঁই হইলো,
তাদের এতো এতো পায়ের আওয়াজ শুনে,ইতারার এদ্দুর এদ্দুর ঠ্যাংঅর আবাছ শুনি,
তাদের ঘরে আসবে ছেলে,ইতারার ঘরত আইবে ফোয়া,
তাদের দেখতে পেয়েছে শিয়ালের মাথায় বুদ্ধি আসে,ইতারার চ্যাঁইতে পাইয়্যে শিয়ালর মাতাত বুদ্ধি অ্যাইয়ে,
তদের জন্মের সাথেও বিএনপির হাত আছে,ইতারার জন্মর লই ও বিম্পির হাত আছে,
তাদের জ্বালায় তো থাকতে না পারি,ইতারার জ্বালাত ত থাইত ন ফারি,
এদের মতো অযোগ্য এবং অথর্ব শিক্ষক শিক্ষা প্রতিষ্ঠানে সুযোগ পায় কিভাবে?,ইতারার ডইল্লা অযোইগ্য অথর্ব মাস্টর ইস্কুল অত সুযোগ কেনে পায়?,
এদের মত মাগিকে দেখে দেশের কম বয়সের ছেলে রা হেনডেল মারতে মারতে বাঘ দাস বাখা করে দিছে,ইতারার ডইল্লে মাগীরে দেহি দেশর ফুয়া ছা গিটার মারি চিয়্যে বেহা গরি ফেলার।,
এদের মতো শিক্ষিত লোকের মারে চোদি,ইতারার ডইল্লে শিক্ষিত মাইনষুর মারে সুদি।,
এদের মত কয়েকটা মেয়ের জন্য অনেকের সুখের সংসার দুঃখের সাগরে পরিনত হচ্চে,"ইতারার ডইল্লে হউজ্ঞো মাইফুয়ার লাই ,বিলি বউত কিয়ার সুক্কুর সংসার দুক্কুর সাগররত ফরিণত অরইবে এডিট নয় ইবে রিয়েল ইতারা দুনোজনর কঠিন শাস্তি অন উচিত।",
তাদের ভয় কেটে গেছে,ইতারার ডর হাডি গেইয়্যে,
"উনাদের তসবির ১০১ টা দানার মধ্যে ১ টা হলো উন্নয়ন আর বাকি ১০০ টা বি,এন,পি।",ইতারার তসবির ১০১কান দানার মধ্যি ১কান ওইল'জি উন্নয়ন আর বাকি ১০০আন বিএমপি।,
"এদের ধর্ম অবমাননাকীর জন্য কত দরদ,যেন উতলে পরে","ইতারার তে ধর্ম অবমাননা গরে দে ইতারার লাই হত দরদ, যেন উতোলাই পরের",
"তাদের দয়াতে আমরা বেচে আছি, দয়া না করলে তো এই অল্প বেতনে আরো আগে মরে যেতাম।","ইতারার দয়াত আরা বাচি আচি,দইয়া ন গইরলি ত এ অল্প বেতনত আরো আগে মরি যাইতাম",
"ওর ধন কেটে দিয়ে,খেলাতে দেওয়া দরকার।তানাহলে আবার মাগিগো নিয়া আবার মাগি খেলা করবে।",ইতারার ধন হাডি দি খেলাত দন দরহার।তা ন ওইলে আবার মাগীগো লই আবার মাগী হেলা গরিবু।,
তাদের হবে না মেঘের উপরে বাড়ি,ইতারার ন অইব্যু মেঘর উদ্দি বাড়ি,
তাদের পরীক্ষা হয়ে গেছে আজকে,ইতারার পরীক্ষা অই গেইয়্যে আজিয়ে,
এদের প্রকাশ্সে ফাঁসি চাই।,ইতারার ফকাশ্যে ফাসি চাই।,
"উনাদের বক্তব্য সত্য নয়।
সাংবাদিক ভাই কি ব্যবসায়িদের পক্ষে নাকি।",ইতারার বক্তব্য হাছা নয়। সাংবাদিক ভাই কি ব্যবসায়ী অলর পক্ষে নাকি,
তাদের বাসায় গেলে আমার ও দিতে হবে,ইতারার বাসাত গ্যিলে অ্যাঁর ও দিত অইব্যু,
এদের বিয়ে কচু ✋ পাতার পানির মতো,ইতারার বিয়ে হচু ফাতাত ফানির ডইল্লে ।,
এদের বেতন কমিয়ে দেন।।।।,ইতারার বেতন হমাই দন ।,
এদের মত শয়তান দের কারনে আজ আমদের দেশের এহাল,ইতারার মত শতান অলর হারণে আজিয়া আরার দেশ অর এ আল,
ওদের মতন শিক্ষকের জন্যই দেশে আজ ছাত্র সন্ত্রাস তৈরি হচ্ছে,ইতারার মতোন মাস্টর অর লাই ই দেশ অত আজিয়া ছাত্র সন্তাস তৈরি অর,
তাদের মা কিন্তু বড় মেয়েকে ভালোবাসে,ইতারার মা কিন্তু ডঁর মাইয়্যারে ভালোবাসে,
উনাদের মা ছেলের সম্পর্ক খারাপ এর প্রভাব আমার উপর আসে,ইতারার মা ফোয়ার সম্পর্ক হারাপ ইয়েনোর প্রভাব আর উওরত আইয়ে,Their bad mother-son relationship affects me
তারার মার হেটা দেওয়ান বাগি বলেন যে আমাকে এসে কিছু করতে তার বোন্রে সুদিয়া,"ইতারার মার হেডা দেওয়ান বাগি হদে আরে, আইএনে কিচু গরিতো ইতার বইনওরে চুদি।",
উনাদের মুখের হাসিগুলো দেখছেন মনে হয় যেন পৃথিবীর জান্নাত  #অনেক অনেক দোয়া ও ভালোবাসা রইলো পুরো টিমের জন্য,ইতারার মুক অর আসি দেইক্কু না? মনে অর দে যেন কি দুইন্নার জান্নাত# বোত বোত দোয়া আর ভালোবাসা গোডা টিম অর লাই,
ওদের মুরিদ দের ফেরে ফেললে এগুলা কুমবে,ইতারার মুরিদঅলওরে মারি ফেলাইলে ইন হমিবো,
তাদের মেঘের উপরে ঘর,ইতারার মেঘর উদ্দি ঘর,
তাদের নিয়ে বেশি ভয় মাথায় রাখবে,ইতারার লইয়্যে বেশি ডর মাতাত রাইবো,
তাদের জন্য শালার ছেলে কোন গালি দিবে না,ইতারার লাই আলার ফোয়া হোন গাইল ন দিতি,
তাদের শব্দে রাজবাড়ির আনন্দে টান পড়েছে,ইতারার শব্দে রাজবাড়ির আনন্দে টান ফইজ্জে,
এদের শিক্ষাগত যোগ্যতা বিষয়ে জানতে ইচ্ছুক,ইতারার শিক্ষাগত যোগ্যতা লইয়েরে জনা ফরিবু ।,
তাদের সময় এখন ভাল,ইতারার সমত এহন গম,
বিচারকগুলোর কথা শুনে মনে হয়। এক একটা বিচারক টা করে মাসুদ রানা । আর এখানে দাঁড়িওলারে আনছে কে,ইতারার হতা উনি লাগেদ্দে একেজ্ঞো বউত বর মাসুদ রানা।আর এন্ডে দারি অলারে আইন্নি দে হন ?,
তাদের কথাবার্তা শুনে মনে হয়েছিল আমাকে বিয়ে করেছে মানে আমাকে কিনে নিয়েছে,ইতারার হতাবার্তা ফুনি মনত অর আরে বিয়া গইজ্জে মানে আরে কিনি ফেলাইয়ে,"After listening to their conversation, it seemed that they married me and bought me"
তাদের কথায় মনে হচ্ছে সব ছাত্ররা মার্কেটে মাস্তানি করতে যায়। তাদের আর খেয়েদেয়ে কাজ নাই।,ইতারার হথায় মনে অর দে বেয়াক ছাত্র মার্কেট অত মস্তানি গইরতু যায়। ইতারার আর খায়দায় হাম নায়,
তদের কাছে মানুষ অশহায়,ইতারার হাছে মানুষ অসহায়,
তাদের আবার টাকাদিয়ে দেখতে যেতে হবেনে।এত দরকার কি ফ্রীতে তাদের দেখাযাক।,ইতারারে আবার টেয়া দি চাইতু যন পরিবু। এত দরহার কি ফ্রীতে ইতাতারে দেহা যক,
এদের আর কি হবে জত মাদার চুদ,ইতারারে আর কি হবে? জত মাদার চুদ।,
এদেরকে চাকরি থেকে বহিষ্কার করা হোক,ইতারারে চরিত্তুন বহিষ্কার গরা অক।,
তাদের দেখলে নিজেদের উপরে আস্থা হয়,ইতারারে চ্যাঁইলে নিজুরার উদ্দি আস্থা অয়,
এদেরকে জুতা মারার দরকার,ইতারারে জুতআমারা দরহার।,
এগুলোকে জুতা দিয়ে পিটা দেওয়া দরকার তবে তিন নম্বর জিকির জেটাকে ডিগবাজি বলছেন সেটার ভিতর কোন সমস্সা নেই কারন আল্লাহর জিকির করতে করতে অনেক সময় মানুষের মাথা ঠিক থাকেনা তাই এমন করে আসা করি বুস্তে পারছেন,ইতারারে জুতা দি ফিডে দন দরহার কিন্তু তিন নাম্বার জিকির যিবেরে ডিগবাজি হর ইবের ভুতুর হোনো সমদস্যা নাই হারন আল্লাহর জিকির গত্তে গত্তে বউত সময় মাথা ঠিক ন থাগে এতাল্লাই এইল্লে গরি আশা গরি বুজিগ ফাইজ্জুন নে?,
এদের পাথর মেরে মেরে শেষ করে দেওয়া হক,ইতারারে ফাত্তর মারি শেষ গরি দেয়া ফরিবু দে।,
এই অশিক্ষিত নির্লজ্জ ডাক্তারদের লাঠি দিয়ে পিটানো উচিৎ নোংরার দল আমাদের সমাজ থেকে এদের বাহির কর,ইতারারে বাইর গর।,
এদেরকে বিচারক বানাইছে কে! ছিঃ ছিঃ,ইতারারে বিচারক বানাইয়্যিদে হনে । ছি ছি,
তাদেরকে মানুষ করার জন্য আপনি বিয়ে করেন নি,ইতারারে মানুষ গরিবের লাই অনে বিয়া ন গরন,
এদেরকে নিয়োগ দেয় কোন বাইনচুদ।,ইতারারেকে নিয়োগ দেয় কোন বাইনচুদ।,
তাদেরও মুক্তি পাওয়া জরুরী।,ইতারারো মুক্তি পন জরুরি,
তারা বলে আমরা আমাদের বউ কে কত মারি কোন দিন মুখ দিয়ে কথা বের করে না,ইতারাা বলে আরা আরোর বউ রে হত মারি হোনো দিন মুখ দি হতা বের নো গরে,"They say how much we beat our wives, they never speak out"
এরা সব পান্ডা।এদের কঠিন শাস্তি হওয়া জরুরী।,ইতারাা বেজ্ঞুন ফান্ডা ।ইতারার কঠিন শাস্তি অন জরুরি।,
ওদের ফ্যামিলির কেউ ভার্জিন নেই ।মিথিলার বড বোন একটা খারাপ ওর মা ও খারাপ তানাহলে ওর বাবা মা দারিযে থেকে একটা হিন্দু ছেলের সাথে বিয়ে দেয কেমন করে ।,"ইতারাার ফেমিলির কেই আচুদা নাই ,মিথিলার বড় বইন এক হারাপ মাও হারাপ ,নইলি ইতির মা বাপ তিয়েই তাগিয়েরে ইতিরে উজ্ঞো ডেডার লয় বিয়া কেনে দিল ?",
এদের কে দিয়ে চলচ্চিত্র উৎসব করা যায় কিন্তুক অভিনয় করা যায় না,ইতারাারে দি সিনেমার উতসব গরা যায় কিন্তু অবিনয় গরা ন যায় ।,
ওরে আর কিছু বলার নাই।ওরে যদি আল্লাহ হেদায়েত দেয়!,"ইতারে আর কিছু হইবার নাই,ইতারে যেন আল্লাহ এদায়ত দে",
ওরে এভাবে অত্যাচার করার অধিকার কে দিয়েছে আমার কাছে তুই আয় তোর নেতামি তোর হুগার মদ্ধে ধুকাবো সালারপুত ��,"ইতারে এভাবে ওইত্তাসার গরিবার অধিহার হনে দিয়ে? আর হাসে তুই আয়, তোর নেতামি তোর ওগার মইদ্যে ঢুহাইয়ুম আলারফুত।",
তাকে বলো তো দেখি,ইতারে ক তো চ্যাঁই,
তাকে কাজের কথা বললে গায়ে জ্বর ওঠে,ইতারে কামের হথা হইল্যে গাত জ্বর উডে,
ওকে কিছু করতে না পারলে ও নিজেকে অন্তত খেয়ালী করতে পারলাম। আর হ্যা তাশিনেসন ভাই আপনি নিজের খেয়াল রাখবেন �,ইতারে কিছু গরিত ন পারিলেও নিজরে অন্তত কিয়ালী গরিত পারিতাম।আর পুনন তাশিনেসন ও ভাই অনে নিজর খিয়াল রাইক্কন,
রে কুত্তা দিয়ে পুটকিমারা তাহলে ফেয়ার শুরু,ইতারে কুইর দি পুনমারা তইলে ফিয়ার শুরু।,
তাকে কেমন যেন লাগছে,ইতারে ক্যান যেন ল্যার,
এরে গালি দিলে গালির ও অপমান হবে��,ইতারে গাইল দিলে গাইলওর ও অপমান ওইবো,
তাকে গুলি করে দেবে সামনে পেলে,ইতারে গুলি গরে দিব্যু সামনে পাইলে,
তাকে দেখে দাদিকে বেশি মনে পরে,ইতারে চ্যাঁই দাদিরে বেশি মনত ফরে,
তাকে দেখতে এসে কেন গেলাম,ইতারে চ্যাঁইতে আই কিল্লাই গেলাম,
তাকে দেখলে সবাই মুখ ঘুরে রাখে,ইতারে চ্যাঁইলে বেজ্ঞুনে মুক ঘুরি রাহে,
তাকে টাকা বাড়িয়ে দিতে হবে,ইতারে টিয়া বাড়াই দন অইব্যু,
তাকে ডেকে বিপদ হয়েছে,ইতারে ডাহি বিপদ হইয়্যে,
ওরে ডিম থেরাপি দেওয়া উচিত । যা করে আর কোন দিন এই রকম চাড়ালীপনা না করে ।,ইতারে ডিম থেরাপি দন উচিত। যিন গরে আর হোনো দিন যাতে এইল্লাত চাড়ালীপনা ন গরে,
ওকে তো টুকাই এর মতো লাগছে,ইতারে ত টোকাইর ডইল্লা লার,
তাকে তো আর পাবে না,ইতারে তো আর ন ফাইবে,
তাকে তোমার চাচির কথা বললাম,ইতারে তোঁয়ার চাচির হথা হইলাম,
তাকে দাও তোর হাত,ইতারে দ তুঁর আঁত,
তাকে দাও তোমার হাত,ইতারে দ তোঁয়ার আঁত,
ওরে দেখতে তো গাঁজাখোর এর মতো দেখা যায়,ইতারে দেইখতে ত গাঁজাহোর অর মতো দেহা যায়,
তাকে নিজের মেয়ের করে,ইতারে নিজর মাইয়্যার গরে,
তাকে পেলে কি জিনিস দেখিয়ে ছেড়ে দিব,ইতারে পাইলে কি জিনিস দেহাই ছাড়ি দিয়্যুম,
অরে পাইলে জ্যাতা কুপতাম,ইতারে পাইলে জিয়াতা কুপাইওম।,
তাকে জিজ্ঞাসা করেন আমি জানি না,ইতারে পুঁছর গরন অ্যাঁই ন জানি,
তাকে বরফ লাগিয়ে দাও,ইতারে বরফ লাগাই দ,
তাকে মুখে তুলে দিতে হয়,ইতারে মুকে তুলি দন অয়,
উনাকে রাজার মত রাখবো,ইতারে রাজার নান রাইক্ষুম,
তাকে নিয়ে চলে আসে,ইতারে লইয়্যে চলি অ্যাইয়ে,
তাকে নিয়ে বলল আমাকে যেতে হবে,ইতারে লইয়্যে হইলো অ্যাঁরে যাইতাম অইব্যু,
অকে উলংগ করে পিপরার বাসায় রেখে দেউয়ার উচিত,ইতারে লেংডা গরি হরি পিয়ারা লাগাই দন দরহার।,
তাকে শান্তি দিলি না তোরা,ইতারে শান্তি ন দিলি তুঁরা,
তাকে সামনে রাখে না,ইতারে সামনে ন রাহে,
তাকে সাহস দেবার জন্য ধন্যবাদ,ইতারে সাহস দিবেল লাই ধন্যবাদ,
তাকে খেতে শুরু করে,ইতারে হাইতে শুরু গরে,
তাকে কোন কাজ করতে বললে না বলতে শুনি না,ইতারে হোন কাম গরিতে হইল্যে না হইতে ন ফুনি,
তাকে দেখতে পেলাম,ইতারোরে ডিক্ষী,
তাকে দেখতে পেলাম,ইতারোরে ডিক্ষী,Saw him.
এরা হয় কি ভাবে জাজ সব কয়টা ছাগলের বাচ্ছা এর থেকে জাজ,ইতাারা জাজ কেনে অয় বেজ্ঞিন ছলর বাইচ্চে এত্তুন জাজ।,
এরা ভাবে মানুষ পাগল মানুষ কিছু বুঝে না।,ইতাারা ভাবে মানুষ ফল ইতারা কিছু ন বুঝে।,
এদের কারনে মা কে গালি দে মানুষ,ইতাারার লাই মাইনষে মারে গাই দের ।,
এর জন্মের দোষ আছে,ইতাের জনমর দোষ আছে।,
এরা মিহিলাকে সুচিত্রা সেন বানায় দিসে,ইতা্রা মিথিলারে সুচিত্রা সেন বানায় ফেলাইয়্যি ।,
সে তখন আবারো ফিরে চায় আমাকে,ইতি আবার ফিরি চার আরে,He then wants me back again
ও আমাকে কোন কাজে সাহায্য করে,ইতি আরে কোন কামত লাগের দে,He helps me in some work
ও ঠিক আছে মাগী আরেকটা মুসলমান ভাতার ধরে নেবে ওর কাজই হচ্ছে এটা,"ইতি ঠিক আছে আরুজ্ঞো মুস্লিম নেক তয়াই লইবু ,ইতির হামই ইয়্যেন।",
উনি নামাজ কালাম ও ঠিক মত পড়েন না,ইতি নামাজ কালাম ও নো পড়ে,He does not recite prayers and kalam properly
এই মাগিটা বাংলাদেশের একে আমি চুদবো,ইতি বাংলাদেশর মাগী ইতিরে আই চুইদ্দুম।,
ওরেতো পতিতা লয়ের পতিতা বল্লেও ভুল হবে সে তো বিশ্ব বেইশ্যা,ইতিরে ভারার মাগী হইলিও ভুল অইবু ইতি অইয়্যি দে বেইশ্যা।,
ওকে সেফুদার কাছে পাঠিয়ে দেও,ইতিরে সেফুদার হাছে ফাঠায় দে ।,
সে বাগানে দৌড়ায়,ইতে  বাগানোত দুরায়ে,
সে আপনার মেয়ে কি পালন করতে গেছে,ইতে অনের মাইয়্যা কি ফালন গরিত গেইয়্যে,
সে অন্যদিকে দৌড় দিয়েছে,ইতে অন্যমিক্কে দোর  দিইয়্যি,
