Standard_Bangla,dialect_speech,English_translation
এত সুন্দর বউ রেখে কেউ কাজের মেয়ের সাথে পরোক্ষ ভাবে পতিতার সাথে কেউ ফষ্টি নষ্টি করে।লুইচ্চা বেডা একি করলো।,এত সুন্দর বউ রাইখ্যা কেউ কামের মেয়ের লগে পরোক্ষ ভাবে পতিতার লগে কেউ ফষ্টি নষ্টি হরে।লুইচ্চা বেডা একি হরলো।,
এত তাড়াতাড়ি শেষ,এত হওয়ালে শ্যাষ?,It's over so soon
এতবড় লেখা কেউ পরে রে ছাগল?? আর আপনি যে চকিরতলা সেক্টরের মুক্তিযোদ্ধা তা কিন্তু সবাই যানে,এতবড় ল্যাখা কেউ পরে রে ছাগল?? আর তুমি যে চকিরতলা সেক্টরের মুক্তিযোদ্ধা তা কিন্তু সবাই যানে।,
এতো অহংকার পাগললির বে‌শিদিন টিকবে না এই ভিখারী,এতো অহংকার বে‌শিদিন টেকবে না এই ভিখারী।,
এতো চিন্তা করা লাগবে না নিজেরে নিয়ে ভাবো,এতো চিন্তা করা লাগবেনা নিজেরে লইয়া ভাবো,
nan,এতো দেরি হরছো ক্যা,Why is it so late?
এত বাজে ব্যাবহার চি চি চি,এতো বাজে ব্যাবহার ছি ছি ছি,
এতো ভাবার সময় কই,এতো ভাবার সময় কোম্মে?,
এতো মুসলিম থাকতে আল্লাহর ঘর মসজিদ কিভাবে মন্দির করে আল্লাহর ঘর মসজিদ ভেঙ্গে দিলে ওই মন্দিরে আল্লাহর গজব পরবে,এতো মুসলিম থাকতে আল্লাহর ঘর মসজিদ কিভাবে মন্দির হরে আল্লাহর ঘর মসজিদ ভাইঙ্গা দিলে ওই মন্দিরে আল্লাহর গজব পরবে।,
এতো রাতে পিউর বিনোদন উপভোগ করতে আসিলাম,এতো রাইতে পিউর বিনোদন উপভোগ হরতে আসলাম।,
এতো সুন্দর একটা মুভির মাঝে ডিস লাইক দেয় মানুষ এর হলো আসল মাদারচোদ,এতো সুন্দর এউক্কা মুভির মাঝে ডিস লাইক দেয় মানুরা হইলো আসল মাদারচোদ।,
এতোগুলো মানুষ দাড়িয়ে দেখলো কেউ এগিয়ে যায় নাই এগুলো সব অমানুষের বাচ্চা,এতোগুলা মানু দাড়াইয়্যা দেখলো কেউ এগাইয়্যা যায় নাই। এগুলা সব অমানুের বাচ্চা।,
এতো এতো সংসারের ঝামেলা দেখে পোস্ট করা,এতোডি সংসারে গ্যাঞ্জাম দেইকখা পোস্ট করা,Posting after seeing so many problems in the world
এতোদিন পর � wait করতে করতে গল্পটাই ভুলতে বসেছিলাম ।,এতোদিন পর বইয়া থাকতে থাকতে গপ্পোটাই ভুলতে বসেআছেলোম ।,
এত ঘুম আসে কেন?,এত্ত ঘুম আয় কির লইগ্গা?,Why do you feel so sleepy?
এত ঘুমাও কেন?,এত্ত ঘুমাও কির লইগ্গা?,Why do you sleep so much?
এত্ত বড় পুস্ত! হোগা ম্রা শেষ আমাল �,এত্ত বড় পুস্ত! হোগা মারা শেষ মোর।,
nan,এত্তুহানে ঘুমাইয়া লও,Sleep a little.
একটু ঘুমিয়ে নাও,এত্তুহানে ঘুমাইয়া লও,Take a nap.
nan,এত্তো বড় ব্যাপার,Such a big deal!
এত সুন্দর লাগে তার,এত্তো সুন্দর লাগে হ্যার,He looks so beautiful
এত বড়ো হাসপাতাল আমি আগে দেখিনি,এত্তোর হাসপাতাল মুই আগে দেহিনাই,I have never seen such a big hospital before
এদের আর কি হবে জত মাদার চুদ,এদের আর কি হ‌ইবো জত মাদার চুদ।,
এদের মত মাগিকে দেখে দেশের কম বয়সের ছেলে রা হেনডেল মারতে মারতে বাঘ দাস বাখা করে দিছে,এদের নাহান মাগিরে দেইখ্যা দেশের কম বয়সের পোলারা হেনডেল মারতে মারতে বাঘ দাস বাখা হইর‍্যা দেছে।,
এদের পাথর মেরে মেরে শেষ করে দেওয়া হক,এদের পাথর মাইরা মাইরা শেষ হরে দেওয়া হক।,
এদেরকে জুতা মারার দরকার,এদেরকে জোতা মারার দরকার।,
এদেরকে নিয়োগ দেয় কোন বাইনচুদ।,এদেরকে নিয়োগ দেয় কোন বাইনচুদ।,
এধরনে আলেমদেরকে বয়কট করা উচিত,এধরনে্র আলেমদেরকে বয়কট হরা উচিত।,
nan,এবার আহালে মানু মরবে,"This time, people will die."
এবার ঠিকাছে,এবার ঠিকাছে,
এবার পুলিশ সালাকে গরম ডিম দেক কত বড় খারাপ সালা বাবার গায়ে হাত উঠায়,এবার পুলিশ হালারে গরম ডিম দেউক কত বড় খারাপ হালা বাপের গায়ে হাত উডায়।,
"এমন একজন মানুষকে খুন করতে চেষ্টা করেছে যে, সেও কিভাবে মানুষ হয়? সব মানুষ অবশ্যই মানুষ না। সুস্থ হয়ে উঠেন স্যার। দোয়া আর ভালোবাসা আপনার জন্য।","এমন একজন মানুকে খুন হরতে চেষ্টা হরছে যে, সেও কিভাবে মানু অয়? হগল মানু অবশ্যই মানু না। সুস্থ অয়ে উডেন স্যার। দোয়া আর ভালোবাসা আমনহের জিন্যে।",
এমন কি আমার বাবা মা সামনে আসলে সালাম পর্যন্ত দেয়না,এমন কি মোর বাপ মায় সামনে আইলে সালামডা পর্যন্ত দেয়না,Even my parents don't even say hello when they come in front of me
এমন কিছু পতিতাদের কারণে শান্তির সুখের ঘর ভেঙে যায়।এই পতিতাকে এমন শাস্তি দেয়া হোক যেন তা দেখে অন্যরা শিক্ষা নিতে পারে ছিঃ কত নোংরা,এমন কিছু পতিতাদের ল‌ইগ্যা শান্তির সুখের ঘর ভেঙে যায়।এই পতিতাকে এমন শাস্তি দেয়া হোক যেন তা দেইখ্যা অন্যরা শিক্ষা নিতে পারে ছিঃ কত নোংরা।,
এমন খানকির ছেলে কে ফাসি দেয়া দরকার এগুলা কি দেখে না আমাদের পুলিশ ভাইয়েরা,এমন খানকির পোলারে ফাসি দেওয়া দরকার এগুলা কি দেইখ্যা না মোদের পুলিশ ভাইয়েরা।,
এমন জানোয়ার রে গলা টিপি মারা উচিত,এমন জানোয়ার রে গলা টিপি মারা দরকার।,
এমন নারী পৃথিবী থেকে বের করে দিতে হবে,এমন নারী পৃথিবী থাইক্কা বের হইর‍্যা দিতে অইবে।,
এমন ছেলে দিয়ে লাভ কি জানোয়ার কে ধরে পুলিশে দাও,এমন পোলা দিয়া লাভ কি জানোয়াররে ধইর‍্যা পুলিশে দাও।,
এমন ভাবে ছেলেটাকে মারলো আর এই সব জানোয়ার গুলো তাকিয়ে দেখলো? হায়রে সোনার বাংলাদেশের মানুষ। দুই জন মানুষ যদি এগিয়ে আসতো তাহলে এই ভাইকে জীবন দিতে হতো না।,এমন ভাবে পোলাডারে মারলো আর এই সব জানোয়ার গুলা তাকাইয়্যা দেখলো? হায়রে সোনার বাংলাদেশের মানু। দুই জন মানু যদি এগাইয়্যা আইতো তাহলে এই ভাইকে জীবন দিতে হতো না।,
এমন লীগ রে ধরে ধরে ডাস্টবিনে ছুড়ে মারো,এমন লীগ রে ধ‌ইরা ধ‌ইরা ডাস্টবিনে ছুড়ে মারো।,
nan,এমনডা আর হরবি না,Don't do that again.
এমন কুলাঙ্গার ছেলে বেচে থাকার চেয়ে না থাকায় শ্রেয়,এমনরেলাঙ্গার পোলা বাইচে থাহার চেয়ে না থাহায় ভালো।,
এমন কুলাঙ্গার ছেলে কে ফাঁসিতে দেয়া হোক,এমনরেলাঙ্গার পোলারে ফাঁসিতে দেওয়া হোউক।,
এভাবে কথা বলতে পারেন না,এমনে কথা কইতে পারেন না,You cannot speak like this.
এভাবে গেঞ্জাম হয় আবার মিল এরকম করতে করতে ৫ বছর হয়েছে এখন,এমনে ক্যাচাল হয় ফিররা মিল এইরহম করতে করতে ৫ বছর হইছে এহন,It has been 5 years now that Ganjam is doing this again
এভাবে নানা রকম ঝামেলা হতে থাকে,এমনে বিভিন্ন ধরনের সমেস্যা হইতে থাহে,In this way various kinds of trouble started
nan,এম্মে থাহিস,stay here
nan,এম্মে হইর্রো না,Don't do it like this.
এর থেকে নূর সাহেবকে ভালো মানাতো।,এর চাইয়া নূর সাহেবকে ভালো মানাইতো।,
এর চেয়ে মরন অনেক ভালো,এর চাইয়া মইর‍্যা জাওয়া অনেক ভালো।,
এর চেয়ে সুন্দর করে আর পাগু রাম ভোকচো গুলারে বুঝানো সম্ভব না� ভিডিও এর চেয়ে ভাল আর হয় না জোস ছিল ভিডিও টা ভাই রেস্পেক্ট ��,এর চাইয়া সুন্দর হইর‍্যা আর পাগু রাম ভোকচো গুলারে বুঝানো সম্ভব না ভিডিও এর চাইয়া ভাল আর অয় না জোস আলহে ভিডিও টা ভাই রেস্পেক্ট।,
এর জন্মের দোষ আছে,এর জন্মের দোষ আলহে।,
এর কারনে যদি আপনার পারসোনাল লাইফে কিছু হয় ভাই? �����,এর জিন্যে যদি তোমার পারসোনাল লাইফে কিছু অয় ভাই?,
এর নাম জীবন,এর নাম জীবন,
এর বিচার করবে আললাহ্ মনে রাখিস রুবেল এটাই তোমার শেষ দুনিয়া না,এর বিচার করবে আললাহ্ মনে রাখিস রুবেল এটাই তোমার শেষ দুনিয়া না।,
এর বিচার চাই,এর বিচার চাই।,
এর সবচেয়ে খারাপ গন্ধযুক্ত পাদ দেওয়ানবাগীর মুখে মারা উচিত তাহলে সে ঠিক হবে,এর সবচেয়ে খারাপ গন্ধযুক্ত পাদ দেওয়ানবাগীর মুখে মারা উচিৎ তাহইলে সে ঠিক ওইবে।,
nan,এরকম আলিশ্যের মতো হইয়া থাকলে চলবে,Will it work if you stay this lazy
এই রকম  মানুষেরা কখনো ঠিক হয় না,এরম মানু কহনো ঠিক হয় না।,Such people are never right
এসব আচোদা হুজুরেরা আমাদের ধর্ম ইসলাম কে হাইজ্যাক করছে,এরহম আচোদা হুজুরগুলা মোগো ধর্ম ইসলাম রে হাইজ্যাক হরছে।,
এমন কিছু করবো যাতে তার কাছে আমাকে না যেতে হয়,এরহম কিছু করমু যাতে হ্যার ধারে মোরে না যাইতে হয়,I will do something so that I don't have to go to him
এই গরমে বাহিরে বের হতে ইচ্ছা করে না,এরহম গরমে বায়রায় বাইর হইতে ইচ্ছা করে না,
এরকম জানোয়ার সন্তান যেন আল্লাহ কাউকে না দেন এই জানোয়ারটাকে এভাবেই পিটিয়ে মেরে ফেলা হোক আর কোন বিচার নেই,এরহম জানোয়ার সন্তান যেন আল্লাহ কাউরে না দেয়। এই জানোয়ারটারে এভাবেই পিডাইয়্যা মাইর‍্যা ফেলা হোউক আর কোন বিচার নাই।,
এরকম জানোয়ারদের আগুনে পুড়িয়ে মারা উচিত,এরহম জানোয়ারদের আগুনে পুড়াইয়া মারা উচিৎ।,
এমন দৃশ্য শয্য করা যায় না অাল্লাহ তু‌মি মানুষের মানবতা এতটা নি‌চে নাম‌তে দিও না শয়তান‌কে এতটা ছে‌ড়ে দিও না শয্য করা যায় না,এরহম দৃশ্য শয্য করা যায় না আল্লাহ তু‌মি মানুর মানবতা এতটা নি‌চে নাম‌তে দিও না শয়তান‌কে এতটা ছে‌ড়ে দিও না সহ্য হরা যায় না।,
এরকম ছেলেকে উলঙ্গ করে মরিচ দেওয়া উচিৎ সালা মাদারি চুদ,এরহম পোলারে উলঙ্গ হইর‍্যা মরিচ দেওয়া দরকার। হালা মাদার চোদ।,
এয়রকম ছেলেকে ফাঁসি দেওয়া দরকার সালার কুতার বাচ্চা,এরহম পোলারে ফাঁসি দেওয়া দরকার হালার কুত্তার বাচ্চা।,
এমন বেয়াদব তার গলা পা রা দাও মেয়াদ কে,এরহম বেয়াদব তার গলায় পারা দেও।,
এমন পুরুষদের সাথে সংসার যায় না,এরহম ব্যাডার লগে সংসার যায় না,You can't get along with such men
এমন মনোভাব নিয়ে সংসারে কখনো সুখ আসে না,এরহম মন লইয়া সংসারে কহনো সুখ আয় না,Happiness never comes in the world with such an attitude
এরা হয় কি ভাবে জাজ সব কয়টা ছাগলের বাচ্ছা এর থেকে জাজ,এরা অয় কি ভাবে জাজ সব কয়টা ছাগলের বাচ্ছা এর থেইক্কা জাজ।,
এরা গরীব নীরিহ পেটের দায়ে হয়তোবা কারো প্রলোভন এ এই পথে!! ডিরেক্টার মেনেজার এদের সাক্ষাৎকার নেন। ভাল্লাগছে আপনারে আগে জানতেন তখন কই ছিলেন আউগারি মিডিয়া আপনারা,এরা গরিব নীরিহ পেটের দায়ে হইলেও কারো লোভে পড়ে এই পথে আইছে ডিরেক্টর ম্যানেজাররা আগে সাক্ষাৎকার লইলে ভালা হইতোভালাই লাগল আমনহেরে আগে জানতাম না আউগারি মিডিয়া তখন কই আছেলেন।,
এরা চায় জাতিকে অপমান করতে।,এরা চায় জাতিরে অপমান হরতে।,
এরা টাটকা শয়তান,এরা টাটকা শয়তান।,
এরা তো জাহান্নামে যাবে,এরা তো জাহান্নামে যাইবে,
এরা নবির দুস মান,এরা নবির দুসমন।,
এরা শুধু নাস্তিক নয় স্পষ্ট মুসলিম বিদ্ধেশী এদের মুসলিম প্রধান দেশে থাকতে দেওয়া আর নিজের পায়ে কুড়াল মারার মধ্যে কোন তফাত নেই ।,"এরা নাস্তিকই না, স্পষ্ট মুসলিম বিদ্বেষী। এগো মুসলিম প্রধান দেশে থাকতে দেওয়া আর নিজের পায়ে কুড়াল মারার মধ্যে কোন তফাত নাই।",
এরা বংগ বনদু টেবলেট খাইচে আর কিচুনা,এরা বংগ বনদু টেবলেট খাইছে আর কিছুনা।,
এরা ভাবে মানুষ পাগল মানুষ কিছু বুঝে না।,এরা ভাবে মানু বোকা কিছুই বুঝে না।,
এরা সবাই বেনচোদ,এরা সবাই বেনচোদ।,
এরা করলে তদন্ত হবে আর বিরুদিকেও করলে দেশোদরহি হবে তাইনা আসোলে বাংলাদেশে এখন সাংবাদিক নামে জারোগ সন্তান বরেগেছে আল্লা তুমি এদের হাতথেকে আমাদেরকে রক্ষাকরো,এরা হরলোে তদন্ত হইব আর বিরুধীরা হরলোেই দেশদ্রোহী হইব এইডাই কি অবস্থা আসলে দেশে এহন সাংবাদিক নামে কিছু জারজ পোলা জন্মাইছে আল্লাহ তুমি মোদের এইগুলার হাত থেইকা বাঁচাইয়া রাখো।,
এরা মিহিলাকে সুচিত্রা সেন বানায় দিসে,এরাা মহিলারে সুচিত্রা সেন বানাই দেছে।,
এরে কানা চোদা তুরে কথা বলা কে শিখিয়েছ,এরে কানা চোদা তোরে কতা কওয়া হিকাইছে কেডা?,
এরে গালি দিলে গালির ও অপমান হবে��,এরে গালি দিলে গালির ও অপমান অইবে।,
একে জাতীয় দল থেকে বহিষ্কার করা উচিত,এরে জাতীয় দল থাইক্যা বহিষ্কার হরা উচিৎ।,
একে জুতা পেটা করা দরকার শালা সুপার স্টার চুদাও সুপার স্টার এর স হবার যোগ্যতা আছে তর বাইনচুদ,এরে জোতাইদ্যা পেডা দরকার হালা সুপার স্টার চুদাও সুপার স্টার এর স হওয়ার যোগ্যতা আলহে তোএ বাইঞ্চোদ।,
একে ফাঁস দেয়া হক,এরে ফাঁসি দেয়া অউক।,
এলাকায় আগুন লেগেছে,এলাকায় আগুন লাগছে,There is a fire in the area
এলিয়েন শুভ কে ময়লা নাঈমের দুধের চিপায় লুকিয়ে রাখা যাবে,এলিয়েন শুভ কে ময়লা নাঈমের দুধের চিপায় গুইজ্জা রাখা যাইবে।,
nan,এল্লা এল্লা লুকাইয়া যাইয়া দাওয়াত খাইয়া আও,"Alone like this, he hides and eats dawat"
একা ছিলাম,এল্লাহ আল্লাম,Was alone.
এশিয়ার শেরা নায়ক সাকিব,এশিয়ার সেরা নায়ক সাকিব,
এসব কুত্তা গু‌লো‌কে অাল্লাহ হেদায়াত দিন,এসব কুত্তা গু‌লো‌কে আল্লাহ হেদায়াত দিন।,
এসব নাস্তিকদের সামনে পাইলে এদের প্রত্যেককে জনসভায় ফাঁসি দিতাম,এসব নাস্তিকদের সামনে পাইলে এদের প্রত্যেককে জনসভায় ফাঁসি দেতাম।,
এসব বিচারক কে জুতা পিঠা করার দরকার ছিল।,এসব বিচারক কে জোতা পিডা করা দরকার আছেলে।,
এসো সবাই মিলে মিন্নির চুদা জাক,এসো সবাই মিল্লা মিন্নিরে চুদি।,
বর্তমানের মিডিয়ার কাজই হলো তিলকে তাল বানিয়ে প্রকাশ করা,এহঙ্কার মিডিয়ার কাম হইলো তিল কে তাল বানিয়ে দেহাইন্যা।,
এখন আবার একটা মেয়েকে অনেক ভালবাসি,এহন আবার একটা মাইয়ারে বেমালা ভালবাসি,Now I love a girl again
nan,এহন আবার নুতান হইর্রা রোংপুইর্রা ভাষা হিকমু নিহি,Will you learn Rangpur language again?
এখন আর কমেন্ট এ কেউ হিগাব কই মাগি বলবে না�,এহন আর কমেন্ট এ কেউ হিগাব কই মাগি ক‌ইবে না।,
এখন আর মানুষের মধ্যে মায়া বিষয়টা খুব একটা নেই,এহন আর মানের মইধ্যে মায়া ব্যাপারডা হেইরহম নাই,There is not much illusion among people anymore
এখন এসব এর বিচার হই না,এহন এইসবের বিচার আর হই না।,
এখন এটার সমাধান কোথায় পাবো,এহন এইয়ার সমাধান কোম্মে পামু,Now where can I find the solution?
এখন কথা হলো আমি কাবিনের টাকা দিয়ে দিবো প্রতি মাসে মাসে,এহন কথা হইলো মুই কাবিনের টাহা দিয়া দিমু পেরতেক মাসে মাসে,Now it is said that I will pay the money for the cabin every month
এখন কোথায় বাংলাদেশের আইন ব্যবস্থা ?কেন এই কুত্তার বাচ্চারে আইনের আওতায় নেয়া হয়না ?,এহন কম্মে বাংলাদেশের আইন ব্যবস্থা ?কেন এই কুত্তার বাচ্চারে আইনের আওতায় নেয়া অয়না?,
এখন কাদের সাহেব বলবেন এইগুলো আসল না পাটুয়াটুলির কপি মাল ���।,এহন কাদের সাহেব কইবো এইগুলা আসল না পাটুয়াটুলির কপি মাল।,
এখন কাদের সাহেব বলবেন এখানে জামায়াত বিএনপির ষড়যন্ত্র জরিত আছে।,এহন কাদের সাহেব কইবো এহানে জামায়াত বিএনপির ষড়যন্ত্র জরিত আলহে।,
এখন কান্না কর কেন মনু রা সুন্দর নুসরাত আপি টা কে ক্ষুন করার সময় মনে হয় নাই তোমাদের একদিন এমন পরিনতি হতে পারে,"এহন কান্না হইর‍্যা, কি হইব মনু রা হেরাম টাইমে নুসরাত আপিরে খুন হরতে হইর‍্যা তোমরা ভাবলা না একদিন তোমাগোও এমন অবস্থা হইতে পারে?",
nan,এহন কাম শুরু হরো,Start working now.
nan,এহন কি হরতে হইবে কও,Tell me what to do now.
এখন কেমন লাগে আপনাদের এমনি লেগেছিল নুসরাতের পরিবারের কাছে,"এহন কেমন লাগতাছে ,আমনহাদের ঠিক এমনি লাগছেলে নুসরাতের পরিবাররে ধারে।",
nan,এহন খাওন খাও,Now eat food.
এবার ঠেলা সামলা পাপন সাহেব শালা তুই সব লুটেপুটে খাচ্ছে তাহলে কইয়া দিমু,এহন ঠেলা সামলা পাপন সাব তুই হগল লুইট্টা ফুইট্টা খাইছো। হ্যালে কইয়া দিমু।,
এখন তুই পড়া শুনা করে,এহন তুই পইড়া পড়।,
nan,এহন তুমি কোম্মে,where are you now
একখন তুমি গান গাইতে পারবে না,এহন তুমি গান গাইতে পারবা না,Now you cannot sing.
এখন তুমি আমার কাছে ক্ষমা চাও,এহন তুমি মোর ধারে মাফ চাও,Now you apologize to me
nan,এহন দৌড়াও,run now
এখন নাটক হবে আর সাধারণ মানুষ শুধু দেখবো,"এহন নাটক অইবে ,আর সাধারণ মানু শুধু দ্যাকবে।",
এখন নানার বাসায়ই থাকি,এহন নানার বাড়িই থাহি,Now I live at my grandmother's house
এখন নিজেই আর পারছি না,এহন নিজেই আর পারতেয়াছি না,Now I can't do it myself
এখন নিজেকেই আর বিশ্বাস করতে পারি না,এহন নিজেরেই আর বিশ্বাস করতে পারিনা,I can't believe myself anymore
এখন পর্যন্ত সবকিছু ঠিকমতো আয়োজন করছি,এহন পইরজন্ত হক্কলডি ঠিকমতো আয়োজন করছি,
এখন পড়তে বসবো,এহন পড়তে বমু,I will sit down to read now
এখন ঘরে ঘরে টেলিভিশন দেখা যায়,এহন বারতে বারতে টিভি দ্যাহা যায়,Now television can be seen in every house
এখন বিয়ের পর জানতে পারি আমার স্বামী আগে দুইটি বিয়ে করেছিল,এহন বিয়ার পর জানতে পারি মোর জামাই আগে দুজ্ঞা বিয়া করছেলে,Now after marriage I came to know that my husband had two marriages before
nan,এহন বেশিরভাগ মানুই ঢাকায় যাইয়া রোংপুইর্রা ভাষায় কতা কইতে পারে না,Now most of the people go to Dhaka and cannot speak the language of Rangpur
এখন ভাই তুমি খেলটা বাংলাদেশের হয়ে ছেড়ে দাও!বহুত খেলছোএই দেশে লিজেন্ড কীভাবে তৈরি হবে কেননা লিজেন্ডদের গুরুত্ব দেওয়া হয় না!বোকাচোদা বাঙালি,"এহন ভাই তুমি খে্লডা বাংলাদেশের অইয়া ছাইর‍্যা দাও। বহুত খেলছো এই দেশে লিজেন্ড কীভাবে তৈরি অইবে। লিজেন্ডদের গুরুত্ব দেওয়া অয় না, বোকাচোদা বাঙালি।",
সবে মাত্র দেখা শুরু করলাম দেখি কেমন লাগে।<br /><br />বিশেষ করে আ খ ম হাসান তার অভিনয় অত্যন্ত ভালো লাগে।,"এহন মাত্র দেখা শুরু হরলাম, দেখি ক্যামন লাগে।আ খ ম হাসানরে অভিনয়টা দারুণ লাগে।",
এখন মিননী কে ও রিফা ফরাজী ও রিশান ফরাজী ও অন্যাখুনীদের কে ফাঁসি দেওয়া উচিত ।খুব দূরত ভাবে।,এহন মিন্নী রে আর রিফা ফরাজী রিশান ফরাজী আর বাকি খুনিগো ফাঁসি দেওন যাই খুব তাড়াতাড়ি।,
এখন আমি আমার বাবা দায়িত্ব পালন করব,এহন মুই মোর বাফের দায়িত্ব পালন করমু,Now I will do my father duty
এখন আমরা কি করবো?,এহন মোরা কি করমু?,What do we do now?
এখন যদি তুমি গান গাও তবে চাষী শুনতে পাবে,এহন যদি তুমি গান গাও তয় চাষায় হোনবে,"Now if you sing, the farmer will hear"
এখন তাকে আর ছাড় দেওয়া যাবে না,এহন হ্যারে আর ছাইররা দেওন যাইবে না,Now he cannot be exempted
এখন সে আমাকে বলে তার লাইফ থেকে চলে যেতে,এহন হ্যায় মোরে কয় হ্যার লাইফ গোনে চইললা যাইতে,Now she asks me to leave her life
এখনো ভালো লাগে গানটা,এহনও ভালো লাগে গানডা,I still like the song
nan,এহনকার উঠতি পোলাপান আ্যাকছের প্রতিভাবান,Today's youth are very talented.
এখনো চিনেন না,এহনো চেনেন না,Don’t know yet
nan,এহনো মাঝে মধ্যে তোমার কতা মোনে হরে,I still remember you sometimes
এখনো সময় আছে পাপন খানকির পড়ে ক্রিকেট বোর্ড থেকে সরিয়ে ফেলা হোক,এহনো সময় আলহে পাপন খাঙ্কিরপোরে কিরিকেট বোর্ডদা হরাইয়া হালানো হোক।,
এমন অন্যায় মেনে নেয়া কষ্টকর � �,এহান জুলুম সহ্য হইর‍্যা থাকা রীতিমতো গলাধাক্কা।,
nan,এহানে আর থাকতে মোল্লায় না,I don't want to stay here anymore.
এখানে থুথু ফেলা নিশেধ,এহানে ছ্যাপ হালাইন্না নিষেধ,Spitting is prohibited here
nan,এহানে ঠিক বাইলে কাম হইর্রো,Do the right thing here.
nan,এহানে মানু মরে,People die here.
nan,এহানে মোরা মোরাই তো,Here we are
এখানে মোস্তফা কামাল রাজ স্যার বাদে। বাকি সবগুলো হচ্ছে রোহিঙ্গা কুত্তার বাচ্চা এদেরকে জাজদের আসনে বসাইলো যারা তারা আরও বড় রোহিঙ্গা।এক মত লাইক হবে। ���,এহানে মোস্তফা কামাল রাজ স্যার বাদে বাকি সবগুলা হইতেয়াছে রোহিঙ্গা কুত্তার বাচ্চা এদেরকে জাজদের আসনে বহাইলো যারা তারা আরও বড় রোহিঙ্গা।এক মত লাইক হবে।,
এখানে যারা কমেন্ট করতেছে তাদের মাথায় দেখতেছি আসলে গোবর ছাড়া কিছুই নেই।। এক একটা যেন মদ খাইয়া কমেন্ট করতেছে। বুজে না বুজে সব উলটাপালটা কমেন্ট করতেছে,এহানে যারা কমেন্ট হরতাছে হ্যাগো মাথায় দেখতেছি গবর ছাড়া কিচ্ছু নাই। এউক্কা এউক্কা এককালে যেন মদ খাইয়া কমেন্ট হরতেয়াছে।,
এখানে মানুষ মরে,এহেনে মানু মরে,People die here.
nan,এহোনি আইতে আছি,coming right away
nan,এহোনো ঘুমাও নাই ক্যা,Why haven't you slept yet?
এ্যাকসিডেন্ট করে পা ব্যাথায় কাতরাচ্ছি.. পোষ্ট অার কমেন্টস পড়ে পা ব্যাথা অনুভুত হচ্ছে না ধন্যবাদ মহাশয়,এ্যাকসিডেন্ট হইর‍্যা পা ব্যাথায় কাতরাইতেয়াছি। পোষ্ট আর কমেন্টস পইর‍্যা পা ব্যাথা অনুভুত হইতে আলহে না ধন্যবাদ মহাশয়।,
এদের বেতন কমিয়ে দেন।।।।,এ্যাগো বেতন কোমাইয়া দেন।,
nan,এ্যাহন ঘরে যাইয়া একটু জিরামু,Go home and rest a little.
ঐ কুকুরকে ধরে মাথা কাঠা হোক,ঐ কুত্তারে ধইর‍্যা মাথা কাডা হোউক।,
ঐ বেশ্যা কই ওদের র্পন ছবি,ঐ বেশ্যা কোম্মে র্পন ছবি।,
ঐ মাইয়া হইলো শয়তানের খাড়া জিলকি,ঐ মাইয়া হইলো শয়তানের খাড়া জিলকি।,
ঐ মেয়র কে হত্যা করা হোক,ঐ মাইয়ারে মাইর‍্যা হ্যালান দরকার।,
ঐ মাগি তই এই বালের মিত্তা বানানৰ জন্য তোকে তৰ চেনেল কে আমি গোৱা মারলাম,ঐ মাগি তুই হেই বালের মিথ্যা কওয়ার জিন্যে তোরে তোর চেনেলের গোয়া মারলাম।,
ঐ মাগী তুই অপেক্ষা কর তোর সব কুকর্ম ফাস হইসে ।গরম ডিম রেডি দেখি তোর ছিদ্র কত্তবড়।,ঐ মাগী তুই অপেক্ষা কর তোর সবরেকর্ম ফাস হইসে ।গরম ডিম রেডি দেহি তোর ছিদ্র কত্তবড়।,
ঐ মাদারচোদ আরবে মিলাদ আছে এবং মিলাদুন নবী উপলক্ষে সরকারি ছুটি আছে,ঐ মাদারচোদ আরবে মিলাদ আলহে এবং মিলাদুন নবী উপলক্ষে সরকারি ছুটি আলহে।,
ঐ রেনদী মিঠা পুটকী মারম চালি,ঐ রেনদী মিঠা পুটকী মারম চালি।,
ঐই পুসুকে উচিত সিককা দিয়া হক,ঐই পসুকে উচিৎ শিক্ষা দেওয়া অউক।,
ঐই সব ছেলেকে ধরে আগুনে পুরিয়া মারা উচিত,ঐই সব পোল্লারে ধইর‍্যা আগুনে পুইর‍্যা মারা উচিৎ।,
ঐক্য অ‌নৈ‌ক্যের মুল ।,ঐক্য অ‌নৈ‌ক্যের মুল।,
ওখানেই এক বাংলাদেশী ছেলের সাথে পরিচয় তারপর সম্পর্ক,ঐহানে এউক্কা বাংলাদেশি পোলার লগে পরিচয় হেইয়ারপর সম্পর্ক,It was there that I met a Bangladeshi boy and then had a relationship
ওখানে নিয়ে চলুন,ঐহানে লইয়া লয়েন,Take there
ও আল্লাহ্‌ !! ছারে দেহি বাইচ্চা আছে !!! পোলাপানগুলা তো গায়েবানা জানাজা পইরা শ্যাষ !!!!,ও আল্লাহ্‌। সারে দেহি বাইচ্চা আলহে। পোলাপানগুলা তো গায়েবানা জানাজা পইরা শ্যাষ।,
ও একটা জানোয়ার পুলিশকে ধন্যবাদ,ও এউক্কা জানোয়ার পুলিশরে ধন্যবাদ।,
