Standard_Bangla,dialect_speech,English_translation
স্টোররুমটি নোংরা হয়ে আছে,স্টোররুমটা ময়লা অই রইছে,The storeroom is dirty
সবাই ড্রয়িংরুমে বসছে,হখলে ড্রয়িংরুমো বইছইন,Everyone is sitting in the drawing room
সন্ধ্যায় আমার মা এসে আমাকে অভিযোগ দিলো আমার বাবার সাথে ঝগড়া হয়েছে আবার,হাইঞ্জার সময় মোর আম্মায় আইয়া মোর গেছে অভিযোগ দিলা মোর আব্বার লগে আরখবার লাগ অইছে,In the evening my mother came and complained to me that I had a quarrel with my father again
সরিষার তেল অকালে চুল সাদা হওয়া রোধ করে ও চুল পড়া কমায়,হাইরোর তেল অখালে চুল সাদা অউয়া আখটায় আর চুল পড়া কমায়,Mustard oil prevents premature graying of hair and reduces hair fall
"হারিয়ে গেছে কতকিছু,  কত আপনজন","হারাই গেছে গিয়া খতকিছু, খত আফনজন","How many things have been lost, how many people have been lost"
"সত্যের জয় সব-সময় ই হয়েছিল,হয় এবং হবে","হাসার জয় সব-সময় ই ওইসিল, অইব আর ওইসে","Truth has always prevailed, is prevailing, and will prevail."
সে তো বুঝবেনা,হে তো বুঝতো নায়,He won't understand
ও আমাকে কোন কাজে সাহায্য করে,হে মোরে কুন কামো সাধ দেয়,He helps me in some work
ঐ লোক যদি আমার বোনের কোনো ক্ষতি করে,হেউ বেটা যদি মোর আফার কুনো খেতি করার চেষ্টা করে,If that person harms my sister
!ব্যাবসায়ী মাদার** কতো খারাপ যে বিশেষ করে ঢাকার এগুলো হয়তো আমরা সবাই কম বেশি ভুক্তভোগীর স্বীকার !,!ব্যাবসায়ী মাদার** কতো খারাফ যে বিশেষ করিয়া ঢাকার ইতা আমরা সবে  কম বেশি ভুক্তভোগীর স্বীকার !,"Business with Mother (likely referring to a specific company or brand named 'Mother') is so bad, especially in Dhaka – I think many of us have experienced problems with them to some extent!"
"অথচ যখন মামুনুল হক সাহেবদের ছেলেরা অশ্রুসিক্ত নয়নে বন্দী বাবার দিকে তাকিয়ে থাকে তখন এই নিয়ে তারা রিপোর্ট করে না
যত্তসব কাফির পক্ষ!","""অথচ যখন মামুনুল হক সাহেবোর ফুয়াইন্ত অশ্রুসিক্ত চৌখে বন্দী বাফর দিকে চাই থাকে তখন ওটা লইয়া তারা রিপোর্ট করে না যত্তসব কাফির ফক্ষ!""","Yet, when the sons of Mamunul Haque look at their imprisoned father with tearful eyes, they don't report on that. What a bunch of supporters of the disbelievers!"
"এখানেও তারা হাসির কারন খুঁজে পাচ্ছে ! 
ধর্মীয় শিক্ষা মানুষকে কি শিখায়?","""অনও তারা হাসির কারন খুঁজিয়া ফার! ধর্মীয় শিক্ষা মানুষরে কিতা হিকায়?""",They are finding reasons to laugh even here! What does religious education teach people?
"এখানেও হা হা!
হাইরে মানুষ 
তোদের মনুষ্যত্বের জবাব নাই","""অনও হা হা! হাইরে মানুষ! তোরার মনুষ্যত্বের জবাব নাই""","Haha here too! Oh, people! There's no answer to your humanity."
"আজ জেনে হলাম প্রথম আলো ধর্ম অবমাননাকারীদের পক্ষে !!!
আর যারা এই বাচ্চা মেয়েটির পোস্টে হাহা রিয়াক্ট দিয়েছে তারাও সেম কোয়ালিটির","""আজকে জানিয়া আইলাম প্রথম আলো ধর্ম অবমাননাকারীর ফক্ষে !!! আর যারা ঔ বাইচ্চা ফুরিটার পোস্টও হাহা রিয়াক্ট দিসে তারাও সেম কোয়ালিটির""",Today I came to know that Prothom Alo is in favor of those who disrespect religion!!! And those who reacted with 'haha' to this young girl's post are of the same quality.
"আবার এটা ভারতে উল্টো চিত্র দেখা যেতো যদি তখন দোষ ভারত-বাংলাদেশ উভয় দেশেই হিন্দুদেরই হতো 
আর বাংলাদেশের হিন্দুরা কিছু না করেও দোষী হয়ে যতে যা লিটন দাশ এর মতো।","""আবার ওটা ভারতোর উল্টা চিত্র দেখা যাইত যদি তখন দুষ ভারত-বাংলাদেশর দুই দেশর উফরেই হিন্দুর ওইত, আর বাংলাদেশর হিন্দুঅখল্ত কিছু না করিয়াই দুষী ওই যাইত যা লিটন দাশওর লাখান।""","It's ironic that a reverse situation could have unfolded in India where the blame would have fallen on Hindus in both India and Bangladesh. And the Bangladeshi Hindus would have been found guilty even without doing anything, much like Liton Das."
"আমার খুব মন খারাপ হচ্ছে।
অমানবিক!","""আমার খুব মন খারাফ হর, অমানবিক!""",I am very sad. Inhumane!
"আলহামদুলিল্লাহ 
এবার বিজ্ঞান শিক্ষক হৃদয় মন্ডলের বিরুদ্ধে মিথ্যা মামলা প্রত্যাহার করতে হবে।","""আলহামদুলিল্লাহ অউবার বিজ্ঞান শিক্ষক হৃদয় মন্ডলর বিরুদ্ধে মিসা মামলা ফ্রত্যাহার করতে অইব।""","Alhamdulillah. Now, the false case against science teacher Hridoy Mondol must be withdrawn."
"আহ মানবতা.! রমজান মাসে শয়তান বন্দি থাকে.!

আর মনুষ্য শয়তান থেকে যাই সেটাই প্রমাণ করে এই সব সংবাদ দাতা.!","""আহ মানবতা.! রমজান মাসও শয়তান বন্দি থাকে.! আর মনুষ্য শয়তান থাকি যায় ওটার ফ্রমাণ করে এই সব সংবাদ দাতা.!""","Oh humanity! During Ramadan, the devils are chained! And these news reporters prove everything that humans are capable of being like devils!"
"আহারে আমরা কতদিন এভাবে দাড়িয়েছি।
সাংবাদিকরা পারলে ঘাড়ধাক্কা দিয়ে মেরে আনন্দ পায়","""আহারে আমরা কতদিন ওলাখান দারাইসি। সাংবাদিকহক্কলতে ফারলে ঘাড়ধাক্কা দিয়া মারিয়া আনন্দ ফায়""","Oh, how long we've been standing like this. The journalists would happily push and shove to kill us, if they could."
"এরপর থেকে কেউ মাডার টাডার কিছু করলে আদালতের বাইরে তার ছোট ছোট পোলাপান কে দাড় করাই দিয়েন।
শালার ব্রেইনলেস সাংবাদিক","""এরফর থাকি কেউ মাডার টাডার কিছু করলে আদালতোর বাইরে তার ছুট ছুট ফোলাফানরে দাড় করাই দিয়োন। হালার ব্রেইনলেস সাংবাদিক""","From now on, if anyone from Madar Tadder does anything, line up their children outside the court. You brainless journalist, you scoundrel!"
"এটা খুব হৃদয় বিদারক এগুলো দেখলে খুব কষ্ট লাগে তবে ভারতে এর চেয়েও হৃদয় বিদারক ঘটনা মুসলমানদের সাথে ঘটে।
তখন ঐগুলো নিয়ে কেউ মাথা ঘামায়না।
এমন ঘটনা কোথাও কামনা করিনা।","""ওটা খুবই হৃদয় বিদারক ইতা দেখলে খুব কষ্ট লাগে কিন্তু ভারতও এর থাকিও হৃদয় বিদারক ঘটনা মুসলমানোর লগে ঘটে। তখন ইতা লইয়া কেউ মাথা ঘামায়না। এমন ঘটনা কুনানোই কামনা করিনা।""","It's very heartbreaking to see these things, it causes a lot of pain. However, even more heartbreaking events happen to Muslims in India. At that time, no one cares about those. I do not wish for such incidents to happen anywhere."
"কত সন্তান!
এভাবে দিনের পর দিন আদালতের দরজায় দৌড়াদৌড়ি করে তখনতো আপনাদের এমন নিউজ চোখে পড়েনা।","""কত বাইচাইন্ট! ওলাখান দিনের ফর দিন আদালতোর দরজাত দৌড়াদৌড়ি করে তখনতো আফনারার ওলাখান নিউজ চোখো ফড়েনা।""","So many children! When you're running around the court doors day after day like this, you don't see news like this, do you?"
"কত সুন্দর শিরোনাম এটা যদি সবার বেলায় হত!
বাচ্চাটার জন্য সবারই মায়া লাগাটা স্বাভাবিক কারন ও নিস্পাপ ওর কোন ধর্ম নেই জাত নেই ওর বাবা আছে এটাই বুঝে। বাবা যত বড়ই খারাপ হোক না কেন প্রতিটা সন্তানের কাছে সে সেরা ব্যাক্তি।","""কত সুন্দর শিরোনাম ওটা যদি সবর বেলাত ওইতো! বাইচ্চাটার লাগি সবর মায়া লাগাটা স্বাভাবিক কারন হে নিস্পাপ তার কুনো ধর্ম নাই জাত নাই তার বাফর আসে ওটাই বুঝে। বাফ যত বড়ই খারাফ হোউক না কেনে প্রতিটা সন্তানর কাসে হে সেরা ব্যাক্তি।""","How wonderful it would be if everyone felt this way! It's natural to feel affection for the child because they are innocent, without religion or caste. All they know is their father. No matter how bad a father may be, he is the best person in every child's eyes."
"কি সহমর্মিতা?
মামুনুল হকের ছেলের জন্য তো এরকম সহমর্মিতা দেখিনি।","""কি সহমর্মিতা? মামুনুল হকর ফুয়ার লাগি তো ওলাখান সহমর্মিতা দেখসি না।""",What is this empathy? I didn't see such empathy for Mamunul Haque's son.
"চলছে লড়াই চলবে,
মুজিব বাহিনী লড়বে ৷","""চলের লড়াই চলবো, মুজিব বাহিনী লড়বো৷""","The fight continues, it will go on,
The Mujib Force will fight."
"ছোট্ট মামণি অসহায়ভাবে নির্দোষী বাবার শুনানি জানালা দিয়ে দেখছে।
কতোটা কষ্টের দৃশ্য। সমাজ ও দেশের অমানুষ গুলো কিনা করতে পারে।","""ছুট মামণি অসহায়ভাবে নির্দোষী বাফর হুনানি জানালা দিয়া দেখসে। কতোটা কষ্টের দৃশ্য। সমাজ আর দেশেওর অমানুষ গুন্ত কিতা না করতে ফারে।""",Little Mamoni watches her innocent father's hearing helplessly through the window. What a heartbreaking scene. What inhuman things society and the people of the country are capable of doing.
"জুলুমবাজদের একদিন ধংস হবেই,,,,
দূর্বলের প্রতি যাঁরা অপবাদ দিয়ে অন্যায় ভাবে আনন্দ উল্লাস করে,,তাঁদের একদিন এভাবেই কাঁদতে হবে,,,সৃষ্টিকর্তা সবার জন্য সমান,,,,","""জুলুমবাজোর একদিন ধংস অইবই,,,,দূর্বলোর উফরে যে অপবাদ দিয়া অন্যায় ভাবে আনন্দ উল্লাস করে,,তারার এখদিন ওলাখানই কানতে অইব,,, সৃষ্টিকর্তা সবর লাগি সমান,,,,""",The oppressors will surely be destroyed one day. Those who rejoice unjustly by falsely accusing the weak will one day have to weep like this. The Creator is equal to all.
"উনার মুক্তিই প্রাপ্য ছিলো। পাশাপাশি এমন একজন অজ্ঞকে বিজ্ঞান বিষয় পড়ানোর দায়িত্ব থেকে অব্যাহতি দেওয়া উচিত।
না জানে বিজ্ঞান, না জানে ইসলাম।","""তান মুক্তিই প্রাপ্য আসিল। ফাশাফাশি ওলাখান একজন অজ্ঞর বিজ্ঞান বিষয় পড়ানির দায়িত্ব থাকিয়া অব্যাহতি দেওয়া উচিত। না জানে বিজ্ঞান, না জানে ইসলাম।""","Her release was rightfully deserved. Additionally, someone so ignorant should be relieved of the responsibility of teaching science. He knows neither science nor Islam."
"দুঃখজনক দৃশ্য।
আমরা লজ্জিত।","""দুঃখজনক দৃশ্য। আমরা লজ্জিত।""",A sad scene. We are ashamed.
"নিউ মার্কেট সংঘর্ষের ঘটনাটিকেও রাজনৈতিক রুপ দেয়ায় সরকারকে অভিনন্দন।
বিএনপির নেতাকর্মী সবাই আসামি।","""নিউ মার্কেট মারামারির ঘটনারে রাজনৈতিক রুপ দেয়ার লাগি সরকাররে অভিনন্দন। বিএনপির নেতাকর্মী হক্কলে আসামি।""",Congratulations to the government for also giving a political spin to the New Market clash. All BNP leaders and activists are accused.
"বাবাটা এতই মূর্খ যে অপরাধ করার পূর্বে সন্তানের কথা চিন্তা করলো না।
এসব কেয়ারলেস বাবাদে স্থান জেলে হওয়া উচিত।","""বাফটা ওতই মূর্খ যে অফরাধ করবার আগে সন্তানোর কথা চিন্তা করলো না। ওলাখান কেয়ারলেস বাফর স্থান জেলও হওয়া উচিত।""",The father is so foolish that he didn't think about his child before committing the crime. Such carelessness deserves to be punished with imprisonment.
"ভালো মন্দের বিচার না করা , হুজুগে বাঙ্গালী মুসলমান আর কতদিন ভাই?
পরিবার,সমাজ,রাষ্ট্র ধ্বংষ হওযার পর আপনার মস্তিষ্ক কাজ করবে।","""বালা মন্দর বিচার না করা , হুজুগে বাঙ্গালী মুসলমান আর কতদিন বাই? ফরিবার,সমাজ,রাষ্ট্র ধ্বংষ ওয়ার ফর আফনার মাতা কাম করব।""","How long will the Bengali Muslims blindly follow the crowd without discerning right from wrong, brothers? Your brain will start functioning only after your family, society, and state are destroyed."
"বিজ্ঞান শিক্ষক ধর্ম পড়াতে যাবে কেনো
বাংলা শিক্ষক ইংরেজি পড়াতে যাবে কেনো
অযোগ্যরা কিছু পেলে,আগে লুঙ্গি খুলে","""বিজ্ঞান শিক্ষক ধর্ম ফড়ানিত যাইতা কেনে! বাংলা শিক্ষক ইংরেজি ফড়ানিত যাইতা কেনে, অযোগ্যরা কুনতা ফাইলে, আগে লুঙ্গি খুলে""","Why would a science teacher go to teach religion?
Why would a Bengali teacher go to teach English?
If the unqualified get something, first take off their lungi."
"বিজ্ঞানটাই সব থেকে বড় সমস্যা।
বিজ্ঞানীরা এই ফেইসবুক আর মোবাইল না আবিষ্কার করলে এতো বড় সমস্যা হতো না।","""বিজ্ঞানই সব থাকিন বড় সমস্যা। বিজ্ঞানীনতে এই ফেইসবুক আর মোবাইল না আবিষ্কার করলে অত বড় সমস্যা ওইল না নে।""","Science is the biggest problem of all. If the scientists hadn't invented Facebook and mobile phones, we wouldn't have such a big problem."
"বিশ্বাস করে মিডিয়ার দৈত চরিত্রের কারনেই আজ সম্প্রির সোনার বাংলায় বিভাজনের আশংকা তৈরি হয়েছে।
পাশাপাশি সরকার ও কিছু ইসলাম বিরোধী নাস্তিক সমান দায়ী।","""বিশ্বাস করুইন মিডিয়ার দৈত চরিত্রের কারনেই আজকে সম্প্রির সোনার বাংলাত বিভাজনর আশংকা তৈরি ওইসে। ফাশাফাশি সরকার আর কিছু ইসলাম বিরোধী নাস্তিক সমান দায়ী।""","Distrust in the dual character of the media is creating fears of division in the golden Bengal of today. Simultaneously, the government and some anti-Islamic atheists are equally responsible."
"মুক্তি দেওয়ার জন্য ধন্যবাদ।
এবার এর পেছনে মূল ষড়যন্ত্রকারী ও উন্মাদ ছাত্র ছাত্রীদের বিচারের আওতায় আনা হোক।","""মুক্তি দেওয়ার লাগি ধন্যবাদ। ওবার ওটার ফিসে মূল ষড়যন্ত্রকারী আর উন্মাদ ছাত্র ছাত্রীরে বিচারের আওতায় আনা হউক।""","Thank you for the release. Now, let the main conspirators and the insane students behind this be brought to justice."
"সর্বত্র একইভাবে চক্রান্ত চালানো হচ্ছে।
গুজব ছড়িয়ে ধর্মের শ্রেষ্ঠত্ব প্রমাণ করতে চাওয়া ধর্মান্ধরা আর যা'ই হোক, মানুষ নয়।","""সবখানও এখলাখান চক্রান্ত সালানি হর। গুজব ছরানি ধর্মর শ্রেষ্ঠত্ব ফ্রমাণ করতে সওয়া ধর্মান্ধ আর যা'ই হউক, মানুষ নায়।""","Conspiracies are being carried out everywhere in the same way. Those religiously fanatic individuals who try to prove the superiority of their religion by spreading rumors are, in any case, not human beings."
"সত্য সব সময় কঠিন হয়,
আর সত্যের জয় হয় নিরবে,,,,,","""হাসা সব সময় কঠিন ওয়, আর হাসার জয় ওয় নিরবে,,,,""","Truth is always difficult, and truth triumphs silently."
"সত্য বিজ্ঞানের জয় হল
মিথ্যা ধর্মের পরাজয় হল","""হাসাউ বিজ্ঞানোর জয় ওইল, মিসা ধর্মর পরাজয় ওইল""","Truth has triumphed over science.
False religion has been defeated."
"সত্যের জয় হয়েছে।
ইমরান খানের বাচ্চাদের পরাজয় হয়েছে।
সুবহানাল্লাহ","""হাসার জয় ওইসে। ইমরান খানর বাইচাইন্তর ফরাজয় ওইসে। সুবহানাল্লাহ""",Truth has prevailed. The children of Imran Khan have been defeated. SubhanAllah.
"হায় রে প্রথম আলো
কত খেলা যে দেখালে!","""হায় রে প্রথম আলো কত খেলা যে দেখাইলায়!""","Oh, first light! How many games you have shown me!"
"হায়রে শিক্ষার্থী এই স্যারের কাছ থেকে আর কতটুকু ভালবাসা আর সেবা পাবি???
একবার গভীর ভাবে ভেবে দেখো...","""হায়রে শিক্ষার্থীন্ত ওউ স্যারোর কাস থাকিন আর কত বালবাসা আর সেবা ফাইবে???একবার গভীর ভাবে বাবিয়া দেখো...""","Oh student, how much more love and care will you receive from this sir??? Think about it deeply once..."
"শুনলাম উনি জামিনে ছাড়া পেয়েছেন! কিভাবে সম্ভব!!
এটা নিশ্চয়ই পক্ষপাতিত্ব,
না হলে আজকেই মৃত্যুদন্ড দেওয়া উচিৎ ছিল..","""হুনলাম তাইন জামিনো সাড়া ফাইসুইন! কেমনে সম্ভব!! ওটা নিশ্চয়ই পক্ষপাতিত্ব, না অইলে আইজকুই মৃত্যুদন্ড দেওয়া উচিৎ আসিল ..""","I heard he has been released on bail! How is that possible!!
This must be bias,
otherwise he should have been given the death penalty today..."
"হৃদয় বিদারক দৃশ্য দেখেও
কাঁদেনা যার মন
অমানবিক-অসভ্য
বর্বর সেই জন।","""হৃদয় বিদারক দৃশ্য দেখিয়াও, কানদে না যার মন, অমানবিক-অসইভ্য, বর্বর হেই জন।""","He whose heart doesn't weep even at heartbreaking sights,
Is inhuman, uncivilized,
a savage soul."
", এরা মানুষ হবার নয়।",", এরা মানুষ ওইবার নায়।",They are not worthy of being human.
", তা আপনি বলদ না গবাদি??",", তা আফনে বলদ না গবাদি??","Are you an ox or just livestock? (This is a rhetorical, somewhat insulting question implying someone is stubborn or unintelligent.)"
", কথা কিন্তু ক্লিয়ার, ধারণা নিতেই হবে, তা না হলে যদি আবার যতে হয়..............১৪ শিকের ভিতরে",", মাত কিন্তু ক্লিয়ার, ধারণা লইতেই ওইব, না অইলে যদি আবার যাইতে ওয়..............১৪ শিকোর ভিতরে","The point is clear, we have to take an idea/understanding, otherwise we might have to suffer again... within the 14th (section/area/point)."
",সেচ্ছাসেবী সংগঠনগুলো দেশের আনাচে কাঁনাচে আছে বলেই এখনো দেশে দূরভৃক্ষ দেখা দিচ্ছে নাহ",",সেচ্ছাসেবী সংগঠনগুন্তর দেশর আনাচে কাঁনাচে আসে কইয়্যাই ওখনো দেশও দূরভৃক্ষ দেখা দের নাহ",The reason we haven't seen widespread devastation in the country yet is because of the presence of voluntary organizations in every corner of it.
উনি কোন সালের সাবেক সভাপতি ছিলেন?কিউ জানাবেন প্লিজ,.তাইন কোন সালের সাবেক সভাপতি আছিলো? কেউ জানাইবাইন প্লিজ,What year was he/she the former president? Please let me know.
"সালা রাজনীতি !
আর কত উপায়ে তোরা রাজনীতি করবি কর, শেষটা দেখার অপেক্ষা।",.হালার রাজনীতি রে! আর কত ফন্দি বাইর করব রাজনীতি করনের লাইগগা। শেষটা দেখনের অপেক্ষাত রইছি,What a politics! How many more ways will you all do politics? Just waiting to see the end of it.
"২ নাম্বার আসামি সালাউদ্দিন কাদের চৌউদুরির নাম ও আসতে পারে,অপেক্ষায় রইলাম",2 নম্বর আসামী সালাউদ্দীন কাদের চৌদুরির নাম ও আইত পারে অপেক্ষাত রইছি,"The name of the 2nd accused, Salauddin Quader Chowdhury, might also come up. I remain in anticipation."
গণিত তোমার কেমন লাগে?,অংক তুমিতাইন ওর কিলা লাগে তে?,How do you like math?
এইতো এখন ঠিক আছে,অইত্ত অখন ঠিক আছে,"Okay, everything is alright now."
আমার জীবনের আলো,অইলায় আমার জীবনের আলো,Light of my life
এ গান টা শুনে চোখে পানি চলে আসলো,অউ  গানটা হুনিয়া চকুত পানি আইচ্চে,Tears came to my eyes after hearing this song
এই সহজ কাজটা করতে এবার দেড়ি হয়ে গেছে মনে হয়,অউ  সহজ কাজটা করাত এবার দেরি অই গেছে  মনোয়,I think it's probably too late to do this simple task now.
এই সেই সোনালী যুগের সেই প্রাচীন গান যে গান শুনলে বুকটা ভরে যায়,অউ অইলো সোনালী যুগর হউ পুরানা গানটা যে গান হুনলে বুক ভরি যায়,This is the ancient song of the golden age that fills the heart
এই করোনায় অনার্স ফাইনাল ইয়ারে থাকাকালীন বিয়ে হয়ে যায় আমার,অউ করোনার সময় অনার্স ফাইনেল ইয়ারো থাকাকালীন বিয়া অই গেছিল মোর,I got married during my honors final year in Corona
এই কাহিনী পুরোটা শুনে আমি অবাক,অউ কাহিনী আস্তাটা হুনিয়া মুই তাইজ্জব,I am surprised to hear this whole story
এই গরমে আমার কিছু ভালো লাগে না,অউ গরমো আমার কুনতা ভালা লাগের না,I don't like anything this summer
এই গানটা কতবার শুনিছি আমি নিজেই জানি না,অউ গানটা খতবার হুনছি মুই নিজেউ জানি না,I don't know how many times I have heard this song
এই ছোট ছেলেটি একটি বল দিয়ে খেলছে,অউ ছুটো ফুয়া ইগু বল দিয়া খেলার,This little boy is playing with a ball.
এই জিনিষটা খুবই বিরক্তিকর ছিল,অউ জিনিসটা খুবঅই  বিরক্তিকর আছিল,This thing was very annoying
এই দুনিয়াতে আম্মু আব্বু ভাই ছাড়া আমার কেও নাই,অউ দুনিয়াত আম্মা আব্বা ভাই ছাড়া মোর আর খেউ নায়,"I have no one in this world except my mother, father and brother"
এই পৃথিবীতে প্রিয় মানুষগুলোকে ছাড়া বেঁচে থাকাটা কষ্টকর কিন্তু অসম্ভব কিছু নয়,অউ দুনিয়াত ভালা লাগার মানুষরারে ছাড়া বাছিয়া থাকা কষ্টর কিন্তুক অসম্ভব কিচ্ছু নায়,Living without loved ones in this world is difficult but not impossible
এই পাঁচ মাসে ছেলে তার পরিবার নিয়ে মেয়ের বাসায় যায় না,অউ পাঁচ মাসে ফুয়া তার পরিবার লইয়া ফুড়ির বাসায় যায় না,"In the past five months, the boy hasn't gone to his daughter's house with his family."
ওই মেয়েকে যেভাবেই হোক খুঁজে বের করতে হবে,অউ ফুরি ইগুরে যেলা অউক তুকাইয়া বার করতে অইবো,We must find that girl no matter what.
এই বাজারেই টমেটো বিক্রি করে কোটিপতি হয়ে গেলেন এক কৃষক,অউ বাজারো টেমেটু বেছিয়া কোটিপতি অই গেলা এখ চাষায়,A farmer became a millionaire by selling tomatoes in this market
এই মন আজ তোমায় দিলাম,অউ মন আজকে তুমারে দিলাম,I gave you this mind today
এই শিশুটি অনেক অসুস্থ,অউ মনা ইগু বাক্কা বেমারি,This child is very sick
এই সাহস আমার নাই,অউ সাহস মোর নাই,I don't have this courage
এই একটি কাজেই খালাম্মার আওয়ামী লীগের সফলতা,অও একটা কামই খালাম্মার আওয়ামী লীগের সফলতা।,Khalammar's success with the Awami League rests on this single task.
এই ছাত্র গুলা সমাজের সকল অনিয়ম এর বিরুদ্ধে প্রতিবাদ করে দেশ স্বাধীনতা থেকে শুরু করে তারা আজকেও প্রতিবাদ করছে তাদের সাথে দেশের কোন বড় রাজনৈতিক ব্যাক্তি নাই তাদের সাথে থেকে তাদের কথা গুলো সুনা উচিত আর সঠিক বিচার হয়া দরকার,অও ছাত্রগুলা সমাজোর হক্কল অনিয়ম এর বিরুদ্ধে প্রতিবাদ করিয়া দেশওর স্বাধীনতা থাকি  শুরু করিয়া তারা আজকেও প্রতিবাদ করসে তারার লগে দেশের কুনো বড় রাজনৈতিক ব্যাক্তি নাই তারার লগে থাকিয়া তারার মাতগুলা শুনা উচিত আর সঠিক বিচার ওয়া দরকার।,"These students are protesting against all the injustices in society, from the country's independence to the present day. They don't have any major political figures with them; it is important to listen to their voices and ensure they receive a fair judgment."
"এই জাতি ধ্বংস হোক,,তারপর একটা নতুন সভ্য জাতীর সৃষ্টি হোক এটাই প্রার্থনা করি। দিনদিন আমরা সবাই মনুষ্যত্ব বিবেকবোধ হারিয়ে পশুর চেয়েও অধম জীবে পরিনত হচ্ছি।","অও জাতির ধ্বংস হোউক,,এরফর একটা নয়া সভ্য জাতীর সৃষ্টি হোউক ওটাই প্রার্থনা করি। দিনদিন আমরা সবওর মনুষ্যত্ব বিবেকবোধ আড়ায়া ফশুর থাকিও অধম জীবনে ফরিনত হর।","I pray that this nation perishes, and a new, civilized nation is born. Day by day, we are all losing our humanity and conscience, becoming even more degraded than animals."
এই দৃশ্য দেখলে চোখে জল এসে যায়,অও দৃশ্য দেখলে চোখো জল আইয়োয়,This scene brings tears to your eyes.
এই দেশের অবস্থা একদিন খুব ভয়াবহ হবে।,অও দেশের অবস্থা এখদিন খুব ভয়াবহ ওইব।,The situation in this country will become very dire one day.
একটা দোকানে ৪০ লক্ষ টাকা ক্যাশ থাকে,অও দোকানও ৪০ লক্ষ টেকা ক্যাশ থাকে,There is 40 lakh taka in cash at the shop.
এই ধারাভাষ্যকারকে প্রথম আলোতে আর ৭১টিভিতে নিয়োগ দেওয়া হউক সাংবাদিক হিসেবে।।যাবতীয় খবর তার কাছে আছে !!,অও ধারাভাষ্যকাররে প্রথম আলোত আর ৭১টিভিত নিয়োগ দেওয়া ওউক সাংবাদিক হিসেবে।।সব খবর তার কাসে আসে!!,This commentator should be hired by Prothom Alo and 71 TV as a journalist. He has all the news!
এ শিশু টি জানেনা যে সে কোনও একটা দেশে জন্মেছে,অও বাইচাটা জানেনা যে হে কুনো একটা দেশেও জন্মাইসে,This child does not know that they were born in a country.
"এই লড়াইয়ের খবর পরতেও লজ্জা হচ্ছে, যেনো মহিষ বাঘে লড়াই।","অও মারামারির খবর ফরতেও শরম লাগের, যেনো মহিষ বাঘোর লড়াই।","It's shameful even to hear about this fight, it feels like a battle between a buffalo and a tiger."
এই যুদ্ধ কি সরকার থামাতে পারে না?,অও যুদ্ধ কিতা সরকার থামাইতে ফারের না?,Can't the government stop this war?
"এই রোজার মধ্যে এরকম একটা ঘটনা কোনভাবেই কাম্য নয়। আসলে দীনের বুঝের অভাব। তাই, দাওয়াতের মেহনত খুব জরুরি।","অও রমজানোর মাঝে ওলাখান একটা ঘটনা কোনভাবেই কাম্য নায়। আসলে ইতা দীনোর বুজোর  অভাব। ওতার লাগি, দাওয়াতোর মেহনত খুব দরকার।","Such an incident is absolutely undesirable during this Ramadan. It's actually a lack of understanding of the true spirit of Islam. Therefore, sincere effort in inviting people to Islam (Dawah) is very important."
এই শিশুর মনে যে আঘাত/ মানুষিক কষ্ট পেল তার প্রতিষেধক কে দিবে? মানুষে না ঈশ্বর।,অও শিশুর মনো যে আঘাত/ মানুষিক কষ্ট ফাইলে তার প্রতিষেধক কে দিব? মানুষ নায় ঈশ্বর।,Who will provide the antidote to the pain/mental suffering this child has endured? Humans or God?
এইসব ব্যাবসায়ীদের ধরে ধরে শাস্তির আওতায় আনা হোক।,অও সব ব্যাবসায়ী গুনতরে ধরিয়া শাস্তি দেওয়া উচিত।,These businessmen should be caught and brought to justice/punishment.
"এই সরকারকে পদত্যাগ করা উচিত
এমন পরিস্থিতি শামাল দিতে পারে না।","অও সরকারের পদত্যাগ করা উচিত
ওলান পরিস্থিতি শামাল দিতে ফারে না।",This government should resign; it cannot handle the situation.
এই সাংবাদিক আগে হকার ছিলো সিউর,অও সাংবাদিক আগে হকার আসিল সিওর,"This journalist used to be a hawker, for sure."
এই হামলায় সরকারের ইন্দোন আছে,অও হামলাত সরকারোর ইন্দোন আসে,The government is involved in this attack.
এই সালাকে আইনের আওতায় আনা হউক,অও হালারে আইনর আওতায় আনা ওউক,Bring this person to justice.
এই সেই প্রথম আলো নামের ইসলাম বিরুদ্ধি মিডিয়া।,অও হেই প্রথম আলো নামর ইসলাম বিরুদ্ধি মিডিয়া।,"This is the 'Prothom Alo' media, which is anti-Islamic."
এটা আমাদের বাড়ির উঠান,অখটা আমরার বাড়ির উটান,This is our backyard
এইটা কি ঠিক সিদ্ধান্ত হবে আমাদের জন্য,অখটা কিতা ঠিগ সিদ্ধান্ত অইবো নি আমরার লাগি?,Is this the right decision for us?
বর্তমানে কোন ছাত্র আন্দোলন সরকার করতে দেবে না। ফলে পুলিশ ব্যবসায়ীদের পক্ষ নেবে।,অখন কোন ছাত্র আন্দোলন সরকার করতে দিত নায়। কারণ পুলিশ ব্যবসায়ীদের পক্ষ নিব।,"Currently, the government will not allow any student movement. As a result, the police will side with the business owners."
এখন তুমি আমার কাছে ক্ষমা চাও,অখন তুমি আমার টাইন মাফ চাও,Now you apologize to me
